"gender_feedback","budget_shown","year_shown","poli_shown","female_pick","budget_pick","year_pick","poli_pick","gender","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","age","gender_code","race_code"
1,0,1,1,0,1,0,0,"Man",2,"Hitchcock","On The Basis of Sex","Coco Before Chanel","Nixon","The Darkest Hour","J. Edgar","The Aviator","White / Caucasian",26,1,1
0,1,1,1,0,1,0,0,"Man",1,"A Beautiful Day in the Neighborhood","The Darkest Hour","Braveheart","The Iron Lady","Tolkien","Lincoln","The Aviator","White / Caucasian",72,1,1
1,0,1,1,1,0,1,1,"Man",0,"A Beautiful Day in the Neighborhood","Amadeus","A Beautiful Mind","The Imitation Game","Lincoln","Capote","On The Basis of Sex","White / Caucasian",64,1,1
1,1,1,0,0,0,0,0,"Man",3,"A Beautiful Day in the Neighborhood","Coco Before Chanel","On The Basis of Sex","Oppenheimer","The Imitation Game","Judy","Capote","White / Caucasian",41,1,1
0,1,1,1,1,0,1,0,"Woman",3,"On The Basis of Sex","Marie Antoinette","The Iron Lady","W. A Life Misunderstood","Jobs","Lincoln","Judy","White / Caucasian",35,0,1
1,1,1,0,1,0,1,0,"Man",0,"Chaplin","The Doors","A Beautiful Mind","Lincoln","A Beautiful Day in the Neighborhood","Amadeus","Judy","Hispanic / Latinx",35,1,0
0,1,1,1,0,0,1,0,"Man",0,"Nixon","Lincoln","Oppenheimer","Braveheart","The Darkest Hour","Jobs","A Beautiful Day in the Neighborhood","Black or African American",43,1,0
0,1,1,1,0,0,0,0,"Man",0,"Chaplin","Moneyball","Amadeus","The Aviator","Capote","Braveheart","The Doors","White / Caucasian",36,1,1
1,0,1,1,0,1,1,0,"Woman",0,"The Imitation Game","Jobs","Lincoln","The Aviator","Nixon","The Darkest Hour","Oppenheimer","Asian / Pacific Islander",24,0,0
1,1,1,0,0,0,0,1,"Woman",2,"Tolkien","Coco Before Chanel","On The Basis of Sex","Hitchcock","J. Edgar","Jobs","W. A Life Misunderstood","White / Caucasian",43,0,1
1,0,1,1,0,1,0,0,"Man",0,"Moneyball","A Beautiful Day in the Neighborhood","The Aviator","The Imitation Game","Hitchcock","Chaplin","A Beautiful Mind","White / Caucasian",35,1,1
0,1,1,1,1,0,1,1,"Man",1,"Coco Before Chanel","The Aviator","The Doors","Hitchcock","The Imitation Game","W. A Life Misunderstood","The Iron Lady","White / Caucasian",56,1,1
0,1,1,1,0,0,1,0,"Woman",1,"The Imitation Game","Oppenheimer","Tolkien","JFK","Amadeus","Marie Antoinette","Hitchcock","White / Caucasian",49,0,1
0,1,1,1,1,0,0,0,"Man",2,"Amadeus","Lincoln","A Beautiful Day in the Neighborhood","On The Basis of Sex","The Iron Lady","A Beautiful Mind","Coco Before Chanel","White / Caucasian",55,1,1
0,1,1,1,0,0,1,1,"Woman",0,"Oppenheimer","Braveheart","The Aviator","A Beautiful Mind","A Beautiful Day in the Neighborhood","The Imitation Game","J. Edgar","White / Caucasian",49,0,1
0,1,1,1,0,1,0,0,"Woman",0,"The Imitation Game","Oppenheimer","Moneyball","Jobs","Braveheart","The Darkest Hour","A Beautiful Mind","White / Caucasian",30,0,1
1,1,1,0,1,0,1,1,"Man",1,"A Beautiful Mind","Capote","Braveheart","The Aviator","Judy","Nixon","On The Basis of Sex","White / Caucasian",52,1,1
1,0,1,1,1,0,1,1,"Man",0,"Amadeus","Braveheart","The Doors","Nixon","The Aviator","A Beautiful Day in the Neighborhood","The Iron Lady","White / Caucasian",52,1,1
1,0,1,1,0,1,0,0,"Man",0,"Oppenheimer","A Beautiful Mind","Braveheart","JFK","Amadeus","J. Edgar","The Aviator","White / Caucasian",35,1,1
1,1,1,0,1,1,0,1,"Woman",2,"Oppenheimer","Coco Before Chanel","Amadeus","Tolkien","The Imitation Game","On The Basis of Sex","Marie Antoinette","White / Caucasian",35,0,1
0,1,1,1,0,1,1,0,"Woman",1,"The Doors","A Beautiful Day in the Neighborhood","Lincoln","Coco Before Chanel","Jobs","Tolkien","Oppenheimer","White / Caucasian",39,0,1
1,1,1,0,0,0,0,0,"Woman",2,"Judy","Chaplin","The Iron Lady","Nixon","A Beautiful Day in the Neighborhood","Lincoln","The Doors","White / Caucasian",43,0,1
0,1,1,1,0,1,0,0,"Woman",2,"Moneyball","Hitchcock","Lincoln","The Imitation Game","On The Basis of Sex","The Iron Lady","A Beautiful Mind","Black or African American",46,0,0
1,1,1,0,0,0,0,0,"Man",1,"On The Basis of Sex","Amadeus","A Beautiful Day in the Neighborhood","Jobs","Moneyball","Braveheart","The Doors","White / Caucasian",45,1,1
1,0,1,1,0,0,0,0,"Man",0,"Braveheart","A Beautiful Mind","The Aviator","Amadeus","Oppenheimer","JFK","The Doors","White / Caucasian",46,1,1
1,1,1,0,0,1,0,0,"Man",1,"Lincoln","The Doors","Marie Antoinette","Moneyball","Braveheart","The Darkest Hour","A Beautiful Mind","White / Caucasian",44,1,1
1,0,1,1,1,1,0,1,"Man",0,"The Doors","Chaplin","Amadeus","Jobs","Nixon","Tolkien","Marie Antoinette","White / Caucasian",51,1,1
1,1,1,0,1,0,1,1,"Woman",1,"Lincoln","The Aviator","JFK","The Imitation Game","Moneyball","Marie Antoinette","On The Basis of Sex","White / Caucasian",34,0,1
0,1,1,1,1,0,1,1,"Man",2,"A Beautiful Mind","The Darkest Hour","Oppenheimer","Marie Antoinette","A Beautiful Day in the Neighborhood","Judy","On The Basis of Sex","White / Caucasian",35,1,1
0,1,1,1,0,0,1,1,"Woman",1,"On The Basis of Sex","The Doors","Lincoln","A Beautiful Day in the Neighborhood","Capote","Chaplin","The Darkest Hour","White / Caucasian",68,0,1
1,1,1,0,0,0,0,0,"Man",3,"On The Basis of Sex","Jobs","Coco Before Chanel","Amadeus","Judy","J. Edgar","Chaplin","Black or African American",40,1,0
1,1,0,1,1,0,1,0,"Woman",2,"The Iron Lady","Marie Antoinette","The Aviator","Jobs","A Beautiful Day in the Neighborhood","Lincoln","Judy","White / Caucasian",41,0,1
0,1,1,1,0,1,1,1,"Woman",3,"A Beautiful Day in the Neighborhood","Marie Antoinette","Amadeus","Oppenheimer","On The Basis of Sex","Judy","Lincoln","Black or African American",29,0,0
0,1,1,1,0,1,1,0,"Woman",1,"The Imitation Game","A Beautiful Day in the Neighborhood","Moneyball","On The Basis of Sex","Chaplin","Tolkien","Oppenheimer","White / Caucasian",52,0,1
1,0,1,1,0,1,0,0,"Man",1,"Braveheart","Lincoln","A Beautiful Day in the Neighborhood","Moneyball","The Iron Lady","Oppenheimer","The Aviator","American Indian or Alaskan Native",43,1,0
0,1,1,1,0,1,0,1,"Man",1,"A Beautiful Day in the Neighborhood","Oppenheimer","Lincoln","Tolkien","Jobs","Judy","Braveheart","White / Caucasian",36,1,1
0,1,1,1,0,0,1,1,"Non-binary",2,"Oppenheimer","Tolkien","A Beautiful Day in the Neighborhood","Judy","Marie Antoinette","Jobs","The Darkest Hour","White / Caucasian",28,0,1
0,1,1,1,0,0,1,0,"Man",0,"Braveheart","Moneyball","Lincoln","A Beautiful Day in the Neighborhood","A Beautiful Mind","The Imitation Game","Jobs","Black or African American",47,1,0
1,1,1,0,1,0,1,1,"Man",0,"Braveheart","The Aviator","The Imitation Game","Lincoln","A Beautiful Day in the Neighborhood","Tolkien","On The Basis of Sex","White / Caucasian",41,1,1
0,1,1,1,0,1,1,1,"Woman",2,"On The Basis of Sex","A Beautiful Day in the Neighborhood","The Imitation Game","Tolkien","Capote","Judy","Lincoln","White / Caucasian",51,0,1
1,0,1,1,0,0,1,1,"Woman",2,"Marie Antoinette","The Doors","Braveheart","Amadeus","The Aviator","Coco Before Chanel","J. Edgar","American Indian or Alaskan Native",40,0,0
1,1,1,0,0,1,0,0,"Man",0,"The Darkest Hour","JFK","Jobs","J. Edgar","A Beautiful Mind","The Doors","The Aviator","White / Caucasian",68,1,1
0,1,1,1,0,0,1,1,"Woman",1,"Tolkien","Jobs","Chaplin","The Doors","Coco Before Chanel","Nixon","J. Edgar","Black or African American",29,0,0
1,1,1,0,1,0,1,1,"Man",1,"J. Edgar","The Darkest Hour","Nixon","Marie Antoinette","JFK","The Aviator","The Iron Lady","White / Caucasian",34,1,1
1,0,1,1,1,0,1,0,"Man",0,"Amadeus","Chaplin","The Aviator","A Beautiful Mind","Braveheart","Lincoln","Judy","White / Caucasian",45,1,1
0,1,1,1,0,1,1,0,"Man",0,"A Beautiful Day in the Neighborhood","JFK","Oppenheimer","The Aviator","Braveheart","Lincoln","Moneyball","White / Caucasian",48,1,1
0,1,1,1,1,0,0,0,"Woman",2,"A Beautiful Day in the Neighborhood","Jobs","On The Basis of Sex","A Beautiful Mind","Braveheart","Marie Antoinette","Coco Before Chanel","White / Caucasian",36,0,1
1,1,1,0,0,1,1,1,"Woman",3,"Hitchcock","Judy","Marie Antoinette","Jobs","The Doors","The Iron Lady","Lincoln","White / Caucasian",49,0,1
0,1,1,1,1,1,0,1,"Man",1,"The Aviator","A Beautiful Mind","Moneyball","Coco Before Chanel","The Doors","W. A Life Misunderstood","Marie Antoinette","White / Caucasian",47,1,1
0,1,1,1,0,1,0,0,"Man",1,"Lincoln","A Beautiful Day in the Neighborhood","Oppenheimer","Moneyball","Marie Antoinette","JFK","The Aviator","White / Caucasian",38,1,1
0,1,1,1,1,0,1,1,"Woman",0,"Jobs","The Imitation Game","The Doors","J. Edgar","The Aviator","A Beautiful Mind","On The Basis of Sex","White / Caucasian",65,0,1
0,1,1,1,0,1,0,0,"Woman",0,"Chaplin","Hitchcock","Oppenheimer","Jobs","The Imitation Game","Tolkien","A Beautiful Mind","White / Caucasian",41,0,1
0,1,1,1,0,1,0,0,"Woman",1,"Lincoln","Oppenheimer","Jobs","The Iron Lady","The Darkest Hour","The Imitation Game","A Beautiful Mind","White / Caucasian",59,0,1
0,1,1,1,0,0,0,1,"Woman",2,"Oppenheimer","On The Basis of Sex","Coco Before Chanel","Lincoln","Amadeus","A Beautiful Mind","Nixon","White / Caucasian",57,0,1
0,1,1,1,0,0,0,0,"Man",0,"Lincoln","Moneyball","J. Edgar","A Beautiful Day in the Neighborhood","Nixon","W. A Life Misunderstood","Chaplin","White / Caucasian",26,1,1
0,1,1,1,0,0,0,0,"Man",2,"Hitchcock","Amadeus","The Doors","Marie Antoinette","Lincoln","The Iron Lady","Chaplin","White / Caucasian",54,1,1
0,1,1,1,0,1,1,0,"Woman",1,"Tolkien","Marie Antoinette","A Beautiful Mind","The Doors","A Beautiful Day in the Neighborhood","Amadeus","Oppenheimer","White / Caucasian",50,0,1
0,1,1,1,0,0,1,0,"Man",0,"JFK","Jobs","Chaplin","A Beautiful Mind","Oppenheimer","Braveheart","Hitchcock","Black or African American",53,1,0
1,0,1,1,1,1,0,1,"Woman",1,"The Aviator","Braveheart","The Imitation Game","Amadeus","Coco Before Chanel","Tolkien","Marie Antoinette","White / Caucasian",32,0,1
0,1,1,1,0,0,1,0,"Man",1,"Braveheart","The Aviator","Moneyball","Oppenheimer","Capote","Marie Antoinette","Jobs","White / Caucasian",38,1,1
0,1,1,1,1,0,1,0,"Man",3,"J. Edgar","Marie Antoinette","On The Basis of Sex","Tolkien","Coco Before Chanel","The Aviator","Judy","White / Caucasian",21,1,1
0,1,1,1,0,1,1,0,"Woman",1,"JFK","Hitchcock","A Beautiful Day in the Neighborhood","On The Basis of Sex","The Imitation Game","Jobs","Oppenheimer","White / Caucasian",72,0,1
1,1,1,0,0,0,1,0,"Woman",1,"Oppenheimer","Lincoln","A Beautiful Day in the Neighborhood","Judy","Capote","J. Edgar","The Imitation Game","White / Caucasian",34,0,1
0,1,1,1,0,0,0,0,"Man",0,"Braveheart","Lincoln","Tolkien","The Aviator","Chaplin","Nixon","Amadeus","Asian / Pacific Islander",33,1,0
1,1,0,1,0,0,1,0,"Man",1,"The Aviator","Amadeus","JFK","On The Basis of Sex","A Beautiful Mind","J. Edgar","The Imitation Game","Hispanic / Latinx",36,1,0
1,1,1,0,0,1,1,0,"Woman",3,"Jobs","J. Edgar","The Darkest Hour","Coco Before Chanel","The Iron Lady","Marie Antoinette","Oppenheimer","Asian / Pacific Islander",46,0,0
0,1,1,1,0,1,0,1,"Woman",1,"Lincoln","Braveheart","The Iron Lady","A Beautiful Day in the Neighborhood","Oppenheimer","The Aviator","JFK","White / Caucasian",51,0,1
1,1,0,1,1,0,1,1,"Man",0,"Chaplin","Lincoln","Nixon","The Doors","The Darkest Hour","The Imitation Game","On The Basis of Sex","White / Caucasian",67,1,1
1,1,1,0,1,0,1,0,"Man",1,"Jobs","Oppenheimer","A Beautiful Mind","Nixon","On The Basis of Sex","Lincoln","Judy","White / Caucasian",58,1,1
0,1,1,1,1,0,0,0,"Woman",1,"Braveheart","Jobs","The Imitation Game","Hitchcock","Tolkien","On The Basis of Sex","Coco Before Chanel","White / Caucasian",58,0,1
0,1,1,1,0,1,0,0,"Man",2,"Lincoln","A Beautiful Day in the Neighborhood","The Iron Lady","On The Basis of Sex","The Doors","Jobs","The Aviator","Hispanic / Latinx",55,1,0
1,0,1,1,0,1,1,0,"Woman",2,"A Beautiful Day in the Neighborhood","Hitchcock","Coco Before Chanel","Tolkien","Judy","The Imitation Game","Oppenheimer","Black or African American",38,0,0
0,1,1,1,0,0,0,1,"Man",0,"A Beautiful Mind","J. Edgar","Capote","Oppenheimer","W. A Life Misunderstood","JFK","Nixon","White / Caucasian",34,1,1
1,1,0,1,0,0,0,0,"Man",0,"Nixon","Braveheart","Lincoln","Jobs","J. Edgar","A Beautiful Day in the Neighborhood","The Doors","White / Caucasian",38,1,1
0,1,1,1,1,1,0,1,"Man",0,"Oppenheimer","Capote","The Aviator","Braveheart","A Beautiful Day in the Neighborhood","Jobs","Marie Antoinette","White / Caucasian",35,1,1
1,1,1,0,1,0,1,1,"Woman",1,"A Beautiful Mind","Amadeus","Braveheart","A Beautiful Day in the Neighborhood","The Doors","Judy","On The Basis of Sex","White / Caucasian",48,0,1
0,1,1,1,0,0,1,0,"Woman",2,"Oppenheimer","Hitchcock","On The Basis of Sex","Coco Before Chanel","A Beautiful Day in the Neighborhood","The Doors","Tolkien","White / Caucasian",60,0,1
0,1,1,1,0,0,1,0,"Man",1,"Amadeus","The Darkest Hour","The Aviator","Oppenheimer","Marie Antoinette","Moneyball","The Imitation Game","Asian / Pacific Islander",45,1,0
1,0,1,1,1,0,0,0,"Man",1,"Jobs","The Darkest Hour","Lincoln","On The Basis of Sex","The Imitation Game","Tolkien","Coco Before Chanel","White / Caucasian",75,1,1
0,1,1,1,0,1,1,0,"Man",0,"A Beautiful Day in the Neighborhood","J. Edgar","Nixon","Jobs","The Darkest Hour","The Doors","Oppenheimer","White / Caucasian",57,1,1
0,1,1,1,0,0,1,1,"Woman",0,"Capote","The Imitation Game","A Beautiful Mind","W. A Life Misunderstood","Oppenheimer","Chaplin","J. Edgar","White / Caucasian",35,0,1
0,1,1,1,0,0,1,0,"Woman",1,"The Doors","A Beautiful Day in the Neighborhood","Coco Before Chanel","Oppenheimer","Lincoln","Tolkien","Jobs","White / Caucasian",45,0,1
1,1,0,1,0,0,0,0,"Man",1,"Jobs","Nixon","W. A Life Misunderstood","Judy","Amadeus","The Darkest Hour","Chaplin","Black or African American",32,1,0
0,1,1,1,0,1,1,0,"Man",0,"The Aviator","Jobs","A Beautiful Day in the Neighborhood","The Doors","Braveheart","Hitchcock","Moneyball","White / Caucasian",54,1,1
0,1,1,1,0,1,1,0,"Woman",2,"On The Basis of Sex","A Beautiful Day in the Neighborhood","Judy","Chaplin","Tolkien","The Imitation Game","Oppenheimer","White / Caucasian",59,0,1
1,1,0,1,1,0,1,1,"Man",0,"A Beautiful Mind","A Beautiful Day in the Neighborhood","Braveheart","Moneyball","Capote","Oppenheimer","On The Basis of Sex","White / Caucasian",44,1,1
1,1,0,1,1,0,1,1,"Man",0,"Chaplin","Amadeus","Jobs","Nixon","The Darkest Hour","Lincoln","On The Basis of Sex","White / Caucasian",33,1,1
1,0,1,1,0,0,1,0,"Man",0,"The Darkest Hour","A Beautiful Day in the Neighborhood","Lincoln","Amadeus","Oppenheimer","Hitchcock","Tolkien","White / Caucasian",45,1,1
1,1,1,0,0,1,0,0,"Woman",2,"A Beautiful Day in the Neighborhood","On The Basis of Sex","J. Edgar","The Darkest Hour","Coco Before Chanel","Hitchcock","The Aviator","White / Caucasian",75,0,1
1,1,0,1,0,0,0,0,"Man",1,"Tolkien","Braveheart","Marie Antoinette","The Doors","Lincoln","Jobs","Chaplin","Black or African American",36,1,0
0,1,1,1,0,0,0,0,"Man",0,"The Doors","Amadeus","Oppenheimer","Capote","A Beautiful Day in the Neighborhood","Lincoln","Chaplin","Asian / Pacific Islander",27,1,0
0,1,1,1,0,0,1,1,"Woman",0,"Oppenheimer","A Beautiful Day in the Neighborhood","Tolkien","Moneyball","Braveheart","Jobs","The Darkest Hour","White / Caucasian",29,0,1
0,1,1,1,1,1,0,1,"Man",0,"Chaplin","The Darkest Hour","The Aviator","A Beautiful Mind","Moneyball","The Doors","Marie Antoinette","Asian / Pacific Islander",40,1,0
0,1,1,1,1,0,1,1,"Woman",1,"A Beautiful Mind","Amadeus","Nixon","The Aviator","Jobs","Coco Before Chanel","The Iron Lady","White / Caucasian",42,0,1
1,1,0,1,0,0,1,0,"Man",1,"A Beautiful Mind","On The Basis of Sex","Lincoln","The Imitation Game","Oppenheimer","The Darkest Hour","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",68,1,0
1,0,1,1,0,1,1,0,"Man",1,"Capote","A Beautiful Day in the Neighborhood","Oppenheimer","The Imitation Game","A Beautiful Mind","Marie Antoinette","Moneyball","White / Caucasian",29,1,1
0,1,1,1,1,0,0,0,"Man",2,"A Beautiful Day in the Neighborhood","The Doors","Judy","Lincoln","Oppenheimer","The Iron Lady","Coco Before Chanel","White / Caucasian",52,1,1
1,1,1,0,0,1,1,0,"Man",0,"Lincoln","Tolkien","Chaplin","A Beautiful Day in the Neighborhood","W. A Life Misunderstood","J. Edgar","Oppenheimer","White / Caucasian",33,1,1
1,0,1,1,0,1,1,0,"Woman",1,"Oppenheimer","On The Basis of Sex","Jobs","A Beautiful Day in the Neighborhood","Tolkien","The Doors","Moneyball","White / Caucasian",44,0,1
1,0,1,1,1,1,0,1,"Man",1,"Lincoln","JFK","Capote","The Iron Lady","Oppenheimer","The Aviator","Marie Antoinette","Hispanic / Latinx",51,1,0
0,1,1,1,0,0,1,1,"Man",1,"The Doors","Judy","Lincoln","The Aviator","Amadeus","Nixon","J. Edgar","White / Caucasian",63,1,1
0,1,1,1,0,0,1,0,"Man",2,"The Darkest Hour","Chaplin","Marie Antoinette","Jobs","The Iron Lady","The Aviator","A Beautiful Day in the Neighborhood","White / Caucasian",76,1,1
1,1,1,0,0,0,1,0,"Man",0,"Braveheart","Oppenheimer","Lincoln","The Imitation Game","The Darkest Hour","JFK","Hitchcock","White / Caucasian",58,1,1
0,1,1,1,0,1,0,0,"Man",1,"Tolkien","Lincoln","Hitchcock","The Doors","Marie Antoinette","Capote","The Aviator","Black or African American",57,1,0
0,1,1,1,0,1,1,1,"Man",0,"Hitchcock","Moneyball","Capote","A Beautiful Mind","A Beautiful Day in the Neighborhood","The Imitation Game","Lincoln","White / Caucasian",50,1,1
0,1,1,1,0,1,0,1,"Man",0,"Oppenheimer","Chaplin","Capote","The Imitation Game","The Doors","Jobs","Braveheart","White / Caucasian",35,1,1
0,1,1,1,0,1,0,0,"Woman",1,"Braveheart","Marie Antoinette","A Beautiful Day in the Neighborhood","A Beautiful Mind","Nixon","Lincoln","The Aviator","White / Caucasian",37,0,1
1,1,0,1,0,0,1,1,"Man",1,"Lincoln","A Beautiful Day in the Neighborhood","Braveheart","On The Basis of Sex","The Imitation Game","Hitchcock","The Darkest Hour","White / Caucasian",63,1,1
1,1,0,1,0,0,1,0,"Woman",3,"The Iron Lady","Marie Antoinette","Nixon","W. A Life Misunderstood","Coco Before Chanel","Hitchcock","Jobs","White / Caucasian",48,0,1
0,1,1,1,0,1,0,0,"Man",0,"Moneyball","A Beautiful Day in the Neighborhood","Hitchcock","The Aviator","The Imitation Game","Oppenheimer","A Beautiful Mind","Hispanic / Latinx",30,1,0
1,1,1,0,1,0,0,0,"Woman",2,"Tolkien","The Iron Lady","The Imitation Game","Jobs","The Darkest Hour","On The Basis of Sex","Coco Before Chanel","White / Caucasian",46,0,1
0,1,1,1,0,0,1,0,"Man",3,"The Doors","Marie Antoinette","The Iron Lady","A Beautiful Day in the Neighborhood","On The Basis of Sex","Amadeus","Tolkien","White / Caucasian",62,1,1
1,1,0,1,1,0,1,1,"Man",0,"A Beautiful Day in the Neighborhood","Hitchcock","Tolkien","Oppenheimer","The Aviator","Capote","On The Basis of Sex","Asian / Pacific Islander",37,1,0
0,1,1,1,1,0,1,0,"Woman",1,"W. A Life Misunderstood","On The Basis of Sex","Jobs","The Darkest Hour","Lincoln","Amadeus","Judy","White / Caucasian",78,0,1
1,1,1,0,1,1,0,1,"Woman",1,"Coco Before Chanel","A Beautiful Day in the Neighborhood","Jobs","Capote","Nixon","The Darkest Hour","Marie Antoinette","White / Caucasian",41,0,1
1,0,1,1,0,0,1,0,"Man",1,"Hitchcock","Braveheart","Nixon","Moneyball","Judy","Chaplin","Jobs","White / Caucasian",34,1,1
0,1,1,1,0,0,0,0,"Woman",0,"Hitchcock","JFK","The Aviator","Jobs","Braveheart","Chaplin","Amadeus","Hispanic / Latinx",35,0,0
0,1,1,1,0,1,1,1,"Man",2,"A Beautiful Day in the Neighborhood","Jobs","Amadeus","The Aviator","Coco Before Chanel","Marie Antoinette","Lincoln","White / Caucasian",33,1,1
1,1,0,1,0,0,1,1,"Man",1,"Lincoln","The Imitation Game","Amadeus","Oppenheimer","The Iron Lady","Braveheart","The Darkest Hour","White / Caucasian",45,1,1
1,1,1,0,1,1,0,1,"Man",0,"Oppenheimer","The Darkest Hour","Braveheart","Jobs","Amadeus","Tolkien","Marie Antoinette","White / Caucasian",30,1,1
0,1,1,1,0,0,1,0,"Man",2,"Amadeus","Lincoln","A Beautiful Mind","The Iron Lady","On The Basis of Sex","JFK","Jobs","White / Caucasian",47,1,1
1,1,1,0,0,0,1,1,"Man",1,"The Aviator","Oppenheimer","Marie Antoinette","Lincoln","Amadeus","Braveheart","The Darkest Hour","White / Caucasian",74,1,1
1,1,0,1,0,0,1,1,"Man",2,"Braveheart","Lincoln","JFK","On The Basis of Sex","Judy","Tolkien","The Darkest Hour","White / Caucasian",50,1,1
1,0,1,1,1,0,1,1,"Woman",2,"Oppenheimer","A Beautiful Day in the Neighborhood","Hitchcock","The Iron Lady","Judy","JFK","On The Basis of Sex","White / Caucasian",48,0,1
1,1,1,0,0,1,0,1,"Man",0,"A Beautiful Day in the Neighborhood","The Aviator","Oppenheimer","Lincoln","Capote","J. Edgar","JFK","White / Caucasian",35,1,1
1,1,1,0,1,0,0,0,"Woman",2,"The Iron Lady","On The Basis of Sex","Lincoln","Oppenheimer","Jobs","The Imitation Game","Coco Before Chanel","Black or African American",52,0,0
1,1,1,0,1,1,0,1,"Woman",0,"Tolkien","The Darkest Hour","Nixon","W. A Life Misunderstood","Jobs","Hitchcock","Marie Antoinette","White / Caucasian",23,0,1
0,1,1,1,0,1,1,0,"Woman",2,"Lincoln","Nixon","Jobs","Coco Before Chanel","Judy","A Beautiful Day in the Neighborhood","Oppenheimer","Black or African American",26,0,0
1,1,1,0,1,0,1,0,"Man",2,"Jobs","The Aviator","Coco Before Chanel","Lincoln","Marie Antoinette","Amadeus","Judy","White / Caucasian",40,1,1
0,1,1,1,0,0,1,1,"Man",0,"Oppenheimer","Hitchcock","Chaplin","A Beautiful Day in the Neighborhood","Moneyball","The Aviator","The Darkest Hour","White / Caucasian",37,1,1
0,1,1,1,0,0,1,1,"Man",1,"Lincoln","The Iron Lady","Tolkien","Hitchcock","A Beautiful Day in the Neighborhood","The Darkest Hour","J. Edgar","White / Caucasian",47,1,1
0,1,1,1,0,0,1,0,"Woman",1,"The Imitation Game","Moneyball","Braveheart","On The Basis of Sex","Oppenheimer","A Beautiful Day in the Neighborhood","Jobs","White / Caucasian",34,0,1
1,1,0,1,0,1,1,1,"Man",1,"A Beautiful Day in the Neighborhood","Oppenheimer","Jobs","Tolkien","On The Basis of Sex","Hitchcock","Lincoln","White / Caucasian",63,1,1
0,1,1,1,0,0,1,0,"Woman",1,"The Darkest Hour","Braveheart","On The Basis of Sex","Lincoln","Oppenheimer","A Beautiful Mind","A Beautiful Day in the Neighborhood","White / Caucasian",35,0,1
0,1,1,1,0,0,1,0,"Woman",0,"A Beautiful Mind","Tolkien","Amadeus","The Imitation Game","Oppenheimer","Lincoln","Jobs","Hispanic / Latinx",28,0,0
1,1,1,0,1,0,1,1,"Man",1,"The Imitation Game","Lincoln","Hitchcock","Amadeus","A Beautiful Day in the Neighborhood","Judy","The Iron Lady","White / Caucasian",55,1,1
0,1,1,1,0,0,1,0,"Man",0,"JFK","Moneyball","Oppenheimer","Capote","The Darkest Hour","Chaplin","The Imitation Game","Hispanic / Latinx",43,1,0
1,1,1,0,0,1,1,0,"Woman",0,"Lincoln","Braveheart","Chaplin","Jobs","The Aviator","J. Edgar","Oppenheimer","White / Caucasian",35,0,1
1,1,0,1,0,0,0,0,"Man",0,"Oppenheimer","The Imitation Game","Tolkien","Chaplin","Hitchcock","Jobs","The Doors","Hispanic / Latinx",29,1,0
1,1,1,0,1,0,0,0,"Woman",0,"A Beautiful Day in the Neighborhood","Amadeus","Oppenheimer","The Imitation Game","Braveheart","Jobs","Coco Before Chanel","White / Caucasian",69,0,1
1,1,1,0,1,0,1,1,"Man",1,"Jobs","Lincoln","The Doors","Tolkien","The Iron Lady","The Aviator","On The Basis of Sex","Black or African American",32,1,0
1,1,1,0,1,1,0,1,"Man",0,"Tolkien","The Imitation Game","Capote","Chaplin","Braveheart","Oppenheimer","Marie Antoinette","White / Caucasian",56,1,1
1,0,1,1,1,0,0,0,"Woman",0,"The Aviator","Lincoln","Moneyball","Braveheart","W. A Life Misunderstood","A Beautiful Mind","Coco Before Chanel","White / Caucasian",40,0,1
0,1,1,1,0,0,1,1,"Man",3,"Judy","On The Basis of Sex","Coco Before Chanel","The Aviator","Jobs","Hitchcock","The Darkest Hour","Black or African American",38,1,0
0,1,1,1,1,1,0,1,"Man",1,"Oppenheimer","A Beautiful Mind","On The Basis of Sex","Chaplin","J. Edgar","The Darkest Hour","Marie Antoinette","White / Caucasian",36,1,1
1,1,1,0,0,1,1,1,"Woman",2,"Oppenheimer","Marie Antoinette","Amadeus","On The Basis of Sex","A Beautiful Day in the Neighborhood","The Doors","Lincoln","White / Caucasian",47,0,1
1,1,1,0,1,0,0,0,"Woman",0,"Lincoln","J. Edgar","The Aviator","W. A Life Misunderstood","The Darkest Hour","Nixon","Coco Before Chanel","Black or African American",48,0,0
0,1,1,1,0,1,0,0,"Woman",1,"Jobs","Braveheart","The Iron Lady","W. A Life Misunderstood","Chaplin","Oppenheimer","A Beautiful Mind","Black or African American",37,0,0
1,0,1,1,1,0,1,1,"Woman",0,"The Doors","Jobs","Oppenheimer","JFK","Amadeus","Braveheart","On The Basis of Sex","White / Caucasian",25,0,1
1,1,1,0,0,1,1,0,"Man",0,"Moneyball","Amadeus","Lincoln","The Imitation Game","Jobs","Braveheart","Oppenheimer","Black or African American",26,1,0
0,1,1,1,0,1,0,0,"Man",1,"A Beautiful Day in the Neighborhood","On The Basis of Sex","Amadeus","Jobs","Braveheart","The Imitation Game","A Beautiful Mind","White / Caucasian",37,1,1
1,1,0,1,1,0,1,0,"Woman",0,"Moneyball","The Imitation Game","Amadeus","Hitchcock","The Darkest Hour","A Beautiful Day in the Neighborhood","Judy","White / Caucasian",32,0,1
