"race_feedback","budget_shown","year_shown","duration_shown","race_pick","budget_pick","year_pick","duration_pick","gender","base_race","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","choice-8","race","age","gender_code","race_code","num_excluded_total"
1,0,1,1,0,0,1,1,"Woman",1,"Selma","The Imitation Game","A Beautiful Day in the Neighborhood","Ali","Coco Before Chanel","On The Basis of Sex","Walk the Line","J. Edgar","White / Caucasian",56,0,1,138
1,0,1,1,0,0,1,0,"Woman",1,"LBJ","On The Basis of Sex","Harriet","The Greatest Showman","A Beautiful Day in the Neighborhood","The Aviator","Selma","The Founder","Black or African American",49,0,0,138
1,0,1,1,0,1,1,1,"Woman",3,"42","Ali","Harriet","Jobs","Selma","On The Basis of Sex","A Beautiful Day in the Neighborhood","Rocketman","Black or African American",40,0,0,138
0,1,1,1,0,0,0,1,"Woman",2,"Oppenheimer","Harriet","The Imitation Game","42","Walk the Line","The King's Speech","A Beautiful Mind","Selma","White / Caucasian",48,0,1,138
1,1,1,0,0,0,0,1,"Woman",1,"Braveheart","The King's Speech","Moneyball","Harriet","W. A Life Misunderstood","Hitchcock","Oppenheimer","The Doors","Hispanic / Latinx",32,0,0,138
1,1,0,1,0,0,1,0,"Woman",0,"Braveheart","The Aviator","Selma","A Beautiful Mind","Tolkien","The Doors","Walk the Line","The Imitation Game","White / Caucasian",62,0,1,138
0,1,1,1,0,0,1,1,"Woman",0,"The Doors","Rocketman","The Aviator","The Founder","A Beautiful Day in the Neighborhood","Coco Before Chanel","Chaplin","J. Edgar","White / Caucasian",30,0,1,138
0,1,1,1,0,0,0,0,"Woman",1,"The Founder","Hitchcock","Walk the Line","The Greatest Showman","A Beautiful Day in the Neighborhood","Selma","Harriet","Coco Before Chanel","White / Caucasian",41,0,1,138
1,1,1,0,0,0,1,1,"Man",2,"J. Edgar","42","The Imitation Game","The King's Speech","A Beautiful Day in the Neighborhood","Braveheart","Ali","Jobs","White / Caucasian",43,1,1,138
1,1,0,1,0,0,1,0,"Woman",2,"42","On The Basis of Sex","The Founder","The Imitation Game","Oppenheimer","Selma","Harriet","LBJ","White / Caucasian",53,0,1,138
1,0,1,1,1,1,0,1,"Woman",2,"Harriet","J. Edgar","Selma","The Greatest Showman","42","Jobs","Rocketman","Ali","White / Caucasian",35,0,1,138
0,1,1,1,0,0,1,0,"Woman",0,"Walk the Line","The Doors","Chaplin","The King's Speech","Rocketman","Hitchcock","Coco Before Chanel","Tolkien","White / Caucasian",60,0,1,138
1,1,1,0,1,1,0,1,"Man",0,"Moneyball","The Aviator","A Beautiful Day in the Neighborhood","Oppenheimer","Jobs","Nixon","The Founder","Ali","White / Caucasian",23,1,1,138
0,1,1,1,1,0,0,1,"Man",2,"Harriet","Selma","On The Basis of Sex","Ali","Capote","Rocketman","Coco Before Chanel","42","White / Caucasian",66,1,1,138
0,1,1,1,0,0,1,0,"Man",0,"Braveheart","Coco Before Chanel","Nixon","A Beautiful Mind","A Beautiful Day in the Neighborhood","Patton","Selma","Chappaquiddick","Hispanic / Latinx",51,1,0,138
0,1,1,1,1,1,0,1,"Woman",1,"Jobs","Moneyball","Oppenheimer","Harriet","On The Basis of Sex","Coco Before Chanel","The Greatest Showman","Ali","White / Caucasian",23,0,1,138
1,1,0,1,0,0,1,0,"Man",2,"Hitchcock","Moneyball","Rocketman","Harriet","On The Basis of Sex","42","A Beautiful Day in the Neighborhood","The Imitation Game","White / Caucasian",43,1,1,138
0,1,1,1,0,0,1,0,"Woman",1,"Tolkien","Harriet","A Beautiful Day in the Neighborhood","The Greatest Showman","Coco Before Chanel","A Beautiful Mind","Walk the Line","Hitchcock","White / Caucasian",52,0,1,138
1,1,1,0,0,0,1,0,"Man",3,"The Doors","Selma","Tolkien","Harriet","Walk the Line","Ali","42","A Beautiful Day in the Neighborhood","White / Caucasian",73,1,1,138
0,1,1,1,0,0,1,1,"Woman",0,"The Imitation Game","LBJ","The Founder","The Doors","Rocketman","Oppenheimer","Chappaquiddick","J. Edgar","White / Caucasian",36,0,1,138
1,1,1,0,1,0,1,1,"Man",2,"Ali","Patton","The Aviator","J. Edgar","42","A Beautiful Day in the Neighborhood","The King's Speech","Harriet","Black or African American",34,1,0,138
0,1,1,1,0,1,1,1,"Man",2,"A Beautiful Day in the Neighborhood","Tolkien","On The Basis of Sex","Harriet","Selma","The Aviator","42","Walk the Line","White / Caucasian",44,1,1,138
0,1,1,1,0,1,0,1,"Woman",2,"On The Basis of Sex","The King's Speech","Jobs","A Beautiful Mind","Ali","Harriet","A Beautiful Day in the Neighborhood","The Aviator","White / Caucasian",43,0,1,138
1,0,1,1,0,0,1,0,"Woman",1,"On The Basis of Sex","Capote","Rocketman","The King's Speech","A Beautiful Day in the Neighborhood","Selma","Harriet","LBJ","White / Caucasian",77,0,1,138
1,1,1,0,0,0,1,0,"Man",0,"The King's Speech","Oppenheimer","A Beautiful Mind","Braveheart","Walk the Line","Capote","The Aviator","The Imitation Game","White / Caucasian",36,1,1,138
0,1,1,1,0,1,0,0,"Woman",1,"A Beautiful Day in the Neighborhood","Braveheart","Walk the Line","Harriet","The Imitation Game","Patton","Capote","The King's Speech","White / Caucasian",44,0,1,138
1,1,1,0,0,1,1,1,"Man",0,"Tolkien","Nixon","Walk the Line","The Founder","LBJ","On The Basis of Sex","The Doors","Oppenheimer","White / Caucasian",30,1,1,138
0,1,1,1,0,0,0,1,"Man",0,"The Imitation Game","Oppenheimer","Chaplin","Selma","LBJ","The Founder","Nixon","Patton","Asian / Pacific Islander",57,1,0,138
0,1,1,1,0,0,0,0,"Woman",2,"On The Basis of Sex","42","A Beautiful Day in the Neighborhood","Harriet","The Imitation Game","Tolkien","Oppenheimer","Capote","White / Caucasian",55,0,1,138
1,1,0,1,0,0,1,1,"Woman",0,"Jobs","Tolkien","The Imitation Game","Walk the Line","Oppenheimer","Rocketman","The Founder","On The Basis of Sex","Hispanic / Latinx",61,0,0,138
0,1,1,1,0,1,1,1,"Woman",2,"Ali","Moneyball","The Imitation Game","Jobs","Selma","42","Braveheart","Walk the Line","White / Caucasian",33,0,1,138
0,1,1,1,1,0,1,1,"Woman",2,"Oppenheimer","42","Coco Before Chanel","Ali","The Founder","Jobs","Selma","Harriet","Black or African American",29,0,0,138
1,0,1,1,1,0,1,1,"Woman",0,"On The Basis of Sex","Walk the Line","Braveheart","The Founder","A Beautiful Mind","A Beautiful Day in the Neighborhood","The Greatest Showman","Harriet","White / Caucasian",42,0,1,138
1,1,1,0,0,0,0,1,"Woman",0,"Chaplin","Selma","J. Edgar","The Aviator","Oppenheimer","The Doors","Jobs","Nixon","Black or African American",48,0,0,138
0,1,1,1,0,0,0,0,"Woman",0,"Rocketman","Oppenheimer","W. A Life Misunderstood","LBJ","Patton","On The Basis of Sex","Hitchcock","Capote","White / Caucasian",61,0,1,138
0,1,1,1,0,0,0,1,"Woman",1,"On The Basis of Sex","A Beautiful Day in the Neighborhood","The Imitation Game","Harriet","Oppenheimer","The King's Speech","Capote","The Doors","White / Caucasian",37,0,1,138
1,1,1,0,0,0,0,1,"Woman",1,"The Imitation Game","On The Basis of Sex","Capote","A Beautiful Day in the Neighborhood","Tolkien","Harriet","The King's Speech","Selma","White / Caucasian",31,0,1,138
1,1,1,0,1,0,0,1,"Woman",2,"The Aviator","Oppenheimer","Ali","Harriet","The Imitation Game","Hitchcock","A Beautiful Day in the Neighborhood","42","White / Caucasian",74,0,1,138
1,1,1,0,0,0,0,1,"Man",2,"Braveheart","Moneyball","42","Hitchcock","The Aviator","Ali","Nixon","Chaplin","White / Caucasian",41,1,1,138
0,1,1,1,0,0,1,0,"Man",0,"Coco Before Chanel","Moneyball","Oppenheimer","The Greatest Showman","The King's Speech","Walk the Line","Braveheart","A Beautiful Day in the Neighborhood","White / Caucasian",30,1,1,138
0,1,1,1,1,0,0,1,"Woman",1,"Harriet","Walk the Line","Selma","On The Basis of Sex","Coco Before Chanel","Capote","The King's Speech","42","White / Caucasian",24,0,1,138
1,1,0,1,0,0,0,1,"Woman",1,"Tolkien","Rocketman","Walk the Line","42","Selma","On The Basis of Sex","A Beautiful Day in the Neighborhood","The Doors","White / Caucasian",59,0,1,138
0,1,1,1,0,1,1,0,"Man",2,"Walk the Line","The Doors","A Beautiful Day in the Neighborhood","Rocketman","Ali","42","Tolkien","The Greatest Showman","White / Caucasian",40,1,1,138
1,1,0,1,0,1,1,1,"Non-binary",2,"42","Hitchcock","Capote","Oppenheimer","J. Edgar","The Aviator","Harriet","Rocketman","White / Caucasian",43,0,1,138
0,1,1,1,0,1,1,0,"Man",1,"Braveheart","Ali","The Founder","Walk the Line","Oppenheimer","A Beautiful Day in the Neighborhood","Chaplin","The Greatest Showman","Hispanic / Latinx",32,1,0,138
0,1,1,1,0,1,0,1,"Woman",1,"The King's Speech","Moneyball","Hitchcock","Chappaquiddick","On The Basis of Sex","The Founder","42","A Beautiful Mind","White / Caucasian",27,0,1,138
0,1,1,1,0,0,0,1,"Man",2,"Patton","Capote","Hitchcock","Ali","A Beautiful Day in the Neighborhood","Walk the Line","42","Chaplin","White / Caucasian",47,1,1,138
0,1,1,1,0,1,0,1,"Man",1,"Hitchcock","Moneyball","Ali","J. Edgar","The Aviator","The Doors","Tolkien","A Beautiful Mind","White / Caucasian",30,1,1,138
0,1,1,1,0,0,0,1,"Man",1,"The King's Speech","A Beautiful Mind","J. Edgar","Moneyball","LBJ","Jobs","42","Patton","White / Caucasian",20,1,1,138
0,1,1,1,0,1,1,1,"Man",1,"Tolkien","The Greatest Showman","Rocketman","On The Basis of Sex","Braveheart","Ali","The King's Speech","Walk the Line","White / Caucasian",37,1,1,138
0,1,1,1,0,1,1,1,"Man",2,"The King's Speech","42","Braveheart","Tolkien","Harriet","Patton","The Imitation Game","Walk the Line","White / Caucasian",73,1,1,138
1,0,1,1,0,0,1,0,"Man",2,"42","The Aviator","Chaplin","The King's Speech","Harriet","Selma","Walk the Line","A Beautiful Day in the Neighborhood","White / Caucasian",35,1,1,138
1,1,0,1,0,1,1,1,"Woman",2,"A Beautiful Day in the Neighborhood","42","On The Basis of Sex","Moneyball","Harriet","Selma","The Greatest Showman","Oppenheimer","White / Caucasian",51,0,1,138
0,1,1,1,0,0,1,0,"Man",1,"Walk the Line","The Doors","Coco Before Chanel","Ali","Hitchcock","The Imitation Game","Oppenheimer","The Founder","White / Caucasian",35,1,1,138
1,1,0,1,0,0,0,0,"Man",1,"Hitchcock","J. Edgar","Oppenheimer","Ali","A Beautiful Day in the Neighborhood","Walk the Line","The Imitation Game","Capote","White / Caucasian",31,1,1,138
1,1,0,1,1,0,0,1,"Woman",1,"Jobs","Walk the Line","The Greatest Showman","Ali","Rocketman","The Aviator","Oppenheimer","42","White / Caucasian",53,0,1,138
0,1,1,1,0,1,1,1,"Woman",0,"Chaplin","The Imitation Game","Rocketman","The King's Speech","The Greatest Showman","Oppenheimer","A Beautiful Day in the Neighborhood","Walk the Line","White / Caucasian",57,0,1,138
1,0,1,1,0,0,0,1,"Man",1,"The Aviator","Tolkien","Walk the Line","Harriet","The Doors","W. A Life Misunderstood","Jobs","Nixon","Hispanic / Latinx",25,1,0,138
1,1,1,0,0,1,1,1,"Man",0,"The Aviator","The Imitation Game","Jobs","Nixon","Hitchcock","The Founder","A Beautiful Mind","Oppenheimer","White / Caucasian",29,1,1,138
0,1,1,1,0,0,1,0,"Man",1,"The Founder","Jobs","Moneyball","Braveheart","A Beautiful Mind","Ali","The Aviator","A Beautiful Day in the Neighborhood","White / Caucasian",41,1,1,138
0,1,1,1,0,1,1,1,"Woman",3,"Selma","Harriet","The Aviator","42","Ali","Rocketman","Coco Before Chanel","Moneyball","Black or African American",55,0,0,138
1,0,1,1,1,0,0,1,"Woman",1,"Capote","Coco Before Chanel","Nixon","On The Basis of Sex","The Founder","Harriet","Tolkien","42","White / Caucasian",33,0,1,138
0,1,1,1,0,0,0,1,"Non-binary",1,"On The Basis of Sex","A Beautiful Day in the Neighborhood","A Beautiful Mind","Selma","LBJ","Walk the Line","Ali","Chaplin","White / Caucasian",55,0,1,138
0,1,1,1,0,0,1,0,"Woman",2,"Selma","Harriet","Oppenheimer","Jobs","J. Edgar","Ali","On The Basis of Sex","The Imitation Game","White / Caucasian",26,0,1,138
1,1,0,1,1,0,1,1,"Man",0,"Rocketman","Braveheart","A Beautiful Day in the Neighborhood","Oppenheimer","Moneyball","The Imitation Game","Selma","Harriet","White / Caucasian",51,1,1,138
0,1,1,1,0,1,0,1,"Man",1,"A Beautiful Day in the Neighborhood","The Founder","Capote","Ali","Oppenheimer","Moneyball","Braveheart","The Aviator","White / Caucasian",38,1,1,138
1,1,0,1,1,0,1,1,"Man",2,"Ali","On The Basis of Sex","Oppenheimer","Selma","A Beautiful Day in the Neighborhood","42","Patton","Harriet","White / Caucasian",64,1,1,138
0,1,1,1,0,0,1,0,"Woman",0,"The Founder","Coco Before Chanel","Chaplin","Moneyball","On The Basis of Sex","Hitchcock","The Imitation Game","A Beautiful Day in the Neighborhood","White / Caucasian",43,0,1,138
0,1,1,1,0,1,1,1,"Woman",1,"Coco Before Chanel","Oppenheimer","The Greatest Showman","Tolkien","A Beautiful Day in the Neighborhood","The Aviator","Harriet","Moneyball","White / Caucasian",28,0,1,138
0,1,1,1,0,1,1,1,"Man",1,"The Founder","The Aviator","LBJ","Chappaquiddick","The Doors","Rocketman","Harriet","Walk the Line","White / Caucasian",35,1,1,138
1,1,0,1,0,0,1,0,"Woman",1,"Selma","Tolkien","Rocketman","Jobs","A Beautiful Day in the Neighborhood","42","The King's Speech","The Founder","White / Caucasian",56,0,1,138
0,1,1,1,0,0,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","Coco Before Chanel","Tolkien","Jobs","Walk the Line","Ali","42","Selma","White / Caucasian",48,0,1,138
1,1,1,0,1,1,0,1,"Woman",0,"Jobs","The Founder","The Imitation Game","Coco Before Chanel","Oppenheimer","J. Edgar","Chaplin","Ali","Black or African American",41,0,0,138
1,1,0,1,1,0,0,1,"Man",1,"The King's Speech","Walk the Line","Ali","The Doors","Braveheart","Moneyball","A Beautiful Mind","42","Asian / Pacific Islander",44,1,0,138
0,1,1,1,1,0,1,1,"Woman",1,"Rocketman","Selma","A Beautiful Day in the Neighborhood","Moneyball","On The Basis of Sex","Ali","Braveheart","Harriet","Asian / Pacific Islander",34,0,0,138
1,1,1,0,0,1,1,1,"Woman",2,"The Greatest Showman","Patton","Selma","The Imitation Game","Tolkien","Harriet","42","Rocketman","White / Caucasian",52,0,1,138
1,0,1,1,0,0,1,1,"Woman",2,"Rocketman","Oppenheimer","The Aviator","The King's Speech","Harriet","Chaplin","Ali","J. Edgar","White / Caucasian",40,0,1,138
1,0,1,1,0,0,1,0,"Non-binary",1,"Chaplin","Rocketman","On The Basis of Sex","Harriet","A Beautiful Day in the Neighborhood","Capote","Oppenheimer","Tolkien","White / Caucasian",57,0,1,138
0,1,1,1,0,1,0,0,"Woman",0,"Capote","On The Basis of Sex","Hitchcock","The Doors","Rocketman","The Aviator","J. Edgar","The King's Speech","White / Caucasian",68,0,1,138
0,1,1,1,1,0,0,1,"Man",1,"Ali","The Founder","Braveheart","The King's Speech","W. A Life Misunderstood","Selma","LBJ","42","White / Caucasian",46,1,1,138
1,1,0,1,0,1,1,1,"Woman",0,"A Beautiful Day in the Neighborhood","The Imitation Game","Coco Before Chanel","On The Basis of Sex","Selma","Jobs","Patton","Oppenheimer","White / Caucasian",29,0,1,138
1,1,0,1,0,0,1,1,"Man",1,"Selma","The Greatest Showman","Chappaquiddick","Harriet","The Founder","Rocketman","On The Basis of Sex","Jobs","White / Caucasian",59,1,1,138
0,1,1,1,0,1,1,1,"Woman",2,"Harriet","A Beautiful Day in the Neighborhood","The Founder","Coco Before Chanel","The Aviator","Ali","Tolkien","Walk the Line","Asian / Pacific Islander",29,0,0,138
1,1,0,1,0,0,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","Jobs","On The Basis of Sex","Ali","Coco Before Chanel","Harriet","Walk the Line","Selma","White / Caucasian",39,0,1,138
0,1,1,1,0,0,1,0,"Woman",2,"Harriet","The Greatest Showman","J. Edgar","Jobs","42","Selma","The Aviator","The Imitation Game","White / Caucasian",35,0,1,138
0,1,1,1,0,1,1,0,"Man",0,"Braveheart","The Aviator","Tolkien","Patton","Hitchcock","Chaplin","A Beautiful Day in the Neighborhood","The Greatest Showman","White / Caucasian",48,1,1,138
0,1,1,1,0,1,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","The Imitation Game","42","On The Basis of Sex","Oppenheimer","Rocketman","Harriet","The Aviator","White / Caucasian",20,0,1,138
1,1,0,1,0,0,1,0,"Woman",2,"Harriet","Walk the Line","The Founder","The Doors","Ali","Chaplin","On The Basis of Sex","The Imitation Game","White / Caucasian",69,0,1,138
0,1,1,1,0,0,1,1,"Man",2,"Braveheart","Tolkien","42","LBJ","The Imitation Game","Ali","The Greatest Showman","On The Basis of Sex","Asian / Pacific Islander",24,1,0,138
0,1,1,1,1,1,0,1,"Man",1,"Selma","Walk the Line","Harriet","A Beautiful Day in the Neighborhood","Chaplin","Rocketman","A Beautiful Mind","Ali","White / Caucasian",51,1,1,138
0,1,1,1,1,0,0,1,"Man",1,"Hitchcock","The Imitation Game","Chaplin","A Beautiful Day in the Neighborhood","Tolkien","Harriet","Chappaquiddick","42","White / Caucasian",35,1,1,138
1,1,1,0,0,0,1,1,"Woman",1,"The Imitation Game","The Founder","On The Basis of Sex","42","Jobs","Walk the Line","W. A Life Misunderstood","J. Edgar","Hispanic / Latinx",57,0,0,138
1,0,1,1,0,0,0,0,"Man",0,NA,NA,NA,NA,NA,NA,NA,"Capote","Hispanic / Latinx",32,1,0,138
1,1,0,1,0,0,0,1,"Woman",1,"Oppenheimer","Rocketman","Walk the Line","J. Edgar","Capote","The King's Speech","42","Selma","Asian / Pacific Islander",34,0,0,138
1,1,1,0,0,0,1,0,"Man",2,"Ali","The Aviator","Braveheart","Tolkien","A Beautiful Mind","Patton","Harriet","The Founder","White / Caucasian",36,1,1,138
1,1,0,1,0,1,0,0,"Man",1,"Braveheart","Ali","The Founder","Chaplin","The Doors","Jobs","Capote","The King's Speech","White / Caucasian",37,1,1,138
0,1,1,1,0,0,0,0,"Woman",1,"A Beautiful Day in the Neighborhood","On The Basis of Sex","The Imitation Game","42","Oppenheimer","The Greatest Showman","The King's Speech","Coco Before Chanel","White / Caucasian",70,0,1,138
1,1,1,0,0,1,1,1,"Man",0,"The Imitation Game","Patton","The Founder","Oppenheimer","The Aviator","LBJ","Coco Before Chanel","Walk the Line","White / Caucasian",70,1,1,138
1,1,0,1,0,0,1,0,"Man",0,"Moneyball","The King's Speech","Braveheart","W. A Life Misunderstood","Walk the Line","Oppenheimer","Capote","A Beautiful Day in the Neighborhood","White / Caucasian",34,1,1,138
0,1,1,1,0,0,1,1,"Man",3,"Ali","LBJ","The Imitation Game","Harriet","A Beautiful Mind","42","A Beautiful Day in the Neighborhood","On The Basis of Sex","Black or African American",68,1,0,138
1,0,1,1,0,0,1,0,"Woman",1,"Harriet","Oppenheimer","A Beautiful Day in the Neighborhood","The Aviator","The Greatest Showman","On The Basis of Sex","Rocketman","Tolkien","Black or African American",33,0,0,138
0,1,1,1,1,1,0,1,"Man",0,"Jobs","The Founder","Coco Before Chanel","Tolkien","Rocketman","The Doors","Oppenheimer","Ali","Asian / Pacific Islander",32,1,0,138
1,1,0,1,0,1,0,0,"Woman",0,"A Beautiful Day in the Neighborhood","A Beautiful Mind","The Imitation Game","Rocketman","Walk the Line","Jobs","Chappaquiddick","The King's Speech","White / Caucasian",60,0,1,138
0,1,1,1,0,0,0,1,"Man",1,"42","Coco Before Chanel","On The Basis of Sex","Rocketman","Jobs","A Beautiful Day in the Neighborhood","Chaplin","The Doors","Black or African American",38,1,0,138
1,0,1,1,0,0,1,0,"Woman",2,"Hitchcock","Ali","Harriet","The Aviator","A Beautiful Mind","Walk the Line","Tolkien","The Founder","White / Caucasian",66,0,1,138
0,1,1,1,0,0,1,1,"Man",0,"Hitchcock","The Aviator","Moneyball","Walk the Line","The Founder","The Doors","Braveheart","Jobs","White / Caucasian",72,1,1,138
0,1,1,1,0,1,1,1,"Woman",3,"The Founder","Coco Before Chanel","A Beautiful Mind","The Greatest Showman","Ali","Harriet","42","Oppenheimer","White / Caucasian",43,0,1,138
1,1,1,0,0,1,1,1,"Woman",2,"The Imitation Game","A Beautiful Mind","Harriet","Selma","Oppenheimer","Jobs","Ali","Rocketman","White / Caucasian",29,0,1,138
1,1,1,0,0,0,0,1,"Woman",2,"On The Basis of Sex","The Greatest Showman","Ali","Braveheart","The King's Speech","Harriet","Rocketman","Selma","White / Caucasian",36,0,1,138
1,0,1,1,1,1,0,1,"Man",0,"Rocketman","Nixon","LBJ","The King's Speech","Capote","W. A Life Misunderstood","The Founder","Ali","White / Caucasian",22,1,1,138
1,0,1,1,1,1,0,1,"Woman",1,"The Imitation Game","On The Basis of Sex","Tolkien","A Beautiful Day in the Neighborhood","Harriet","Selma","The Greatest Showman","Ali","White / Caucasian",40,0,1,138
1,1,0,1,1,0,0,1,"Woman",1,"Coco Before Chanel","The Greatest Showman","Rocketman","J. Edgar","On The Basis of Sex","Harriet","The Aviator","42","White / Caucasian",30,0,1,138
0,1,1,1,0,0,1,0,"Man",3,"Harriet","42","Selma","Ali","On The Basis of Sex","The Founder","Rocketman","LBJ","Black or African American",32,1,0,138
0,1,1,1,0,1,0,1,"Man",3,"A Beautiful Day in the Neighborhood","42","Selma","Chaplin","Ali","Tolkien","Harriet","A Beautiful Mind","Black or African American",48,1,0,138
0,1,1,1,1,0,1,1,"Woman",0,"On The Basis of Sex","A Beautiful Day in the Neighborhood","The King's Speech","Oppenheimer","A Beautiful Mind","Patton","The Imitation Game","Harriet","White / Caucasian",44,0,1,138
0,1,1,1,0,1,1,1,"Man",2,"42","Ali","Selma","Patton","A Beautiful Mind","The Imitation Game","The King's Speech","Oppenheimer","White / Caucasian",77,1,1,138
1,0,1,1,0,0,1,1,"Man",3,"Rocketman","Oppenheimer","42","A Beautiful Day in the Neighborhood","Patton","Ali","Harriet","J. Edgar","Black or African American",32,1,0,138
1,0,1,1,0,1,1,0,"Woman",3,"Patton","On The Basis of Sex","Harriet","The Founder","42","Ali","Jobs","The Greatest Showman","White / Caucasian",42,0,1,138
1,1,1,0,0,0,0,1,"Man",1,"Oppenheimer","Walk the Line","Patton","Jobs","Rocketman","The Greatest Showman","Ali","W. A Life Misunderstood","White / Caucasian",33,1,1,138
0,1,1,1,0,0,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","Rocketman","Chaplin","Coco Before Chanel","Patton","Hitchcock","Harriet","The Imitation Game","White / Caucasian",61,0,1,138
1,1,1,0,1,0,1,1,"Woman",1,"Chaplin","The Imitation Game","On The Basis of Sex","Oppenheimer","The Founder","The King's Speech","42","Harriet","Asian / Pacific Islander",33,0,0,138
1,1,1,0,0,1,1,1,"Man",1,"Braveheart","Ali","Nixon","Chaplin","A Beautiful Day in the Neighborhood","Oppenheimer","Walk the Line","Moneyball","Asian / Pacific Islander",36,1,0,138
0,1,1,1,1,0,1,1,"Man",1,"A Beautiful Day in the Neighborhood","Hitchcock","The Imitation Game","42","Chaplin","Jobs","The Founder","Harriet","White / Caucasian",61,1,1,138
1,1,0,1,1,1,0,1,"Woman",0,"Selma","Braveheart","On The Basis of Sex","Nixon","A Beautiful Day in the Neighborhood","Rocketman","The Founder","Ali","American Indian or Alaskan Native",41,0,0,138
1,1,1,0,1,0,1,1,"Man",1,"Walk the Line","Tolkien","Oppenheimer","Jobs","Selma","Rocketman","Ali","Harriet","White / Caucasian",32,1,1,138
0,1,1,1,0,1,0,1,"Woman",1,"On The Basis of Sex","Oppenheimer","Ali","A Beautiful Day in the Neighborhood","Chaplin","Selma","Capote","A Beautiful Mind","White / Caucasian",70,0,1,138
0,1,1,1,1,0,1,1,"Man",1,"A Beautiful Mind","The Aviator","Oppenheimer","The Founder","Braveheart","On The Basis of Sex","Ali","Harriet","White / Caucasian",55,1,1,138
1,0,1,1,0,0,1,0,"Man",0,"Patton","The Greatest Showman","The Doors","A Beautiful Day in the Neighborhood","Braveheart","Oppenheimer","Selma","Chappaquiddick","White / Caucasian",50,1,1,138
1,1,0,1,1,0,1,1,"Man",2,"Rocketman","Selma","Walk the Line","The Greatest Showman","The Founder","Ali","42","Harriet","White / Caucasian",25,1,1,138
0,1,1,1,0,1,1,0,"Woman",1,"Tolkien","A Beautiful Mind","Chaplin","Jobs","Ali","The Imitation Game","The Aviator","The Greatest Showman","Asian / Pacific Islander",31,0,0,138
1,0,1,1,0,1,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","Rocketman","Walk the Line","Oppenheimer","Ali","Jobs","W. A Life Misunderstood","The Greatest Showman","White / Caucasian",25,0,1,138
1,1,1,0,0,1,1,0,"Woman",0,"J. Edgar","Oppenheimer","The Doors","Jobs","Rocketman","Walk the Line","Coco Before Chanel","The Greatest Showman","White / Caucasian",50,0,1,138
0,1,1,1,0,1,1,1,"Man",2,"42","Selma","Jobs","Patton","Ali","The Founder","Braveheart","Moneyball","White / Caucasian",39,1,1,138
1,1,0,1,1,0,0,1,"Man",1,"W. A Life Misunderstood","Walk the Line","Selma","Patton","Oppenheimer","Harriet","Jobs","42","White / Caucasian",33,1,1,138
1,0,1,1,0,1,0,1,"Man",3,"A Beautiful Day in the Neighborhood","42","Harriet","Rocketman","Ali","Moneyball","Selma","Braveheart","Hispanic / Latinx",28,1,0,138
1,0,1,1,0,0,1,1,"Woman",1,"Selma","A Beautiful Day in the Neighborhood","Ali","Jobs","Nixon","Oppenheimer","The Founder","On The Basis of Sex","Black or African American",32,0,0,138
0,1,1,1,0,0,1,1,"Woman",0,"A Beautiful Mind","On The Basis of Sex","Oppenheimer","Tolkien","A Beautiful Day in the Neighborhood","Braveheart","Walk the Line","Jobs","White / Caucasian",49,0,1,138
0,1,1,1,0,1,0,1,"Man",1,"Harriet","A Beautiful Day in the Neighborhood","The Greatest Showman","The Founder","Oppenheimer","Selma","On The Basis of Sex","The Aviator","Asian / Pacific Islander",26,1,0,138
1,0,1,1,0,0,1,0,"Woman",0,"On The Basis of Sex","The Greatest Showman","Oppenheimer","W. A Life Misunderstood","Jobs","Hitchcock","Rocketman","The Imitation Game","Black or African American",21,0,0,138
0,1,1,1,0,0,0,1,"Man",1,"A Beautiful Day in the Neighborhood","Ali","Hitchcock","J. Edgar","Walk the Line","Nixon","Oppenheimer","Patton","White / Caucasian",43,1,1,138
1,1,0,1,0,1,1,1,"Man",2,"A Beautiful Day in the Neighborhood","Jobs","Selma","Harriet","Ali","Walk the Line","Oppenheimer","Rocketman","White / Caucasian",35,1,1,138
1,1,1,0,0,1,1,1,"Man",2,"The Founder","Ali","A Beautiful Day in the Neighborhood","Jobs","42","Selma","Braveheart","Oppenheimer","Black or African American",38,1,0,138
1,1,0,1,0,0,0,1,"Man",1,"Chaplin","Ali","Walk the Line","Rocketman","Chappaquiddick","Jobs","W. A Life Misunderstood","Selma","Hispanic / Latinx",53,1,0,138
0,1,1,1,0,1,0,1,"Woman",1,"Hitchcock","Jobs","Harriet","On The Basis of Sex","The Greatest Showman","The Imitation Game","Coco Before Chanel","Braveheart","Black or African American",25,0,0,138
1,1,1,0,0,0,1,0,"Man",1,"Oppenheimer","Walk the Line","The Doors","Braveheart","The Founder","Ali","Selma","A Beautiful Day in the Neighborhood","White / Caucasian",37,1,1,138
0,1,1,1,0,1,0,0,"Man",1,"Nixon","The Founder","The Imitation Game","Moneyball","Oppenheimer","Braveheart","Ali","The King's Speech","White / Caucasian",38,1,1,138
