"race_feedback","budget_shown","year_shown","duration_shown","race_pick","budget_pick","year_pick","duration_pick","gender","base_race","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","choice-8","race","age","gender_code","race_code","num_excluded_total"
0,1,1,1,0,1,1,1,"Woman",3,"Braveheart","Harriet","Ali","Selma","Patton","42","Walk the Line","Moneyball","White / Caucasian",72,0,1,138
1,1,1,0,0,0,1,0,"Woman",2,"42","Jobs","Coco Before Chanel","Harriet","A Beautiful Mind","The Aviator","Braveheart","The Imitation Game","White / Caucasian",59,0,1,138
1,1,1,0,1,1,0,1,"Woman",0,"Walk the Line","The Greatest Showman","The King's Speech","Nixon","A Beautiful Mind","Coco Before Chanel","A Beautiful Day in the Neighborhood","Ali","White / Caucasian",56,0,1,138
1,1,1,0,1,1,0,1,"Woman",1,"On The Basis of Sex","A Beautiful Day in the Neighborhood","Harriet","The Imitation Game","The Greatest Showman","Walk the Line","Oppenheimer","Ali","White / Caucasian",41,0,1,138
1,0,1,1,1,0,1,1,"Man",1,"The Founder","Selma","On The Basis of Sex","Ali","Rocketman","Chaplin","Hitchcock","Harriet","Hispanic / Latinx",37,1,0,138
1,1,0,1,1,0,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","42","On The Basis of Sex","Walk the Line","Selma","Oppenheimer","Moneyball","Harriet","White / Caucasian",54,0,1,138
0,1,1,1,0,0,1,0,"Non-binary",2,"42","The King's Speech","Selma","Chaplin","Jobs","Harriet","A Beautiful Mind","The Imitation Game","Black or African American",27,0,0,138
1,0,1,1,0,0,1,0,"Woman",2,"On The Basis of Sex","Coco Before Chanel","A Beautiful Mind","Tolkien","Harriet","Oppenheimer","42","A Beautiful Day in the Neighborhood","White / Caucasian",54,0,1,138
1,0,1,1,0,0,1,0,"Man",1,"The King's Speech","Selma","Harriet","Chaplin","The Founder","The Greatest Showman","The Imitation Game","A Beautiful Day in the Neighborhood","White / Caucasian",38,1,1,138
0,1,1,1,0,1,0,1,"Man",1,"The Imitation Game","Selma","A Beautiful Day in the Neighborhood","Rocketman","On The Basis of Sex","Walk the Line","Harriet","Braveheart","White / Caucasian",65,1,1,138
0,1,1,1,0,0,1,1,"Man",0,"Braveheart","Oppenheimer","The Imitation Game","J. Edgar","Walk the Line","The Founder","The Doors","On The Basis of Sex","White / Caucasian",47,1,1,138
0,1,1,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","J. Edgar","Selma","The Doors","Ali","Hitchcock","Patton","Oppenheimer","White / Caucasian",50,0,1,138
0,1,1,1,0,1,1,0,"Man",0,"A Beautiful Mind","Patton","Walk the Line","Braveheart","The Founder","Chaplin","Nixon","The Greatest Showman","White / Caucasian",50,1,1,138
1,1,0,1,0,0,0,1,"Man",1,"On The Basis of Sex","Oppenheimer","The Imitation Game","Harriet","Jobs","Rocketman","LBJ","Selma","White / Caucasian",68,1,1,138
1,1,1,0,0,1,0,1,"Man",2,"The Greatest Showman","Ali","J. Edgar","42","Chaplin","The Doors","The Founder","The Aviator","White / Caucasian",54,1,1,138
1,1,1,0,0,0,0,1,"Man",2,"Walk the Line","The Founder","Harriet","The Doors","A Beautiful Day in the Neighborhood","On The Basis of Sex","42","Nixon","White / Caucasian",51,1,1,138
1,0,1,1,0,0,1,1,"Man",1,"42","Selma","A Beautiful Day in the Neighborhood","Rocketman","On The Basis of Sex","Oppenheimer","J. Edgar","Jobs","White / Caucasian",66,1,1,138
0,1,1,1,0,0,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","Rocketman","Jobs","Oppenheimer","Harriet","The Imitation Game","Ali","Selma","Asian / Pacific Islander",29,0,0,138
1,0,1,1,0,0,0,1,"Woman",2,"The Aviator","Walk the Line","The Greatest Showman","Harriet","Braveheart","Chaplin","42","Selma","Hispanic / Latinx",58,0,0,138
0,1,1,1,0,0,0,0,"Man",1,"Braveheart","Patton","Tolkien","Rocketman","Selma","Ali","Hitchcock","Coco Before Chanel","Asian / Pacific Islander",37,1,0,138
1,1,0,1,0,0,0,1,"Man",1,"Rocketman","Walk the Line","The Doors","Selma","On The Basis of Sex","Harriet","Oppenheimer","Chaplin","White / Caucasian",54,1,1,138
0,1,1,1,0,0,0,1,"Man",1,"Patton","The Imitation Game","The Aviator","Tolkien","Braveheart","A Beautiful Mind","Ali","Nixon","White / Caucasian",66,1,1,138
1,1,0,1,1,1,0,1,"Woman",0,"The Aviator","J. Edgar","Chappaquiddick","Rocketman","Walk the Line","The Greatest Showman","The King's Speech","Ali","White / Caucasian",74,0,1,138
0,1,1,1,0,1,1,1,"Woman",1,"On The Basis of Sex","Selma","A Beautiful Day in the Neighborhood","The Imitation Game","LBJ","Oppenheimer","Harriet","Walk the Line","White / Caucasian",54,0,1,138
1,0,1,1,0,0,0,1,"Man",0,"Capote","Jobs","Hitchcock","W. A Life Misunderstood","Oppenheimer","Chaplin","The Aviator","Selma","Black or African American",51,1,0,138
0,1,1,1,0,1,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","Harriet","42","Selma","Jobs","J. Edgar","Walk the Line","The Aviator","White / Caucasian",28,0,1,138
0,1,1,1,0,0,1,0,"Man",1,"Selma","Capote","Harriet","A Beautiful Mind","The King's Speech","Coco Before Chanel","Oppenheimer","The Imitation Game","White / Caucasian",61,1,1,138
1,0,1,1,0,1,0,1,"Man",1,"The Aviator","The Doors","Ali","LBJ","Braveheart","A Beautiful Day in the Neighborhood","The Greatest Showman","A Beautiful Mind","Black or African American",40,1,0,138
0,1,1,1,0,0,0,1,"Woman",2,"Moneyball","The King's Speech","Oppenheimer","Ali","A Beautiful Day in the Neighborhood","The Greatest Showman","42","Selma","White / Caucasian",48,0,1,138
0,1,1,1,0,0,1,1,"Man",1,"The Imitation Game","Chaplin","LBJ","Selma","Harriet","Walk the Line","On The Basis of Sex","Jobs","Hispanic / Latinx",63,1,0,138
1,0,1,1,0,0,1,0,"Woman",2,"Harriet","A Beautiful Day in the Neighborhood","Selma","Hitchcock","Ali","The Imitation Game","Tolkien","The Founder","Black or African American",36,0,0,138
1,1,0,1,0,0,0,1,"Man",1,"Walk the Line","Ali","Tolkien","On The Basis of Sex","Patton","LBJ","Oppenheimer","Selma","White / Caucasian",64,1,1,138
0,1,1,1,0,1,0,1,"Woman",1,"The Imitation Game","Ali","Nixon","Walk the Line","Selma","Braveheart","A Beautiful Day in the Neighborhood","The Aviator","Black or African American",25,0,0,138
0,1,1,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","Coco Before Chanel","Rocketman","Chaplin","Selma","On The Basis of Sex","Harriet","Walk the Line","White / Caucasian",54,0,1,138
0,1,1,1,0,0,1,0,"Woman",1,"The Imitation Game","Coco Before Chanel","A Beautiful Day in the Neighborhood","Harriet","Chaplin","J. Edgar","Chappaquiddick","Tolkien","White / Caucasian",39,0,1,138
0,1,1,1,0,1,1,1,"Woman",2,"The Greatest Showman","Selma","A Beautiful Day in the Neighborhood","Harriet","42","Nixon","A Beautiful Mind","Walk the Line","White / Caucasian",52,0,1,138
0,1,1,1,0,1,1,1,"Man",0,"Braveheart","The Imitation Game","W. A Life Misunderstood","The Aviator","Jobs","A Beautiful Mind","Walk the Line","Oppenheimer","White / Caucasian",33,1,1,138
1,0,1,1,0,0,1,0,"Man",1,"The Imitation Game","Walk the Line","On The Basis of Sex","42","Rocketman","The Greatest Showman","The Aviator","Chappaquiddick","White / Caucasian",49,1,1,138
1,1,1,0,0,1,1,1,"Man",0,"The Imitation Game","Patton","Capote","Braveheart","Jobs","Coco Before Chanel","The King's Speech","Moneyball","White / Caucasian",61,1,1,138
1,1,0,1,0,0,1,1,"Man",0,"A Beautiful Day in the Neighborhood","The Imitation Game","Hitchcock","The Founder","Walk the Line","Rocketman","Oppenheimer","On The Basis of Sex","Asian / Pacific Islander",40,1,0,138
1,1,0,1,1,0,0,1,"Woman",1,"Ali","Jobs","A Beautiful Day in the Neighborhood","The Founder","On The Basis of Sex","Selma","Rocketman","42","White / Caucasian",58,0,1,138
1,0,1,1,0,0,0,1,"Woman",2,"The Greatest Showman","42","Oppenheimer","The Aviator","Harriet","Selma","J. Edgar","Patton","White / Caucasian",53,0,1,138
1,0,1,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","The King's Speech","Walk the Line","Braveheart","Patton","The Founder","42","Moneyball","Black or African American",45,0,0,138
0,1,1,1,1,0,1,1,"Woman",0,"Braveheart","The Doors","On The Basis of Sex","Tolkien","Chappaquiddick","Rocketman","The Imitation Game","Harriet","Hispanic / Latinx",50,0,0,138
1,1,0,1,0,0,1,0,"Man",1,"The Founder","The Greatest Showman","J. Edgar","42","Chaplin","Selma","Oppenheimer","The Imitation Game","White / Caucasian",30,1,1,138
1,1,0,1,0,0,0,1,"Man",0,"Patton","The Imitation Game","Braveheart","Hitchcock","Selma","Tolkien","Walk the Line","Nixon","White / Caucasian",34,1,1,138
1,1,0,1,0,0,1,0,"Woman",1,"Moneyball","Selma","Ali","Patton","Jobs","On The Basis of Sex","Chaplin","The Imitation Game","White / Caucasian",48,0,1,138
1,1,1,0,0,1,1,1,"Woman",2,"Oppenheimer","The Greatest Showman","Walk the Line","42","Capote","Ali","A Beautiful Mind","Moneyball","White / Caucasian",36,0,1,138
0,1,1,1,0,1,0,1,"Man",1,"Oppenheimer","Moneyball","Ali","The Greatest Showman","Walk the Line","The King's Speech","Rocketman","The Aviator","Asian / Pacific Islander",27,1,0,138
1,0,1,1,0,1,1,1,"Woman",0,"Nixon","LBJ","The Greatest Showman","Hitchcock","The King's Speech","Selma","Chappaquiddick","Oppenheimer","White / Caucasian",69,0,1,138
0,1,1,1,0,0,0,1,"Woman",1,"The Founder","The Imitation Game","Selma","Ali","Jobs","Chappaquiddick","The Doors","Patton","Black or African American",49,0,0,138
0,1,1,1,0,0,1,0,"Woman",2,"J. Edgar","A Beautiful Day in the Neighborhood","Selma","Ali","The Founder","LBJ","42","The Imitation Game","Black or African American",33,0,0,138
0,1,1,1,0,0,0,1,"Woman",1,"On The Basis of Sex","Selma","Harriet","Jobs","A Beautiful Day in the Neighborhood","Chappaquiddick","Coco Before Chanel","The Doors","Hispanic / Latinx",46,0,0,138
0,1,1,1,0,0,1,1,"Man",1,"Harriet","J. Edgar","A Beautiful Mind","LBJ","A Beautiful Day in the Neighborhood","Capote","Patton","Jobs","Hispanic / Latinx",51,1,0,138
0,1,1,1,1,0,0,1,"Woman",0,"J. Edgar","The Founder","Walk the Line","On The Basis of Sex","Patton","The Doors","The King's Speech","42","Black or African American",51,0,0,138
0,1,1,1,0,0,0,1,"Man",0,"Capote","Oppenheimer","The Founder","J. Edgar","Selma","Braveheart","A Beautiful Day in the Neighborhood","W. A Life Misunderstood","White / Caucasian",32,1,1,138
1,1,1,0,0,0,1,0,"Woman",0,"On The Basis of Sex","Jobs","Hitchcock","Capote","The Imitation Game","Nixon","The Founder","Chappaquiddick","Black or African American",44,0,0,138
0,1,1,1,0,0,1,0,"Woman",1,"Jobs","Coco Before Chanel","The Founder","Chaplin","Ali","The Doors","Hitchcock","Tolkien","White / Caucasian",46,0,1,138
0,1,1,1,1,0,1,1,"Man",1,"Ali","Oppenheimer","A Beautiful Day in the Neighborhood","Jobs","Moneyball","The Founder","On The Basis of Sex","Harriet","White / Caucasian",25,1,1,138
1,1,0,1,1,1,0,1,"Man",0,"Nixon","Chaplin","Braveheart","LBJ","The Founder","On The Basis of Sex","Tolkien","Ali","White / Caucasian",31,1,1,138
1,1,0,1,0,0,1,1,"Man",1,"Jobs","The Founder","Tolkien","Rocketman","The Doors","Walk the Line","Ali","On The Basis of Sex","Black or African American",37,1,0,138
1,1,0,1,1,1,0,1,"Woman",1,"Harriet","Oppenheimer","Coco Before Chanel","A Beautiful Day in the Neighborhood","Selma","The Aviator","Tolkien","Ali","Black or African American",26,0,0,138
1,1,0,1,0,1,1,1,"Non-binary",2,"A Beautiful Day in the Neighborhood","The Imitation Game","Tolkien","Ali","Selma","On The Basis of Sex","Harriet","Oppenheimer","White / Caucasian",51,0,1,138
0,1,1,1,0,0,1,0,"Woman",3,"Harriet","42","Selma","Ali","Coco Before Chanel","On The Basis of Sex","A Beautiful Day in the Neighborhood","Hitchcock","Black or African American",55,0,0,138
0,1,1,1,0,0,0,0,"Woman",1,"The Aviator","Rocketman","Moneyball","Harriet","Tolkien","On The Basis of Sex","A Beautiful Day in the Neighborhood","Coco Before Chanel","White / Caucasian",39,0,1,138
0,1,1,1,0,1,1,0,"Man",1,"The Aviator","A Beautiful Day in the Neighborhood","A Beautiful Mind","Ali","Braveheart","Oppenheimer","The King's Speech","The Greatest Showman","White / Caucasian",30,1,1,138
1,1,0,1,0,1,1,1,"Woman",1,"Braveheart","The Doors","A Beautiful Mind","42","Hitchcock","Nixon","The Imitation Game","Oppenheimer","White / Caucasian",52,0,1,138
1,0,1,1,1,1,0,1,"Man",0,"The Doors","Braveheart","Walk the Line","Oppenheimer","The Imitation Game","Hitchcock","Patton","Ali","White / Caucasian",31,1,1,138
0,1,1,1,0,0,1,0,"Woman",0,"Capote","Selma","The Doors","J. Edgar","Oppenheimer","Chappaquiddick","Nixon","The Imitation Game","White / Caucasian",52,0,1,138
1,0,1,1,0,1,0,1,"Woman",2,"Walk the Line","The Doors","Ali","The Imitation Game","Selma","Oppenheimer","Harriet","The Aviator","White / Caucasian",43,0,1,138
0,1,1,1,0,0,0,1,"Man",1,"LBJ","J. Edgar","Chaplin","A Beautiful Mind","The Aviator","The Founder","Ali","The Doors","Black or African American",51,1,0,138
0,1,1,1,0,1,1,0,"Man",1,"Rocketman","Patton","Jobs","Ali","Selma","A Beautiful Mind","Nixon","The Greatest Showman","Black or African American",38,1,0,138
0,1,1,1,0,0,1,0,"Man",0,"Jobs","Oppenheimer","The Greatest Showman","The Doors","A Beautiful Day in the Neighborhood","The Founder","Walk the Line","Tolkien","White / Caucasian",34,1,1,138
0,1,1,1,0,1,0,1,"Man",1,"J. Edgar","Nixon","The Founder","Ali","The Greatest Showman","The Imitation Game","Chaplin","Braveheart","White / Caucasian",38,1,1,138
1,1,0,1,0,0,0,0,"Man",0,"A Beautiful Mind","Tolkien","Walk the Line","The King's Speech","The Greatest Showman","Selma","Rocketman","Capote","White / Caucasian",17,1,1,138
0,1,1,1,0,0,1,0,"Woman",2,"Selma","On The Basis of Sex","42","A Beautiful Day in the Neighborhood","A Beautiful Mind","Ali","Jobs","The Imitation Game","White / Caucasian",46,0,1,138
0,1,1,1,0,1,1,1,"Man",1,"The Aviator","Patton","Harriet","Selma","Jobs","LBJ","W. A Life Misunderstood","Rocketman","White / Caucasian",31,1,1,138
1,1,1,0,1,0,0,1,"Woman",1,"Harriet","Oppenheimer","A Beautiful Day in the Neighborhood","Braveheart","Selma","The Greatest Showman","Tolkien","42","White / Caucasian",45,0,1,138
1,1,0,1,1,0,0,1,"Woman",1,"Rocketman","Coco Before Chanel","Nixon","Harriet","Oppenheimer","Selma","On The Basis of Sex","42","Asian / Pacific Islander",21,0,0,138
0,1,1,1,1,0,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","42","Selma","The Greatest Showman","Tolkien","Rocketman","The King's Speech","Harriet","White / Caucasian",46,0,1,138
1,0,1,1,1,0,1,1,"Man",0,"Oppenheimer","A Beautiful Day in the Neighborhood","The Greatest Showman","The Founder","The Aviator","Hitchcock","Braveheart","Harriet","Black or African American",26,1,0,138
0,1,1,1,0,1,1,1,"Man",2,"42","Braveheart","Tolkien","Ali","The Aviator","Oppenheimer","A Beautiful Mind","Moneyball","Asian / Pacific Islander",35,1,0,138
1,1,0,1,1,1,0,1,"Woman",0,"Moneyball","A Beautiful Day in the Neighborhood","Rocketman","The Greatest Showman","Braveheart","Selma","Jobs","Ali","White / Caucasian",44,0,1,138
1,1,0,1,1,1,0,1,"Man",2,"Harriet","On The Basis of Sex","Selma","Braveheart","Jobs","42","Oppenheimer","Ali","White / Caucasian",41,1,1,138
0,1,1,1,1,0,1,1,"Woman",0,"Rocketman","Walk the Line","A Beautiful Day in the Neighborhood","The Greatest Showman","The Aviator","The Doors","Coco Before Chanel","Harriet","White / Caucasian",49,0,1,138
0,1,1,1,0,0,1,0,"Non-binary",2,"A Beautiful Day in the Neighborhood","Braveheart","Ali","Harriet","Selma","The Imitation Game","Rocketman","Hitchcock","White / Caucasian",32,0,1,138
1,0,1,1,1,0,1,1,"Woman",0,"The Greatest Showman","The Aviator","Hitchcock","A Beautiful Day in the Neighborhood","The King's Speech","Capote","Walk the Line","Harriet","White / Caucasian",77,0,1,138
0,1,1,1,0,1,1,0,"Woman",1,"The Founder","Harriet","Rocketman","On The Basis of Sex","A Beautiful Day in the Neighborhood","Selma","Oppenheimer","The Greatest Showman","White / Caucasian",22,0,1,138
0,1,1,1,0,1,1,0,"Woman",2,"Oppenheimer","The Doors","Ali","Selma","42","Walk the Line","On The Basis of Sex","The Greatest Showman","White / Caucasian",23,0,1,138
1,0,1,1,0,1,1,0,"Woman",1,"A Beautiful Mind","Ali","Jobs","Oppenheimer","The Imitation Game","Tolkien","A Beautiful Day in the Neighborhood","The Greatest Showman","Asian / Pacific Islander",35,0,0,138
0,1,1,1,1,0,0,1,"Woman",0,"Hitchcock","The Aviator","The Doors","On The Basis of Sex","A Beautiful Day in the Neighborhood","Chaplin","Selma","42","White / Caucasian",49,0,1,138
0,1,1,1,1,0,1,1,"Man",1,"The Greatest Showman","Walk the Line","Patton","A Beautiful Mind","Selma","Jobs","42","Harriet","White / Caucasian",20,1,1,138
1,1,0,1,0,1,0,1,"Man",2,"Harriet","Ali","LBJ","Selma","Jobs","J. Edgar","The King's Speech","The Aviator","White / Caucasian",28,1,1,138
1,1,0,1,0,1,0,0,"Man",1,"Patton","Braveheart","Oppenheimer","The Imitation Game","Selma","Ali","On The Basis of Sex","The King's Speech","White / Caucasian",36,1,1,138
0,1,1,1,0,1,1,1,"Woman",2,"Ali","Oppenheimer","42","The Founder","On The Basis of Sex","Moneyball","Jobs","Rocketman","Hispanic / Latinx",23,0,0,138
1,1,1,0,0,0,0,0,"Woman",0,"The Doors","The Founder","Chaplin","Hitchcock","A Beautiful Mind","Tolkien","Capote","Coco Before Chanel","White / Caucasian",61,0,1,138
0,1,1,1,0,1,1,1,"Woman",1,"Oppenheimer","A Beautiful Day in the Neighborhood","The Founder","Harriet","Jobs","The Greatest Showman","The Aviator","Rocketman","White / Caucasian",37,0,1,138
1,1,1,0,0,0,1,0,"Man",1,"The Greatest Showman","The Founder","Ali","Rocketman","Oppenheimer","A Beautiful Day in the Neighborhood","Moneyball","The Imitation Game","White / Caucasian",31,1,1,138
1,1,1,0,1,0,0,1,"Woman",1,"Hitchcock","Oppenheimer","A Beautiful Day in the Neighborhood","A Beautiful Mind","Selma","Ali","The King's Speech","42","White / Caucasian",30,0,1,138
1,0,1,1,0,1,0,1,"Man",1,"The Founder","The Imitation Game","42","Braveheart","Moneyball","Walk the Line","On The Basis of Sex","A Beautiful Mind","White / Caucasian",37,1,1,138
0,1,1,1,0,0,1,1,"Man",1,"Tolkien","The Imitation Game","Harriet","Nixon","J. Edgar","Selma","A Beautiful Mind","Jobs","Hispanic / Latinx",32,1,0,138
1,0,1,1,1,0,0,1,"Woman",1,"Walk the Line","A Beautiful Day in the Neighborhood","Ali","Tolkien","Coco Before Chanel","Jobs","On The Basis of Sex","42","Asian / Pacific Islander",27,0,0,138
0,1,1,1,0,0,1,1,"Woman",2,"Selma","The Founder","Coco Before Chanel","Ali","Jobs","On The Basis of Sex","Harriet","J. Edgar","Asian / Pacific Islander",45,0,0,138
0,1,1,1,0,0,0,1,"Woman",1,"Tolkien","The Founder","Chaplin","The Imitation Game","Patton","Ali","Oppenheimer","The Doors","White / Caucasian",58,0,1,138
1,1,1,0,1,0,0,1,"Woman",1,"The Greatest Showman","The Founder","Tolkien","Harriet","Oppenheimer","The Aviator","Braveheart","42","White / Caucasian",42,0,1,138
1,1,0,1,0,1,1,0,"Woman",2,"A Beautiful Mind","Jobs","Ali","The Founder","Oppenheimer","On The Basis of Sex","42","The Greatest Showman","White / Caucasian",21,0,1,138
0,1,1,1,0,0,0,1,"Man",2,"J. Edgar","Braveheart","W. A Life Misunderstood","Oppenheimer","42","Harriet","Selma","The Doors","Black or African American",30,1,0,138
0,1,1,1,1,0,1,1,"Non-binary",1,"Braveheart","Tolkien","A Beautiful Mind","A Beautiful Day in the Neighborhood","Selma","Ali","On The Basis of Sex","Harriet","Asian / Pacific Islander",31,0,0,138
1,1,0,1,0,1,1,0,"Woman",2,"42","Oppenheimer","The Founder","Rocketman","A Beautiful Day in the Neighborhood","Harriet","On The Basis of Sex","The Greatest Showman","White / Caucasian",56,0,1,138
0,1,1,1,0,0,1,1,"Woman",1,"The Doors","Tolkien","Walk the Line","The King's Speech","Oppenheimer","42","Braveheart","J. Edgar","White / Caucasian",41,0,1,138
1,1,1,0,1,0,1,1,"Woman",0,"Coco Before Chanel","Jobs","Selma","The King's Speech","Oppenheimer","The Imitation Game","A Beautiful Day in the Neighborhood","Harriet","White / Caucasian",34,0,1,138
1,1,0,1,1,0,0,1,"Man",0,"Moneyball","Capote","The Imitation Game","Walk the Line","Oppenheimer","Selma","The Greatest Showman","42","White / Caucasian",31,1,1,138
0,1,1,1,0,0,1,1,"Man",2,"Ali","Chappaquiddick","Moneyball","42","W. A Life Misunderstood","Oppenheimer","Selma","Jobs","Black or African American",30,1,0,138
1,1,1,0,0,0,0,1,"Man",2,"The Founder","Patton","Moneyball","Ali","A Beautiful Mind","Capote","42","Nixon","White / Caucasian",33,1,1,138
0,1,1,1,0,0,1,0,"Woman",0,"Capote","The Founder","Rocketman","Selma","On The Basis of Sex","The Doors","Jobs","The Imitation Game","White / Caucasian",23,0,1,138
1,1,1,0,1,0,1,1,"Woman",0,"Hitchcock","The Imitation Game","The Founder","The Greatest Showman","A Beautiful Mind","Coco Before Chanel","Nixon","Harriet","Black or African American",42,0,0,138
1,1,0,1,1,1,0,1,"Woman",0,"Hitchcock","Oppenheimer","The Imitation Game","J. Edgar","Tolkien","Coco Before Chanel","The Aviator","Ali","White / Caucasian",24,0,1,138
1,1,1,0,0,1,1,1,"Non-binary",0,"W. A Life Misunderstood","On The Basis of Sex","Selma","The Imitation Game","A Beautiful Day in the Neighborhood","Tolkien","The Founder","Rocketman","White / Caucasian",32,0,1,138
0,1,1,1,0,0,1,1,"Man",1,"Nixon","Chappaquiddick","Selma","Oppenheimer","Jobs","Ali","Braveheart","On The Basis of Sex","Asian / Pacific Islander",36,1,0,138
0,1,1,1,1,0,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","Harriet","The Greatest Showman","Ali","Tolkien","The Imitation Game","Braveheart","42","White / Caucasian",49,0,1,138
0,1,1,1,0,0,0,0,"Non-binary",2,"The Imitation Game","Patton","Rocketman","Ali","Oppenheimer","Harriet","Selma","Coco Before Chanel","White / Caucasian",23,0,1,138
1,1,0,1,0,0,0,1,"Man",0,"Oppenheimer","The Imitation Game","A Beautiful Day in the Neighborhood","Jobs","Selma","The Greatest Showman","The Founder","Chaplin","White / Caucasian",28,1,1,138
0,1,1,1,1,1,0,1,"Woman",0,"The Aviator","A Beautiful Mind","The Imitation Game","Oppenheimer","Rocketman","The King's Speech","LBJ","Ali","White / Caucasian",54,0,1,138
0,1,1,1,1,1,0,1,"Woman",1,"Braveheart","The Doors","The King's Speech","The Aviator","Hitchcock","42","A Beautiful Mind","Ali","White / Caucasian",34,0,1,138
1,1,0,1,1,0,0,1,"Man",1,"The Greatest Showman","Oppenheimer","On The Basis of Sex","The Doors","Harriet","Tolkien","Hitchcock","42","White / Caucasian",35,1,1,138
0,1,1,1,0,0,1,1,"Woman",1,"Chaplin","Tolkien","Braveheart","The Founder","Coco Before Chanel","Harriet","Rocketman","On The Basis of Sex","Asian / Pacific Islander",20,0,0,138
1,0,1,1,0,0,0,1,"Man",0,"Tolkien","A Beautiful Day in the Neighborhood","The King's Speech","The Imitation Game","The Doors","A Beautiful Mind","Walk the Line","Chaplin","Asian / Pacific Islander",33,1,0,138
1,0,1,1,0,1,0,1,"Man",0,"A Beautiful Mind","Selma","Oppenheimer","The Imitation Game","Chaplin","Coco Before Chanel","Capote","Braveheart","Asian / Pacific Islander",30,1,0,138
0,1,1,1,0,0,0,0,"Woman",1,"A Beautiful Day in the Neighborhood","The Doors","Walk the Line","On The Basis of Sex","Rocketman","Harriet","Selma","Coco Before Chanel","Hispanic / Latinx",43,0,0,138
1,1,0,1,0,0,0,1,"Man",3,"The Imitation Game","Ali","On The Basis of Sex","Harriet","Oppenheimer","42","Jobs","Selma","White / Caucasian",39,1,1,138
0,1,1,1,0,0,1,0,"Man",1,"Tolkien","The Greatest Showman","Braveheart","A Beautiful Day in the Neighborhood","42","Oppenheimer","Patton","LBJ","White / Caucasian",68,1,1,138
0,1,1,1,1,1,0,1,"Man",1,"Tolkien","Harriet","Walk the Line","The Aviator","The Greatest Showman","The Imitation Game","A Beautiful Mind","Ali","White / Caucasian",33,1,1,138
1,1,1,0,0,1,1,1,"Man",2,"The Imitation Game","Tolkien","Coco Before Chanel","On The Basis of Sex","42","Harriet","Selma","Oppenheimer","Black or African American",60,1,0,138
0,1,1,1,1,0,0,1,"Woman",0,"Hitchcock","Tolkien","The Doors","Braveheart","The Founder","A Beautiful Day in the Neighborhood","Walk the Line","42","White / Caucasian",48,0,1,138
1,0,1,1,0,1,1,1,"Man",0,"The Founder","Oppenheimer","Jobs","A Beautiful Day in the Neighborhood","Moneyball","The Aviator","The Doors","Walk the Line","Hispanic / Latinx",28,1,0,138
1,0,1,1,0,1,0,0,"Man",1,"Selma","The Imitation Game","Harriet","A Beautiful Day in the Neighborhood","A Beautiful Mind","Tolkien","Nixon","The King's Speech","White / Caucasian",34,1,1,138
1,1,0,1,0,1,1,1,"Man",0,"Oppenheimer","The Founder","Jobs","Rocketman","Tolkien","The Doors","The Greatest Showman","Walk the Line","White / Caucasian",55,1,1,138
0,1,1,1,0,1,0,1,"Woman",1,"Rocketman","Walk the Line","The Greatest Showman","A Beautiful Day in the Neighborhood","Jobs","The King's Speech","Ali","The Aviator","White / Caucasian",24,0,1,138
1,1,1,0,0,0,0,1,"Woman",1,"The Doors","Ali","Selma","Rocketman","Walk the Line","On The Basis of Sex","Coco Before Chanel","Nixon","Black or African American",70,0,0,138
0,1,1,1,0,1,0,0,"Man",3,"Ali","The Aviator","Oppenheimer","J. Edgar","Harriet","Chaplin","42","The King's Speech","White / Caucasian",18,1,1,138
1,1,1,0,0,0,1,1,"Woman",2,"Chaplin","The Founder","Walk the Line","Rocketman","42","Harriet","Tolkien","Jobs","White / Caucasian",29,0,1,138
0,1,1,1,1,0,1,1,"Man",2,"The Greatest Showman","Selma","Tolkien","Ali","Walk the Line","42","A Beautiful Day in the Neighborhood","Harriet","White / Caucasian",45,1,1,138
1,0,1,1,0,0,0,1,"Woman",0,"Oppenheimer","The Greatest Showman","A Beautiful Day in the Neighborhood","The Aviator","Rocketman","Walk the Line","Nixon","W. A Life Misunderstood","White / Caucasian",53,0,1,138
0,1,1,1,0,1,1,1,"Man",0,"Oppenheimer","A Beautiful Mind","Chaplin","Capote","The Aviator","Braveheart","The Imitation Game","Rocketman","White / Caucasian",57,1,1,138
1,1,0,1,0,0,1,1,"Woman",2,"42","The Doors","Ali","Jobs","Rocketman","Walk the Line","Moneyball","J. Edgar","White / Caucasian",34,0,1,138
0,1,1,1,0,0,0,0,"Man",0,"Hitchcock","Walk the Line","The Doors","Rocketman","The Imitation Game","A Beautiful Day in the Neighborhood","Jobs","Capote","White / Caucasian",39,1,1,138
