"minority_feedback","forms_shown","sold30m_shown","classic_shown","minority_pick","forms_pick","sold30m_pick","classic_pick","base_minority","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","poli_party","party_democrat","party_independent","party_republican","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
1,1,1,0,1,1,0,0,2,"Louisa May Alcott","Emily Bronte","WEB Du Bois","Charles Dickens","Alice Walker","George Orwell","Toni Morrison","White / Caucasian","Woman",40,0,1,"2Liberal",2,-2,"Independent",0,1,0,1.56583325959066,1.85973867821603,1.82324354050491,1.3295239221254,1.64458485010925,0.179862039158857,0.153790866034314,0.271509015934107,0.20172064037576,48
1,1,1,0,1,0,0,0,0,"Herman Melville","Agatha Christie","F. Scott Fitzgerald","J.R.R. Tolkien","Ray Bradbury","Charles Dickens","Alice Walker","White / Caucasian","Woman",35,0,1,"5Slightly conservative",5,1,"Republican",0,0,1,1.56583325959066,1.36054566458962,1.32819065864596,0.837552073685495,1.27303041412793,1.30330800682803,1.84828658997603,1.44997368083959,1.53385609254788,48
0,1,1,1,0,0,0,1,1,"J.D. Salinger","Alice Walker","Charles Dickens","Louisa May Alcott","Michael Crichton","Jane Austen","Nathaniel Hawthorne","White / Caucasian","Woman",42,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,0,1,2,"Gabriel Garcia Marquez","Toni Morrison","Jane Austen","George Orwell","J.R.R. Tolkien","Agatha Christie","Ray Bradbury","Asian / Pacific Islander","Woman",61,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.49917503241984,0.362159637336806,0.338084894928062,-0.638363471634217,0.140264023262623,-0.381860944675728,-0.411041041946258,0.271509015934107,-0.17379765689596,48
1,1,0,1,1,1,0,0,1,"J.R.R. Tolkien","Jane Austen","Gabriel Garcia Marquez","Agatha Christie","Ray Bradbury","Louisa May Alcott","Toni Morrison","White / Caucasian","Woman",34,0,1,"6Conservative",6,2,"Republican",0,0,1,1.56583325959066,1.36054566458962,1.32819065864596,1.3295239221254,1.39602337623791,1.86503099066261,1.84828658997603,2.03920601329234,1.91750786464366,48
0,1,1,1,0,1,0,1,1,"Alice Walker","J.R.R. Tolkien","Jane Austen","F. Scott Fitzgerald","J.D. Salinger","Charles Dickens","Herman Melville","Hispanic / Latinx","Woman",39,0,0,"2Liberal",2,-2,"Democrat",1,0,0,0.49917503241984,0.362159637336806,0.338084894928062,0.345580225245591,0.386249947482575,0.741585022993442,0.718622774014887,0.86074134838685,0.773649715131726,48
1,0,1,1,0,0,0,1,3,"Alice Walker","George Orwell","Ernest Hemingway","Gabriel Garcia Marquez","WEB Du Bois","Sylvia Plath","Jane Austen","Hispanic / Latinx","Man",37,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-0.567483194750976,0.861352650963214,-0.652020868789835,1.3295239221254,0.24284312738695,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,1,1,1,2,"Alice Walker","Ray Bradbury","George Orwell","J.D. Salinger","Sylvia Plath","WEB Du Bois","J.R.R. Tolkien","White / Caucasian","Woman",44,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,0,1,1,1,0,0,2,"George Orwell","Alice Walker","John Steinbeck","Sylvia Plath","Louisa May Alcott","WEB Du Bois","Toni Morrison","White / Caucasian","Woman",30,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.56583325959066,-0.137033376289602,1.82324354050491,1.3295239221254,1.14539183648284,-0.943583928510313,0.153790866034314,0.271509015934107,-0.172761348847297,48
1,1,1,0,1,1,1,1,2,"Alice Walker","Toni Morrison","Louisa May Alcott","Jane Austen","Ernest Hemingway","J.R.R. Tolkien","Gabriel Garcia Marquez","White / Caucasian","Woman",59,0,1,"5Slightly conservative",5,1,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,0,0,1,2,"Gabriel Garcia Marquez","Lucy Maud","Ray Bradbury","Jack London","F. Scott Fitzgerald","Isabel Allende","John Steinbeck","White / Caucasian","Man",53,1,1,"5Slightly conservative",5,1,"Republican",0,0,1,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,1,0,1,1,"Toni Morrison","J.R.R. Tolkien","George Orwell","Agatha Christie","Louisa May Alcott","Jane Austen","Emily Bronte","Black or African American","Non-binary",24,0,0,"2Liberal",2,-2,"Independent",0,1,0,0.49917503241984,0.362159637336806,0.338084894928062,0.345580225245591,0.386249947482575,0.741585022993442,0.718622774014887,0.86074134838685,0.773649715131726,48
1,1,0,1,0,1,0,0,2,"Agatha Christie","Charles Dickens","Herman Melville","Alice Walker","Sandra Cisneros","Emily Bronte","Joyce Carol Oates","Black or African American","Man",52,1,0,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,0.49917503241984,1.36054566458962,0.338084894928062,1.8214957705653,1.00482534062571,0.741585022993442,1.28345468199546,2.03920601329234,1.35474857276041,48
1,1,1,0,0,0,0,1,5,"Alice Walker","Gabriel Garcia Marquez","Sandra Cisneros","Toni Morrison","Sylvia Plath","Isabel Allende","Jack London","White / Caucasian","Woman",74,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,1,1,0,0,3,"Louisa May Alcott","Joyce Carol Oates","WEB Du Bois","Alice Walker","Gabriel Garcia Marquez","Nathaniel Hawthorne","Sandra Cisneros","White / Caucasian","Man",28,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,0,1,1,0,0,0,1,1,"F. Scott Fitzgerald","J.R.R. Tolkien","Sylvia Plath","WEB Du Bois","Agatha Christie","Louisa May Alcott","Jane Austen","Asian / Pacific Islander","Man",22,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.49917503241984,0.362159637336806,-0.156967986930886,0.345580225245591,0.262486727017838,0.741585022993442,1.28345468199546,0.86074134838685,0.961927017791917,48
1,1,0,1,0,0,0,1,0,"John Steinbeck","J.R.R. Tolkien","Charles Dickens","Ernest Hemingway","Michael Crichton","Jane Austen","Sylvia Plath","White / Caucasian","Woman",37,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,1,1,0,0,0,0,1,0,"J.R.R. Tolkien","Jack London","Michael Crichton","Sylvia Plath","F. Scott Fitzgerald","Jane Austen","Ernest Hemingway","White / Caucasian","Woman",32,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.49917503241984,-0.137033376289602,0.338084894928062,0.345580225245591,0.261451694075973,0.741585022993442,-0.411041041946258,0.271509015934107,0.200684332327097,48
0,1,1,1,0,1,0,1,4,"Isabel Allende","Jack London","Gabriel Garcia Marquez","WEB Du Bois","Toni Morrison","Joyce Carol Oates","Ray Bradbury","Asian / Pacific Islander","Man",25,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-0.034154081165568,-0.636226389916011,-0.156967986930886,-0.638363471634217,-0.36642798241167,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,0,0,0,0,"Ernest Hemingway","Charles Dickens","J.D. Salinger","Jack London","Agatha Christie","Louisa May Alcott","Michael Crichton","White / Caucasian","Woman",50,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,0,1,1,1,"Isabel Allende","Michael Crichton","Louisa May Alcott","J.R.R. Tolkien","Ray Bradbury","Jack London","J.D. Salinger","White / Caucasian","Woman",37,0,1,"6Conservative",6,2,"Republican",0,0,1,-0.034154081165568,-0.137033376289602,-0.156967986930886,-0.146391623194313,-0.118636766895092,0.179862039158857,0.153790866034314,0.271509015934107,0.20172064037576,48
0,1,1,1,0,0,1,1,1,"Ernest Hemingway","Gabriel Garcia Marquez","Jane Austen","J.R.R. Tolkien","John Steinbeck","Ray Bradbury","Charles Dickens","White / Caucasian","Man",36,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,1,0,0,0,0,"J.R.R. Tolkien","F. Scott Fitzgerald","Michael Crichton","Jack London","George Orwell","Lucy Maud","Alice Walker","White / Caucasian","Woman",38,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,0,1,1,0,"Jane Austen","J.R.R. Tolkien","Ray Bradbury","Agatha Christie","Michael Crichton","Charles Dickens","J.D. Salinger","White / Caucasian","Woman",52,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,1,1,1,0,3,"Ernest Hemingway","WEB Du Bois","Toni Morrison","Louisa May Alcott","Alice Walker","Herman Melville","Isabel Allende","Black or African American","Woman",36,0,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,2.09916237317606,1.85973867821603,1.32819065864596,0.837552073685495,1.53116094593089,1.86503099066261,2.4131184979566,2.03920601329234,2.10578516730385,48
1,1,0,1,0,0,1,1,0,"Agatha Christie","Charles Dickens","Ernest Hemingway","Emily Bronte","J.R.R. Tolkien","F. Scott Fitzgerald","J.D. Salinger","Hispanic / Latinx","Woman",52,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.03250414600525,0.362159637336806,-0.652020868789835,-0.638363471634217,0.0260698607295005,2.4267539744972,1.84828658997603,1.44997368083959,1.90833808177094,48
0,1,1,1,0,1,0,1,2,"Agatha Christie","J.D. Salinger","Isabel Allende","F. Scott Fitzgerald","J.R.R. Tolkien","Sandra Cisneros","Emily Bronte","White / Caucasian","Woman",49,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,1,1,1,"Jane Austen","Alice Walker","Ray Bradbury","J.R.R. Tolkien","Charles Dickens","Agatha Christie","Lucy Maud","White / Caucasian","Woman",54,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.03250414600525,0.861352650963214,0.833137776787011,-0.146391623194313,0.64515073764029,0.179862039158857,1.28345468199546,1.44997368083959,0.971096800664637,48
1,1,0,1,1,1,0,0,1,"Charles Dickens","Sandra Cisneros","Nathaniel Hawthorne","Sylvia Plath","F. Scott Fitzgerald","Emily Bronte","Toni Morrison","White / Caucasian","Man",44,1,1,"5Slightly conservative",5,1,"Independent",0,1,0,-0.034154081165568,1.85973867821603,1.82324354050491,1.8214957705653,1.36758097703017,-0.381860944675728,-0.97587294992683,-0.317723316518636,-0.558485737040398,48
1,1,0,1,0,1,1,1,1,"Agatha Christie","Michael Crichton","Lucy Maud","Alice Walker","Ray Bradbury","J.D. Salinger","J.R.R. Tolkien","White / Caucasian","Woman",50,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.03250414600525,-0.636226389916011,0.833137776787011,0.837552073685495,0.516741901640436,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,0,1,1,0,0,0,1,4,"Agatha Christie","Alice Walker","J.R.R. Tolkien","Gabriel Garcia Marquez","Toni Morrison","Sandra Cisneros","Sylvia Plath","White / Caucasian","Woman",31,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.10081230833638,-0.636226389916011,-1.14707375064878,-0.638363471634217,-0.880618980133849,1.30330800682803,0.718622774014887,-0.906955648971379,0.371658377290512,48
0,1,1,1,1,0,0,0,1,"Michael Crichton","Agatha Christie","J.R.R. Tolkien","Charles Dickens","Joyce Carol Oates","Toni Morrison","Alice Walker","Black or African American","Woman",24,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.49917503241984,0.362159637336806,0.338084894928062,0.345580225245591,0.386249947482575,0.179862039158857,0.718622774014887,0.271509015934107,0.38999794303595,48
1,1,0,1,0,1,0,1,1,"WEB Du Bois","J.R.R. Tolkien","Jane Austen","Michael Crichton","George Orwell","John Steinbeck","Herman Melville","White / Caucasian","Man",70,1,1,"6Conservative",6,2,"Republican",0,0,1,-1.10081230833638,-0.636226389916011,-1.14707375064878,-0.146391623194313,-0.757626018023873,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,0,1,1,1,1,1,1,1,"Jack London","Joyce Carol Oates","Ray Bradbury","J.R.R. Tolkien","John Steinbeck","Toni Morrison","Gabriel Garcia Marquez","White / Caucasian","Man",72,1,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.49917503241984,-0.137033376289602,-0.156967986930886,-0.146391623194313,0.0146955115012596,0.179862039158857,-0.411041041946258,-0.317723316518636,-0.182967439768679,48
0,1,1,1,0,1,0,1,3,"J.R.R. Tolkien","Louisa May Alcott","Jane Austen","WEB Du Bois","Alice Walker","Gabriel Garcia Marquez","Agatha Christie","White / Caucasian","Woman",52,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,0,1,1,3,"J.D. Salinger","Alice Walker","F. Scott Fitzgerald","Isabel Allende","Sandra Cisneros","Agatha Christie","Charles Dickens","White / Caucasian","Man",45,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.10081230833638,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.756855759669112,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,1,0,1,1,1,0,0,1,"F. Scott Fitzgerald","J.R.R. Tolkien","Agatha Christie","John Steinbeck","Alice Walker","George Orwell","Sandra Cisneros","White / Caucasian","Woman",33,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.034154081165568,0.861352650963214,0.833137776787011,0.837552073685495,0.624472105067538,0.179862039158857,1.28345468199546,-0.317723316518636,0.381864468211894,48
1,1,0,1,0,0,0,0,1,"J.R.R. Tolkien","Lucy Maud","J.D. Salinger","Alice Walker","Louisa May Alcott","Charles Dickens","Michael Crichton","White / Caucasian","Woman",38,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,0.338084894928062,-0.638363471634217,-0.63412757214624,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,1,1,2,"F. Scott Fitzgerald","J.D. Salinger","Charles Dickens","Gabriel Garcia Marquez","J.R.R. Tolkien","Toni Morrison","Lucy Maud","Hispanic / Latinx","Woman",51,0,0,"3Slightly liberal",3,-1,"Independent",0,1,0,0.49917503241984,-0.137033376289602,-0.652020868789835,-0.638363471634217,-0.232060671073454,0.741585022993442,-0.411041041946258,-0.317723316518636,0.00427355484284954,48
1,1,1,0,1,1,0,0,0,"Michael Crichton","Ernest Hemingway","Ray Bradbury","Jack London","John Steinbeck","J.D. Salinger","Toni Morrison","White / Caucasian","Man",74,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.03250414600525,0.861352650963214,1.32819065864596,1.3295239221254,1.13789284443495,1.30330800682803,1.28345468199546,1.44997368083959,1.34557878988769,48
0,1,1,1,1,1,0,0,1,"Michael Crichton","J.D. Salinger","Jack London","Alice Walker","Ernest Hemingway","Emily Bronte","Toni Morrison","White / Caucasian","Woman",42,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.56583325959066,1.36054566458962,1.32819065864596,1.3295239221254,1.39602337623791,1.86503099066261,1.84828658997603,2.03920601329234,1.91750786464366,48
0,1,1,1,0,1,1,1,4,"Toni Morrison","Alice Walker","WEB Du Bois","Agatha Christie","Joyce Carol Oates","Isabel Allende","J.R.R. Tolkien","Black or African American","Woman",48,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,0,0,1,0,"Ernest Hemingway","John Steinbeck","Charles Dickens","J.D. Salinger","George Orwell","F. Scott Fitzgerald","Jane Austen","White / Caucasian","Man",37,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.034154081165568,-0.137033376289602,-0.156967986930886,-0.146391623194313,-0.118636766895092,0.179862039158857,0.153790866034314,-0.317723316518636,0.00530986289151201,48
0,1,1,1,0,1,1,1,4,"Gabriel Garcia Marquez","Isabel Allende","Sandra Cisneros","Emily Bronte","Alice Walker","Jane Austen","George Orwell","Hispanic / Latinx","Woman",31,0,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-0.567483194750976,-1.13541940354242,-0.652020868789835,-0.638363471634217,-0.748321734679362,-0.943583928510313,-0.411041041946258,-0.906955648971379,-0.753860206475983,48
1,1,1,0,0,0,0,1,3,"Agatha Christie","J.R.R. Tolkien","George Orwell","Isabel Allende","Sandra Cisneros","Alice Walker","Nathaniel Hawthorne","White / Caucasian","Woman",56,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.10081230833638,-0.636226389916011,-0.652020868789835,-1.13033532007412,-0.879848721779088,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,0,0,1,1,2,"Agatha Christie","Jane Austen","Lucy Maud","Ray Bradbury","Isabel Allende","Sandra Cisneros","J.D. Salinger","Asian / Pacific Islander","Woman",25,0,0,"2Liberal",2,-2,"Independent",0,1,0,0.49917503241984,0.861352650963214,-0.156967986930886,0.837552073685495,0.510277942534416,1.86503099066261,0.718622774014887,0.86074134838685,1.14813170435478,48
1,0,1,1,0,0,0,1,0,"Charles Dickens","J.R.R. Tolkien","Ernest Hemingway","Jane Austen","F. Scott Fitzgerald","Louisa May Alcott","John Steinbeck","White / Caucasian","Woman",62,0,1,"6Conservative",6,2,"Republican",0,0,1,-0.567483194750976,-0.137033376289602,-0.156967986930886,-0.146391623194313,-0.251969045291444,-0.381860944675728,-0.411041041946258,0.271509015934107,-0.17379765689596,48
0,1,1,1,1,1,0,0,2,"Gabriel Garcia Marquez","Sylvia Plath","Louisa May Alcott","Jane Austen","Toni Morrison","Jack London","Sandra Cisneros","White / Caucasian","Woman",28,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.56583325959066,1.36054566458962,0.833137776787011,0.837552073685495,1.1492671936632,0.179862039158857,-0.411041041946258,-0.317723316518636,-0.182967439768679,48
0,1,1,1,0,1,0,0,1,"Lucy Maud","Louisa May Alcott","Agatha Christie","Alice Walker","J.R.R. Tolkien","Sylvia Plath","Joyce Carol Oates","White / Caucasian","Woman",32,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,1,1,0,1,0,"George Orwell","Herman Melville","Ernest Hemingway","F. Scott Fitzgerald","Charles Dickens","J.R.R. Tolkien","WEB Du Bois","White / Caucasian","Man",48,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.03250414600525,0.861352650963214,1.32819065864596,0.837552073685495,1.01489988232498,0.741585022993442,-0.411041041946258,1.44997368083959,0.593505887295592,48
1,1,0,1,0,0,0,1,0,"Charles Dickens","Jane Austen","J.R.R. Tolkien","Ernest Hemingway","John Steinbeck","Ray Bradbury","Nathaniel Hawthorne","White / Caucasian","Man",59,1,1,"6Conservative",6,2,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,0,1,1,1,"Jack London","Jane Austen","Alice Walker","Herman Melville","Michael Crichton","John Steinbeck","Charles Dickens","White / Caucasian","Woman",35,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.03250414600525,-0.636226389916011,0.833137776787011,0.345580225245591,0.39374893953046,0.741585022993442,-0.411041041946258,-0.317723316518636,0.00427355484284954,48
0,1,1,1,0,1,0,1,0,"Charles Dickens","Nathaniel Hawthorne","Agatha Christie","F. Scott Fitzgerald","George Orwell","J.R.R. Tolkien","Louisa May Alcott","White / Caucasian","Woman",29,0,1,"5Slightly conservative",5,1,"Independent",0,1,0,1.56583325959066,0.861352650963214,0.833137776787011,0.345580225245591,0.901475978146618,1.30330800682803,0.718622774014887,1.44997368083959,1.1573014872275,48
1,1,1,0,0,1,0,0,0,"Agatha Christie","Sylvia Plath","George Orwell","J.D. Salinger","Ray Bradbury","Louisa May Alcott","Joyce Carol Oates","White / Caucasian","Woman",25,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.49917503241984,0.362159637336806,0.833137776787011,-0.146391623194313,0.387020205837336,0.741585022993442,0.718622774014887,-0.317723316518636,0.380828160163231,48
0,1,1,1,0,0,0,1,2,"Louisa May Alcott","Emily Bronte","Jane Austen","Isabel Allende","Joyce Carol Oates","Sandra Cisneros","Sylvia Plath","Hispanic / Latinx","Woman",63,0,0,"2Liberal",2,-2,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,1,1,1,0,2,"J.R.R. Tolkien","Gabriel Garcia Marquez","Emily Bronte","Joyce Carol Oates","Sandra Cisneros","Jane Austen","Isabel Allende","Hispanic / Latinx","Woman",22,0,0,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.56583325959066,0.362159637336806,0.338084894928062,-0.638363471634217,0.406928580055327,1.30330800682803,0.718622774014887,-0.317723316518636,0.56806915477476,48
1,0,1,1,0,0,0,1,2,"George Orwell","Ray Bradbury","WEB Du Bois","Agatha Christie","John Steinbeck","Alice Walker","Sylvia Plath","White / Caucasian","Woman",32,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.10081230833638,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.756855759669112,-0.943583928510313,-0.411041041946258,-0.906955648971379,-0.753860206475983,48
1,1,1,0,0,1,0,1,2,"Toni Morrison","Alice Walker","Michael Crichton","Joyce Carol Oates","F. Scott Fitzgerald","Lucy Maud","Louisa May Alcott","Black or African American","Woman",59,0,0,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.56583325959066,0.861352650963214,1.32819065864596,1.3295239221254,1.27122512283131,1.30330800682803,2.4131184979566,2.03920601329234,1.91854417269232,48
1,1,0,1,0,0,0,1,2,"Toni Morrison","Ernest Hemingway","Alice Walker","Emily Bronte","John Steinbeck","Jack London","Sylvia Plath","Black or African American","Woman",33,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.10081230833638,1.36054566458962,-1.14707375064878,-1.13033532007412,-0.504418928617417,-0.943583928510313,1.84828658997603,-0.906955648971379,-0.00075099583521987,48
1,1,1,0,0,1,1,1,1,"Michael Crichton","Charles Dickens","Jack London","Herman Melville","Ernest Hemingway","Alice Walker","J.R.R. Tolkien","White / Caucasian","Man",26,1,1,"2Liberal",2,-2,"Democrat",1,0,0,1.56583325959066,0.861352650963214,0.833137776787011,1.3295239221254,1.14746190236657,1.30330800682803,1.28345468199546,2.03920601329234,1.54198956737194,48
1,0,1,1,0,1,0,1,1,"F. Scott Fitzgerald","Lucy Maud","Alice Walker","Jack London","Jane Austen","Nathaniel Hawthorne","Herman Melville","White / Caucasian","Woman",30,0,1,"5Slightly conservative",5,1,"Republican",0,0,1,-0.034154081165568,-0.636226389916011,-0.652020868789835,1.3295239221254,0.00178064556349633,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,1,1,1,4,"Toni Morrison","Ernest Hemingway","WEB Du Bois","Gabriel Garcia Marquez","Alice Walker","Herman Melville","J.R.R. Tolkien","Black or African American","Woman",31,0,0,"7Extremely conservative",7,3,"Democrat",1,0,0,2.09916237317606,1.85973867821603,1.82324354050491,1.8214957705653,1.90091009061558,2.4267539744972,2.4131184979566,2.62843834574508,2.48943693939963,48
0,1,1,1,0,1,0,1,1,"Joyce Carol Oates","F. Scott Fitzgerald","Lucy Maud","Ray Bradbury","Sandra Cisneros","John Steinbeck","Agatha Christie","White / Caucasian","Woman",43,0,1,"5Slightly conservative",5,1,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,1,1,1,0,2,"Jack London","Gabriel Garcia Marquez","George Orwell","WEB Du Bois","Herman Melville","J.D. Salinger","Isabel Allende","White / Caucasian","Woman",73,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,1,0,1,0,"Agatha Christie","Nathaniel Hawthorne","J.R.R. Tolkien","Michael Crichton","Louisa May Alcott","John Steinbeck","Ray Bradbury","White / Caucasian","Woman",32,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,0,1,1,"Charles Dickens","Jack London","John Steinbeck","Ray Bradbury","Ernest Hemingway","Gabriel Garcia Marquez","Louisa May Alcott","White / Caucasian","Woman",56,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,0,0,1,1,"Michael Crichton","Toni Morrison","Agatha Christie","Jack London","Ray Bradbury","John Steinbeck","Ernest Hemingway","White / Caucasian","Man",74,1,1,"6Conservative",6,2,"Republican",0,0,1,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
