"minority_feedback","forms_shown","sold30m_shown","classic_shown","minority_pick","forms_pick","sold30m_pick","classic_pick","base_minority","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","poli_party","party_democrat","party_independent","party_republican","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
0,1,1,1,0,0,1,1,0,"Michael Crichton","J.R.R. Tolkien","Agatha Christie","George Orwell","John Steinbeck","Jane Austen","Charles Dickens","White / Caucasian","Man",71,1,1,"5Slightly conservative",5,1,"Independent",0,1,0,-0.567483194750976,-0.137033376289602,-0.156967986930886,-0.146391623194313,-0.251969045291444,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,1,0,1,0,0,0,1,1,"Lucy Maud","Sandra Cisneros","John Steinbeck","George Orwell","J.R.R. Tolkien","Agatha Christie","Ernest Hemingway","Asian / Pacific Islander","Man",25,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,0,0,1,1,0,"F. Scott Fitzgerald","John Steinbeck","Ray Bradbury","Ernest Hemingway","George Orwell","Charles Dickens","J.D. Salinger","Hispanic / Latinx","Man",31,1,0,"5Slightly conservative",5,1,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,1,1,0,1,3,"Ray Bradbury","Agatha Christie","Toni Morrison","Gabriel Garcia Marquez","George Orwell","Alice Walker","WEB Du Bois","Black or African American","Woman",38,0,0,"1Extremely liberal",1,-3,"Independent",0,1,0,0.49917503241984,1.85973867821603,1.82324354050491,1.3295239221254,1.37792029331654,-0.381860944675728,1.28345468199546,-0.317723316518636,0.194623473600365,48
0,1,1,1,0,1,1,1,2,"Toni Morrison","George Orwell","Ray Bradbury","Isabel Allende","John Steinbeck","Jack London","J.R.R. Tolkien","White / Caucasian","Man",54,1,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,0.49917503241984,0.362159637336806,0.338084894928062,0.345580225245591,0.386249947482575,0.741585022993442,0.718622774014887,0.86074134838685,0.773649715131726,48
0,1,1,1,1,1,0,0,0,"Ray Bradbury","J.R.R. Tolkien","Agatha Christie","George Orwell","Jack London","Louisa May Alcott","Toni Morrison","White / Caucasian","Woman",32,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-1.13033532007412,-0.746516443382736,-0.381860944675728,-0.411041041946258,-0.906955648971379,-0.566619211864455,48
1,1,1,0,0,0,0,1,1,"J.R.R. Tolkien","Toni Morrison","Ernest Hemingway","John Steinbeck","George Orwell","Charles Dickens","Jane Austen","White / Caucasian","Man",34,1,1,"2Liberal",2,-2,"Democrat",1,0,0,0.49917503241984,-0.137033376289602,0.338084894928062,0.345580225245591,0.261451694075973,-0.943583928510313,1.28345468199546,-0.906955648971379,-0.189028298495411,48
0,1,1,1,0,1,0,0,1,"Lucy Maud","Nathaniel Hawthorne","Isabel Allende","Ernest Hemingway","Sylvia Plath","Emily Bronte","Joyce Carol Oates","Hispanic / Latinx","Man",36,1,0,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,-0.567483194750976,-0.137033376289602,-0.156967986930886,-1.13033532007412,-0.497954969511396,-0.943583928510313,-0.411041041946258,-0.317723316518636,-0.557449428991735,48
0,1,1,1,0,1,0,1,3,"Ray Bradbury","Jane Austen","Gabriel Garcia Marquez","Charles Dickens","Toni Morrison","Isabel Allende","Emily Bronte","White / Caucasian","Woman",30,0,1,"6Conservative",6,2,"Republican",0,0,1,1.03250414600525,0.362159637336806,0.338084894928062,0.345580225245591,0.519582225878927,1.30330800682803,0.153790866034314,1.44997368083959,0.969024184567311,48
1,0,1,1,0,1,0,0,3,"Alice Walker","Toni Morrison","Ernest Hemingway","George Orwell","Gabriel Garcia Marquez","Jack London","Joyce Carol Oates","White / Caucasian","Woman",72,0,1,"2Liberal",2,-2,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,1.3295239221254,-0.131551632832856,-0.381860944675728,-0.97587294992683,-0.317723316518636,-0.558485737040398,48
1,1,0,1,1,1,0,0,1,"F. Scott Fitzgerald","Michael Crichton","Charles Dickens","Ray Bradbury","Jane Austen","Isabel Allende","Sandra Cisneros","Asian / Pacific Islander","Man",33,1,0,"2Liberal",2,-2,"Democrat",1,0,0,1.03250414600525,1.36054566458962,1.32819065864596,1.3295239221254,1.26269109784156,-0.381860944675728,1.28345468199546,0.86074134838685,0.58744502856886,48
1,1,0,1,1,1,0,0,0,"George Orwell","John Steinbeck","Ray Bradbury","J.R.R. Tolkien","Sylvia Plath","Ernest Hemingway","Toni Morrison","White / Caucasian","Man",73,1,1,"1Extremely liberal",1,-3,"Independent",0,1,0,2.09916237317606,1.85973867821603,1.82324354050491,1.8214957705653,1.90091009061558,2.4267539744972,2.4131184979566,2.62843834574508,2.48943693939963,48
1,1,1,0,0,1,0,1,0,"Louisa May Alcott","J.R.R. Tolkien","Ray Bradbury","George Orwell","Jane Austen","F. Scott Fitzgerald","Agatha Christie","White / Caucasian","Woman",25,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,-0.636226389916011,-0.156967986930886,-0.146391623194313,-0.376767298698046,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,0,1,1,0,1,0,1,0,"Charles Dickens","J.D. Salinger","Jane Austen","J.R.R. Tolkien","F. Scott Fitzgerald","Ernest Hemingway","Louisa May Alcott","White / Caucasian","Woman",36,0,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-1.10081230833638,0.362159637336806,-1.14707375064878,-1.13033532007412,-0.75401543543062,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,0,1,1,1,1,0,0,4,"Sandra Cisneros","Isabel Allende","Joyce Carol Oates","Sylvia Plath","Alice Walker","Gabriel Garcia Marquez","Toni Morrison","Black or African American","Another gender not listed here:",28,0,0,"1Extremely liberal",1,-3,"Independent",0,1,0,-0.567483194750976,0.861352650963214,1.82324354050491,1.8214957705653,0.984652191820612,-0.943583928510313,1.84828658997603,-0.906955648971379,-0.00075099583521987,48
1,1,1,0,0,0,0,1,2,"Isabel Allende","Charles Dickens","Gabriel Garcia Marquez","Lucy Maud","J.D. Salinger","J.R.R. Tolkien","Jane Austen","American Indian or Alaskan Native","Woman",30,0,0,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.56583325959066,1.85973867821603,1.82324354050491,1.8214957705653,1.76757781221922,1.86503099066261,1.84828658997603,1.44997368083959,1.72109708715941,48
0,1,1,1,0,0,1,1,1,"Alice Walker","Louisa May Alcott","George Orwell","Sylvia Plath","Michael Crichton","Charles Dickens","J.D. Salinger","White / Caucasian","Man",39,1,1,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,1.56583325959066,1.36054566458962,1.32819065864596,0.837552073685495,1.27303041412793,1.86503099066261,2.4131184979566,0.86074134838685,1.71296361233536,48
0,1,1,1,0,1,1,1,3,"Alice Walker","Agatha Christie","Isabel Allende","Nathaniel Hawthorne","Gabriel Garcia Marquez","Jack London","George Orwell","White / Caucasian","Woman",50,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,-1.13541940354242,-1.14707375064878,-1.13033532007412,-0.995077917254075,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,1,1,2,"Michael Crichton","Alice Walker","J.R.R. Tolkien","Sylvia Plath","John Steinbeck","Gabriel Garcia Marquez","George Orwell","White / Caucasian","Woman",36,0,1,"2Liberal",2,-2,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,1,1,0,0,1,1,1,0,"J.D. Salinger","Lucy Maud","Louisa May Alcott","Emily Bronte","Agatha Christie","Michael Crichton","J.R.R. Tolkien","White / Caucasian","Woman",44,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.49917503241984,0.362159637336806,-0.652020868789835,1.3295239221254,0.384709430773052,1.30330800682803,0.153790866034314,1.44997368083959,0.969024184567311,48
1,1,1,0,0,0,0,1,1,"Michael Crichton","Joyce Carol Oates","George Orwell","Ernest Hemingway","Alice Walker","Herman Melville","Sylvia Plath","White / Caucasian","Man",27,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.10081230833638,0.362159637336806,0.338084894928062,0.345580225245591,-0.0137468877064813,-0.943583928510313,-0.411041041946258,-0.906955648971379,-0.753860206475983,48
1,1,1,0,1,0,0,0,1,"Jane Austen","J.R.R. Tolkien","Charles Dickens","Toni Morrison","Louisa May Alcott","Michael Crichton","Alice Walker","White / Caucasian","Woman",38,0,1,"2Liberal",2,-2,"Democrat",1,0,0,2.09916237317606,1.85973867821603,1.82324354050491,1.8214957705653,1.90091009061558,1.86503099066261,0.153790866034314,0.86074134838685,0.959854401694592,48
1,0,1,1,0,1,0,1,2,"Isabel Allende","George Orwell","Toni Morrison","Emily Bronte","Jane Austen","Michael Crichton","Ray Bradbury","White / Caucasian","Woman",31,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.49917503241984,-1.13541940354242,1.32819065864596,-1.13033532007412,-0.109597258137685,-0.381860944675728,-0.97587294992683,-0.906955648971379,-0.754896514524646,48
0,1,1,1,0,1,0,0,3,"F. Scott Fitzgerald","Louisa May Alcott","Isabel Allende","Toni Morrison","Alice Walker","Agatha Christie","Joyce Carol Oates","White / Caucasian","Woman",38,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.49917503241984,-0.636226389916011,0.338084894928062,-0.638363471634217,-0.109332483550581,-0.381860944675728,0.718622774014887,-0.317723316518636,0.00634617094017446,48
1,0,1,1,0,0,0,1,0,"Charles Dickens","Jack London","Louisa May Alcott","Joyce Carol Oates","F. Scott Fitzgerald","J.D. Salinger","Ernest Hemingway","White / Caucasian","Woman",54,0,1,"5Slightly conservative",5,1,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,1,1,3,"WEB Du Bois","Alice Walker","Toni Morrison","Charles Dickens","George Orwell","F. Scott Fitzgerald","J.R.R. Tolkien","Black or African American","Man",38,1,0,"5Slightly conservative",5,1,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,0,1,1,1,0,0,3,"John Steinbeck","Louisa May Alcott","Toni Morrison","Alice Walker","Sylvia Plath","Gabriel Garcia Marquez","Sandra Cisneros","White / Caucasian","Man",60,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.56583325959066,1.36054566458962,-0.156967986930886,0.837552073685495,0.901740752733722,0.179862039158857,-0.411041041946258,-0.317723316518636,-0.182967439768679,48
1,1,1,0,0,1,1,1,2,"Ray Bradbury","Jane Austen","Alice Walker","Gabriel Garcia Marquez","J.R.R. Tolkien","Sylvia Plath","Lucy Maud","White / Caucasian","Woman",56,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,1,1,1,0,0,"George Orwell","Jane Austen","Nathaniel Hawthorne","Ray Bradbury","Louisa May Alcott","John Steinbeck","Isabel Allende","Asian / Pacific Islander","Man",48,1,0,"2Liberal",2,-2,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.146391623194313,-0.500530519162784,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,1,0,1,2,"Charles Dickens","Isabel Allende","Nathaniel Hawthorne","Jane Austen","Ernest Hemingway","Alice Walker","Agatha Christie","White / Caucasian","Woman",34,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.49917503241984,0.362159637336806,1.82324354050491,1.8214957705653,1.12651849520671,-0.943583928510313,0.718622774014887,-0.906955648971379,-0.377305601155602,48
1,0,1,1,1,1,1,0,2,"Agatha Christie","J.R.R. Tolkien","Jane Austen","J.D. Salinger","Toni Morrison","Alice Walker","Isabel Allende","White / Caucasian","Woman",34,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.03250414600525,1.36054566458962,1.32819065864596,1.3295239221254,1.26269109784156,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,0,1,0,0,1,"George Orwell","Emily Bronte","Toni Morrison","Ray Bradbury","J.D. Salinger","Herman Melville","Joyce Carol Oates","White / Caucasian","Woman",54,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,0.861352650963214,-0.156967986930886,0.345580225245591,0.120620423631736,-0.381860944675728,0.153790866034314,-0.317723316518636,-0.181931131720016,48
1,1,1,0,0,0,0,0,2,"Sylvia Plath","Ray Bradbury","Ernest Hemingway","WEB Du Bois","John Steinbeck","Sandra Cisneros","Michael Crichton","White / Caucasian","Man",35,1,1,"5Slightly conservative",5,1,"Republican",0,0,1,-0.567483194750976,-0.137033376289602,-0.652020868789835,-1.13033532007412,-0.621718189976133,-0.381860944675728,-0.97587294992683,-0.317723316518636,-0.558485737040398,48
0,1,1,1,1,0,0,0,2,"Joyce Carol Oates","Toni Morrison","Charles Dickens","Isabel Allende","Ernest Hemingway","Agatha Christie","Alice Walker","White / Caucasian","Woman",57,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.49917503241984,0.861352650963214,1.32819065864596,0.837552073685495,0.881567603928627,0.179862039158857,0.153790866034314,-0.317723316518636,0.00530986289151201,48
0,1,1,1,1,1,0,1,0,"Jane Austen","Charles Dickens","Lucy Maud","Nathaniel Hawthorne","Louisa May Alcott","John Steinbeck","WEB Du Bois","White / Caucasian","Woman",68,0,1,"6Conservative",6,2,"Independent",0,1,0,0.49917503241984,1.36054566458962,1.32819065864596,0.837552073685495,1.00636585733523,0.741585022993442,1.28345468199546,0.86074134838685,0.961927017791917,48
1,0,1,1,0,0,0,1,3,"Ray Bradbury","George Orwell","Toni Morrison","J.R.R. Tolkien","Sandra Cisneros","WEB Du Bois","Sylvia Plath","White / Caucasian","Man",53,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.56583325959066,1.36054566458962,1.32819065864596,1.3295239221254,1.39602337623791,-0.381860944675728,1.84828658997603,-0.317723316518636,0.382900776260556,48
0,1,1,1,0,0,0,1,4,"Isabel Allende","Michael Crichton","Toni Morrison","Gabriel Garcia Marquez","Agatha Christie","Sandra Cisneros","Ernest Hemingway","Hispanic / Latinx","Woman",39,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,0,1,1,1,2,"Charles Dickens","Lucy Maud","Nathaniel Hawthorne","Isabel Allende","Alice Walker","Sylvia Plath","J.R.R. Tolkien","Hispanic / Latinx","Man",35,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,1,0,0,0,1,"Ernest Hemingway","Ray Bradbury","Toni Morrison","J.D. Salinger","Agatha Christie","George Orwell","Alice Walker","White / Caucasian","Man",61,1,1,"1Extremely liberal",1,-3,"Independent",0,1,0,1.56583325959066,1.85973867821603,1.82324354050491,1.8214957705653,1.76757781221922,-0.943583928510313,1.28345468199546,-0.906955648971379,-0.189028298495411,48
1,1,0,1,0,0,1,1,1,"Ernest Hemingway","Louisa May Alcott","Herman Melville","Alice Walker","Jack London","Michael Crichton","Charles Dickens","White / Caucasian","Man",58,1,1,"2Liberal",2,-2,"Democrat",1,0,0,0.49917503241984,0.362159637336806,0.338084894928062,0.345580225245591,0.386249947482575,0.741585022993442,-0.411041041946258,-0.317723316518636,0.00427355484284954,48
0,1,1,1,0,0,0,1,0,"J.D. Salinger","Louisa May Alcott","George Orwell","Nathaniel Hawthorne","Ernest Hemingway","Michael Crichton","John Steinbeck","White / Caucasian","Woman",32,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.567483194750976,-0.137033376289602,0.338084894928062,0.345580225245591,-0.00521286271673133,-0.381860944675728,0.153790866034314,0.271509015934107,0.0144796457642313,48
0,1,1,1,1,0,0,0,1,"Ray Bradbury","Toni Morrison","John Steinbeck","Charles Dickens","Ernest Hemingway","George Orwell","Alice Walker","White / Caucasian","Woman",19,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.567483194750976,0.861352650963214,0.833137776787011,-0.638363471634217,0.122160940341258,-0.381860944675728,0.153790866034314,-0.317723316518636,-0.181931131720016,48
0,1,1,1,1,0,0,0,0,"Ray Bradbury","Ernest Hemingway","George Orwell","John Steinbeck","Charles Dickens","Michael Crichton","Alice Walker","White / Caucasian","Woman",54,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,1,1,0,0,0,"Charles Dickens","Sylvia Plath","Ernest Hemingway","John Steinbeck","George Orwell","Jane Austen","Sandra Cisneros","White / Caucasian","Man",39,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.567483194750976,1.85973867821603,1.82324354050491,1.8214957705653,1.23424869863382,-0.381860944675728,-0.97587294992683,-0.906955648971379,-0.754896514524646,48
0,1,1,1,1,1,0,1,1,"Ray Bradbury","Michael Crichton","Louisa May Alcott","Sandra Cisneros","Agatha Christie","J.R.R. Tolkien","WEB Du Bois","Asian / Pacific Islander","Woman",29,0,0,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.567483194750976,0.861352650963214,0.833137776787011,-0.638363471634217,0.122160940341258,1.30330800682803,-0.411041041946258,-0.317723316518636,0.191514549454378,48
0,1,1,1,1,1,0,1,2,"Alice Walker","Toni Morrison","J.R.R. Tolkien","Jane Austen","Ernest Hemingway","Charles Dickens","WEB Du Bois","Black or African American","Woman",50,0,0,"5Slightly conservative",5,1,"Independent",0,1,0,0.49917503241984,0.362159637336806,0.833137776787011,0.837552073685495,0.633006130057288,0.741585022993442,-0.411041041946258,0.271509015934107,0.200684332327097,48
0,1,1,1,0,0,0,1,4,"Alice Walker","WEB Du Bois","Toni Morrison","Isabel Allende","Ernest Hemingway","Charles Dickens","Jane Austen","Black or African American","Woman",47,0,0,"5Slightly conservative",5,1,"Independent",0,1,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,0,1,1,0,1,0,1,1,"Ernest Hemingway","Alice Walker","Joyce Carol Oates","Michael Crichton","Jane Austen","F. Scott Fitzgerald","Agatha Christie","White / Caucasian","Woman",65,0,1,"5Slightly conservative",5,1,"Independent",0,1,0,-0.034154081165568,-0.137033376289602,-0.156967986930886,-0.638363471634217,-0.241629729005068,-0.943583928510313,-0.411041041946258,-0.317723316518636,-0.557449428991735,48
0,1,1,1,0,0,0,1,1,"Louisa May Alcott","Toni Morrison","F. Scott Fitzgerald","Jane Austen","Joyce Carol Oates","Agatha Christie","Ernest Hemingway","White / Caucasian","Woman",46,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.10081230833638,-0.137033376289602,-0.156967986930886,-0.638363471634217,-0.508294285797772,-0.381860944675728,-0.411041041946258,-0.906955648971379,-0.566619211864455,48
1,0,1,1,0,1,1,1,4,"Sylvia Plath","Agatha Christie","Alice Walker","Toni Morrison","Gabriel Garcia Marquez","WEB Du Bois","George Orwell","White / Caucasian","Woman",45,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
0,1,1,1,1,1,0,0,1,"Nathaniel Hawthorne","Toni Morrison","Charles Dickens","Ernest Hemingway","George Orwell","F. Scott Fitzgerald","Sandra Cisneros","Black or African American","Woman",33,0,0,"2Liberal",2,-2,"Democrat",1,0,0,-0.034154081165568,-0.137033376289602,-0.156967986930886,-0.146391623194313,-0.118636766895092,0.179862039158857,0.153790866034314,0.271509015934107,0.20172064037576,48
0,1,1,1,0,1,0,1,0,"Charles Dickens","Emily Bronte","Michael Crichton","George Orwell","Sylvia Plath","J.R.R. Tolkien","Ray Bradbury","White / Caucasian","Man",42,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,0,1,1,0,0,1,1,0,"Lucy Maud","Louisa May Alcott","F. Scott Fitzgerald","J.R.R. Tolkien","Nathaniel Hawthorne","Michael Crichton","J.D. Salinger","White / Caucasian","Woman",35,0,1,"6Conservative",6,2,"Republican",0,0,1,-0.567483194750976,-0.636226389916011,-0.652020868789835,-0.638363471634217,-0.62352348127276,-0.381860944675728,-0.411041041946258,-0.317723316518636,-0.370208434380207,48
1,1,0,1,0,0,1,1,0,"F. Scott Fitzgerald","J.D. Salinger","Agatha Christie","George Orwell","Ernest Hemingway","Jane Austen","Charles Dickens","White / Caucasian","Woman",69,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,0.338084894928062,-1.13033532007412,-0.757120534256216,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
0,1,1,1,1,0,0,0,1,"WEB Du Bois","F. Scott Fitzgerald","Nathaniel Hawthorne","J.D. Salinger","Jack London","Lucy Maud","Alice Walker","White / Caucasian","Woman",40,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.10081230833638,-1.13541940354242,-1.14707375064878,1.8214957705653,-0.390452422990571,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
1,1,1,0,0,0,0,1,2,"Ernest Hemingway","J.D. Salinger","John Steinbeck","Toni Morrison","WEB Du Bois","F. Scott Fitzgerald","Jane Austen","Black or African American","Man",60,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.10081230833638,-1.13541940354242,-1.14707375064878,-1.13033532007412,-1.12841019565043,-0.943583928510313,-0.97587294992683,-0.906955648971379,-0.942137509136174,48
