"gender_feedback","forms_shown","sold30m_shown","classic_shown","female_pick","forms_pick","sold30m_pick","classic_pick","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","poli_party","party_democrat","party_independent","party_republican","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
1,1,1,0,1,1,0,0,1,"Kurt Vonnegut","Zadie Smith","J.R.R. Tolkien","F. Scott Fitzgerald","George Orwell","Cormac McCarthy","Joyce Carol Oates","White / Caucasian","Man",50,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.87954307606929,1.40276414090359,1.80368441784807,1.36295033280695,1.61223549190698,0.0830989290952237,1.8106303018328,1.93109354222961,1.27494092438588,143
1,1,0,1,0,0,1,1,1,"Ernest Hemingway","Michael Crichton","J.R.R. Tolkien","George Orwell","Sylvia Plath","Charles Dickens","J.D. Salinger","White / Caucasian","Man",35,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.37343484948318,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.173159730618906,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
1,1,0,1,1,1,1,1,1,"George Orwell","Charles Dickens","Nathaniel Hawthorne","Jane Austen","J.R.R. Tolkien","Jack London","Lucy Maud","White / Caucasian","Woman",70,0,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,1.87954307606929,-0.144017801824592,-0.702125424476108,-1.22115828913763,-0.0469396098422588,-0.48559170131155,-0.466108457431466,-0.98644856531813,-0.646049574687049,143
1,0,1,1,1,1,1,0,1,"Kurt Vonnegut","J.R.R. Tolkien","Jack London","Jorge Luis Borges","John Steinbeck","Joyce Carol Oates","Isabel Allende","White / Caucasian","Woman",23,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.37343484948318,0.887170159994198,1.30252244938324,0.846128608418036,1.10231401681966,1.22048018990877,1.24144561201673,1.34758512072006,1.26983697421519,143
1,0,1,1,0,1,0,1,2,"Ray Bradbury","Jorge Luis Borges","Jack London","Zadie Smith","Isabel Allende","Cormac McCarthy","Kurt Vonnegut","White / Caucasian","Man",69,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
1,1,1,0,1,1,0,0,3,"Jane Austen","Lucy Maud","J.R.R. Tolkien","F. Scott Fitzgerald","Sylvia Plath","Michael Crichton","Joyce Carol Oates","White / Caucasian","Woman",42,0,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.650998056861259,1.40276414090359,1.30252244938324,1.36295033280695,0.854309716558131,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
0,1,1,1,0,1,0,1,0,"F. Scott Fitzgerald","Ernest Hemingway","George Orwell","Charles Dickens","J.D. Salinger","J.R.R. Tolkien","Herman Melville","Hispanic / Latinx","Man",23,1,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.361218396310961,0.371576179084803,0.300198512453565,0.329306884029121,0.340574992969612,0.651789559501998,0.672260922200667,0.764076699210513,0.696042393637726,143
0,1,1,1,0,0,0,1,3,"J.R.R. Tolkien","Ray Bradbury","Kurt Vonnegut","Isabel Allende","Sylvia Plath","Lucy Maud","Michael Crichton","White / Caucasian","Man",70,1,1,"2Liberal",2,-2,"Independent",0,1,0,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
1,1,0,1,1,1,1,1,3,"Jane Austen","F. Scott Fitzgerald","Ernest Hemingway","Ray Bradbury","Joyce Carol Oates","Zadie Smith","Lucy Maud","White / Caucasian","Woman",30,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.361218396310961,1.40276414090359,1.30252244938324,1.36295033280695,1.10736382985119,-0.48559170131155,0.672260922200667,-0.402940143808582,-0.0720903076398218,143
0,1,1,1,0,0,1,1,1,"John Steinbeck","Jane Austen","Ernest Hemingway","Herman Melville","J.R.R. Tolkien","J.D. Salinger","F. Scott Fitzgerald","Black or African American","Man",45,1,0,"3Slightly liberal",3,-1,"Independent",0,1,0,1.87954307606929,-0.659611782733986,-0.702125424476108,0.329306884029121,0.211778188222079,-1.05428233171832,0.672260922200667,2.51460196373916,0.710860184740499,143
1,1,0,1,0,1,1,1,2,"Kurt Vonnegut","Ray Bradbury","Michael Crichton","Jane Austen","Zadie Smith","Jack London","George Orwell","White / Caucasian","Woman",71,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.86732662289707,-0.659611782733986,-0.702125424476108,-0.187514840359795,-0.170481356168205,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
1,0,1,1,0,0,0,1,3,"F. Scott Fitzgerald","J.R.R. Tolkien","Lucy Maud","Jane Austen","Joyce Carol Oates","Ernest Hemingway","Jack London","White / Caucasian","Woman",28,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.361218396310961,-0.144017801824592,-0.702125424476108,0.846128608418036,0.0903009446070744,0.651789559501998,-0.466108457431466,-0.402940143808582,-0.0724196805793502,143
0,1,1,1,0,0,0,1,2,"Gabriel Garcia Marquez","Ray Bradbury","Joyce Carol Oates","George Orwell","Sylvia Plath","J.D. Salinger","John Steinbeck","Asian / Pacific Islander","Man",26,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-0.144889830275149,0.371576179084803,0.300198512453565,0.329306884029121,0.214047936323085,0.0830989290952237,0.672260922200667,0.180568277700965,0.311976042998952,143
1,0,1,1,1,0,0,1,0,"J.D. Salinger","F. Scott Fitzgerald","Michael Crichton","Herman Melville","Nathaniel Hawthorne","John Steinbeck","Sylvia Plath","Hispanic / Latinx","Woman",40,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.15710628344737,1.40276414090359,1.30252244938324,1.36295033280695,0.727782659911603,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,1,1,0,0,1,"Nathaniel Hawthorne","Herman Melville","Charles Dickens","John Steinbeck","George Orwell","Jane Austen","Joyce Carol Oates","White / Caucasian","Man",36,1,1,"3Slightly liberal",3,-1,"Independent",0,1,0,0.86732662289707,0.371576179084803,0.300198512453565,0.846128608418036,0.596307480713369,0.0830989290952237,-0.466108457431466,-0.402940143808582,-0.261983224048275,143
0,1,1,1,0,0,1,1,1,"Michael Crichton","Neil Gaiman","George Orwell","Ray Bradbury","Isabel Allende","John Steinbeck","J.D. Salinger","White / Caucasian","Woman",64,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-0.144889830275149,0.371576179084803,0.300198512453565,0.329306884029121,0.214047936323085,0.0830989290952237,0.1030762323846,0.180568277700965,0.122247813060263,143
1,1,1,0,1,1,1,0,2,"Jane Austen","Michael Crichton","Sylvia Plath","John Steinbeck","Gabriel Garcia Marquez","Charles Dickens","Isabel Allende","Black or African American","Man",32,1,0,"2Liberal",2,-2,"Democrat",1,0,0,1.87954307606929,1.40276414090359,0.801360480918401,0.846128608418036,1.23244907657733,-1.05428233171832,-1.03529314724753,-0.402940143808582,-0.830838540924813,143
1,1,1,0,0,0,0,1,3,"Joyce Carol Oates","Lucy Maud","Jane Austen","Ernest Hemingway","F. Scott Fitzgerald","John Steinbeck","Michael Crichton","White / Caucasian","Woman",71,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.361218396310961,-0.659611782733986,-1.20328739294094,-1.22115828913763,-0.680709767125399,-1.05428233171832,-0.466108457431466,-0.98644856531813,-0.835613118155973,143
0,1,1,1,1,0,0,0,1,"George Orwell","Michael Crichton","J.R.R. Tolkien","Jane Austen","John Steinbeck","Ray Bradbury","Zadie Smith","Asian / Pacific Islander","Man",38,1,0,"2Liberal",2,-2,"Democrat",1,0,0,1.87954307606929,0.887170159994198,0.801360480918401,1.87977205719587,1.36196144354444,-0.48559170131155,-1.03529314724753,-0.98644856531813,-0.835777804625737,143
1,1,1,0,0,1,0,1,1,"Ray Bradbury","Gabriel Garcia Marquez","Cormac McCarthy","Herman Melville","J.R.R. Tolkien","Zadie Smith","Kurt Vonnegut","Black or African American","Man",38,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,1.37343484948318,-0.659611782733986,-0.200963456011272,-0.187514840359795,0.0813361925945318,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
0,1,1,1,0,0,1,1,1,"George Orwell","Ernest Hemingway","Charles Dickens","Ray Bradbury","J.R.R. Tolkien","Joyce Carol Oates","F. Scott Fitzgerald","Hispanic / Latinx","Man",35,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-1.15710628344737,-0.144017801824592,-0.200963456011272,-0.70433656474871,-0.551606026507985,-0.48559170131155,-0.466108457431466,1.34758512072006,0.131961653992348,143
0,1,1,1,0,0,1,1,1,"George Orwell","Michael Crichton","J.R.R. Tolkien","Isabel Allende","Herman Melville","Gabriel Garcia Marquez","Charles Dickens","White / Caucasian","Man",21,1,1,"6Conservative",6,2,"Republican",0,0,1,0.361218396310961,-1.17520576364338,-1.20328739294094,0.329306884029121,-0.421991969061061,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
1,0,1,1,1,0,0,0,1,"Kurt Vonnegut","Ernest Hemingway","Sylvia Plath","George Orwell","Charles Dickens","Ray Bradbury","Zadie Smith","White / Caucasian","Man",37,1,1,"1Extremely liberal",1,-3,"Independent",0,1,0,0.361218396310961,0.371576179084803,0.801360480918401,0.846128608418036,0.59507091618305,0.651789559501998,0.672260922200667,0.764076699210513,0.696042393637726,143
0,1,1,1,0,1,0,1,3,"Michael Crichton","Jorge Luis Borges","Joyce Carol Oates","Isabel Allende","Lucy Maud","Herman Melville","Kurt Vonnegut","Black or African American","Man",38,1,0,"6Conservative",6,2,"Republican",0,0,1,-0.650998056861259,0.371576179084803,-0.702125424476108,-0.70433656474871,-0.421470966750318,-0.48559170131155,-1.03529314724753,-0.98644856531813,-0.835777804625737,143
1,1,1,0,1,0,0,0,2,"J.D. Salinger","Jane Austen","Isabel Allende","F. Scott Fitzgerald","George Orwell","Ernest Hemingway","Zadie Smith","White / Caucasian","Woman",42,0,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.650998056861259,1.40276414090359,1.30252244938324,1.36295033280695,0.854309716558131,0.0830989290952237,1.24144561201673,-0.402940143808582,0.307201465767792,143
1,1,0,1,1,1,1,1,5,"Jane Austen","J.R.R. Tolkien","Isabel Allende","Joyce Carol Oates","Zadie Smith","Sylvia Plath","Lucy Maud","White / Caucasian","Woman",26,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.37343484948318,-0.144017801824592,-0.200963456011272,-0.187514840359795,0.21023468782188,0.651789559501998,-0.466108457431466,-0.402940143808582,-0.0724196805793502,143
0,1,1,1,1,1,1,0,1,"Ray Bradbury","George Orwell","John Steinbeck","Michael Crichton","Neil Gaiman","Lucy Maud","Isabel Allende","White / Caucasian","Woman",77,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,1,0,0,1,0,"J.D. Salinger","Jack London","George Orwell","Cormac McCarthy","Gabriel Garcia Marquez","Ray Bradbury","Jane Austen","Hispanic / Latinx","Man",53,1,0,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,1,1,1,1,2,"Joyce Carol Oates","Jack London","George Orwell","Jane Austen","Nathaniel Hawthorne","Ernest Hemingway","Lucy Maud","White / Caucasian","Woman",53,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.86732662289707,1.40276414090359,0.801360480918401,1.36295033280695,1.1086003943815,1.22048018990877,0.672260922200667,0.764076699210513,0.88560593710665,143
0,1,1,1,0,1,1,1,1,"J.D. Salinger","F. Scott Fitzgerald","Ernest Hemingway","Nathaniel Hawthorne","Herman Melville","Lucy Maud","Gabriel Garcia Marquez","White / Caucasian","Woman",47,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.361218396310961,0.371576179084803,0.300198512453565,0.329306884029121,0.340574992969612,0.651789559501998,0.672260922200667,0.764076699210513,0.696042393637726,143
1,1,0,1,0,0,1,1,4,"J.D. Salinger","Jane Austen","Isabel Allende","Zadie Smith","Lucy Maud","Ray Bradbury","Charles Dickens","White / Caucasian","Woman",49,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.37343484948318,1.40276414090359,0.300198512453565,0.846128608418036,0.980631527814593,-0.48559170131155,-0.466108457431466,0.764076699210513,-0.0625411531775011,143
1,0,1,1,0,1,0,1,1,"J.R.R. Tolkien","Isabel Allende","Nathaniel Hawthorne","Ernest Hemingway","Jack London","Ray Bradbury","Herman Melville","Hispanic / Latinx","Woman",40,0,0,"2Liberal",2,-2,"Democrat",1,0,0,0.361218396310961,-0.144017801824592,-0.200963456011272,0.329306884029121,0.0863860056260545,0.651789559501998,0.1030762323846,0.764076699210513,0.506314163699037,143
0,1,1,1,1,1,1,0,2,"Cormac McCarthy","J.R.R. Tolkien","F. Scott Fitzgerald","Jane Austen","Charles Dickens","Sylvia Plath","Isabel Allende","White / Caucasian","Man",37,1,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.86732662289707,0.887170159994198,0.801360480918401,0.846128608418036,0.850496468056926,1.22048018990877,1.24144561201673,1.34758512072006,1.26983697421519,143
0,1,1,1,0,0,1,1,2,"Jane Austen","Nathaniel Hawthorne","Lucy Maud","Charles Dickens","Michael Crichton","Jack London","F. Scott Fitzgerald","White / Caucasian","Woman",38,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.361218396310961,0.371576179084803,0.300198512453565,0.329306884029121,0.340574992969612,0.651789559501998,0.672260922200667,-0.98644856531813,0.112533972128178,143
0,1,1,1,0,0,0,1,0,"Jack London","Ray Bradbury","George Orwell","J.D. Salinger","Nathaniel Hawthorne","Kurt Vonnegut","John Steinbeck","White / Caucasian","Man",64,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,-0.650998056861259,-1.17520576364338,-1.20328739294094,-0.70433656474871,-0.933456944548573,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,1,1,1,1,1,"F. Scott Fitzgerald","Joyce Carol Oates","Kurt Vonnegut","J.D. Salinger","Ernest Hemingway","Nathaniel Hawthorne","Lucy Maud","White / Caucasian","Woman",71,0,1,"6Conservative",6,2,"Independent",0,1,0,0.361218396310961,0.887170159994198,0.300198512453565,0.846128608418036,0.59867891929419,0.0830989290952237,0.1030762323846,-0.402940143808582,-0.072254994109586,143
0,1,1,1,1,1,1,0,3,"Jane Austen","Lucy Maud","J.R.R. Tolkien","Michael Crichton","Sylvia Plath","F. Scott Fitzgerald","Isabel Allende","White / Caucasian","Woman",30,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.650998056861259,-0.144017801824592,0.801360480918401,-0.187514840359795,-0.045292554531811,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
1,0,1,1,0,1,0,0,1,"John Steinbeck","Ray Bradbury","Ernest Hemingway","Kurt Vonnegut","Joyce Carol Oates","Jack London","Cormac McCarthy","White / Caucasian","Man",78,1,1,"2Liberal",2,-2,"Independent",0,1,0,-0.650998056861259,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.679267957205016,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
1,1,1,0,0,1,0,1,1,"John Steinbeck","Lucy Maud","George Orwell","J.D. Salinger","Michael Crichton","Ernest Hemingway","Kurt Vonnegut","White / Caucasian","Woman",76,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.650998056861259,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.679267957205016,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
1,1,0,1,0,0,0,1,2,"Ray Bradbury","Gabriel Garcia Marquez","George Orwell","Isabel Allende","Jane Austen","Neil Gaiman","Ernest Hemingway","White / Caucasian","Man",37,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.37343484948318,0.887170159994198,0.801360480918401,0.846128608418036,0.977023524703454,0.651789559501998,0.1030762323846,-0.402940143808582,0.117308549359339,143
1,0,1,1,1,0,0,1,0,"George Orwell","J.R.R. Tolkien","Herman Melville","Ernest Hemingway","Ray Bradbury","Charles Dickens","Jane Austen","White / Caucasian","Man",65,1,1,"5Slightly conservative",5,1,"Independent",0,1,0,0.86732662289707,-0.659611782733986,-0.702125424476108,-0.187514840359795,-0.170481356168205,0.0830989290952237,-1.03529314724753,-0.402940143808582,-0.451711453986964,143
0,1,1,1,0,0,0,1,2,"George Orwell","Charles Dickens","Lucy Maud","Isabel Allende","Ray Bradbury","Kurt Vonnegut","John Steinbeck","Asian / Pacific Islander","Man",21,1,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.361218396310961,-1.17520576364338,-1.20328739294094,-1.22115828913763,-0.809608262352747,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,0,1,0,1,1,"Jack London","F. Scott Fitzgerald","Ernest Hemingway","Jane Austen","Charles Dickens","John Steinbeck","Kurt Vonnegut","White / Caucasian","Man",54,1,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.650998056861259,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.679267957205016,0.0830989290952237,-0.466108457431466,-0.402940143808582,-0.261983224048275,143
1,1,1,0,0,0,0,1,1,"Jack London","Sylvia Plath","Neil Gaiman","J.R.R. Tolkien","Herman Melville","George Orwell","Ernest Hemingway","White / Caucasian","Man",54,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.144889830275149,-0.144017801824592,0.300198512453565,0.329306884029121,0.0851494410957362,0.651789559501998,0.1030762323846,0.180568277700965,0.311811356529188,143
1,1,0,1,1,0,0,1,1,"J.D. Salinger","Ian McEwan","Isabel Allende","Gabriel Garcia Marquez","F. Scott Fitzgerald","Jorge Luis Borges","Sylvia Plath","White / Caucasian","Woman",57,0,1,"6Conservative",6,2,"Republican",0,0,1,0.86732662289707,0.887170159994198,0.801360480918401,0.846128608418036,0.850496468056926,2.35786145072232,2.37981499164887,2.51460196373916,2.41742613537011,143
0,1,1,1,0,0,1,1,2,"George Orwell","Joyce Carol Oates","Kurt Vonnegut","Jane Austen","Cormac McCarthy","Ian McEwan","Charles Dickens","White / Caucasian","Man",29,1,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-0.144889830275149,0.371576179084803,-0.200963456011272,-0.187514840359795,-0.040447986890353,0.0830989290952237,0.1030762323846,0.180568277700965,0.122247813060263,143
1,1,0,1,1,0,0,1,0,"Michael Crichton","J.R.R. Tolkien","J.D. Salinger","Nathaniel Hawthorne","F. Scott Fitzgerald","Herman Melville","Jane Austen","White / Caucasian","Woman",25,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.37343484948318,0.887170159994198,1.80368441784807,0.846128608418036,1.22760450893587,1.78917082031555,1.8106303018328,1.34758512072006,1.6491287476228,143
0,1,1,1,0,1,1,1,0,"George Orwell","J.R.R. Tolkien","John Steinbeck","J.D. Salinger","Ernest Hemingway","Ian McEwan","Gabriel Garcia Marquez","White / Caucasian","Woman",62,0,1,"6Conservative",6,2,"Republican",0,0,1,-0.650998056861259,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.679267957205016,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
1,1,0,1,1,1,0,0,1,"Zadie Smith","Jack London","J.D. Salinger","Ernest Hemingway","F. Scott Fitzgerald","Charles Dickens","Joyce Carol Oates","White / Caucasian","Man",39,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.15710628344737,-1.17520576364338,-0.200963456011272,-0.187514840359795,-0.680197585865454,-0.48559170131155,-0.466108457431466,0.180568277700965,-0.25704396034735,143
0,1,1,1,1,0,0,1,1,"John Steinbeck","F. Scott Fitzgerald","Ernest Hemingway","Jane Austen","Nathaniel Hawthorne","George Orwell","Sylvia Plath","White / Caucasian","Woman",41,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.144889830275149,0.887170159994198,0.300198512453565,0.846128608418036,0.472151862647662,0.0830989290952237,0.672260922200667,-0.402940143808582,0.117473235829103,143
0,1,1,1,0,1,1,1,1,"J.R.R. Tolkien","Michael Crichton","Ray Bradbury","F. Scott Fitzgerald","Ernest Hemingway","Jane Austen","Gabriel Garcia Marquez","White / Caucasian","Woman",73,0,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-1.15710628344737,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.805795013851543,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
0,1,1,1,1,1,1,0,1,"Ernest Hemingway","Jane Austen","F. Scott Fitzgerald","J.R.R. Tolkien","Charles Dickens","Herman Melville","Isabel Allende","Asian / Pacific Islander","Man",27,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.15710628344737,-1.17520576364338,-1.20328739294094,-0.70433656474871,-1.0599840011951,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,0,1,0,1,3,"Nathaniel Hawthorne","Neil Gaiman","Lucy Maud","Isabel Allende","Michael Crichton","Zadie Smith","Herman Melville","White / Caucasian","Man",39,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.361218396310961,0.887170159994198,0.300198512453565,0.846128608418036,0.59867891929419,1.22048018990877,0.1030762323846,0.764076699210513,0.695877707167962,143
1,1,0,1,0,0,0,1,4,"Isabel Allende","Gabriel Garcia Marquez","Zadie Smith","John Steinbeck","Sylvia Plath","Joyce Carol Oates","Jack London","Asian / Pacific Islander","Woman",44,0,0,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.144889830275149,0.371576179084803,0.801360480918401,0.329306884029121,0.339338428439294,0.651789559501998,0.1030762323846,0.180568277700965,0.311811356529188,143
0,1,1,1,0,1,0,0,3,"Isabel Allende","J.R.R. Tolkien","Sylvia Plath","Charles Dickens","Joyce Carol Oates","Michael Crichton","Neil Gaiman","White / Caucasian","Man",45,1,1,"6Conservative",6,2,"Republican",0,0,1,-0.650998056861259,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.679267957205016,0.651789559501998,-0.466108457431466,-0.402940143808582,-0.0724196805793502,143
1,1,1,0,0,1,0,1,0,"George Orwell","Ernest Hemingway","J.D. Salinger","J.R.R. Tolkien","Jack London","Michael Crichton","Kurt Vonnegut","White / Caucasian","Woman",50,0,1,"5Slightly conservative",5,1,"Republican",0,0,1,-1.15710628344737,-1.17520576364338,-1.20328739294094,-0.70433656474871,-1.0599840011951,-1.05428233171832,-0.466108457431466,1.34758512072006,-0.0576018894765766,143
0,1,1,1,0,0,0,1,2,"Jane Austen","Charles Dickens","George Orwell","Ray Bradbury","Sylvia Plath","John Steinbeck","Michael Crichton","White / Caucasian","Woman",61,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
0,1,1,1,0,1,0,1,1,"Jane Austen","George Orwell","Ernest Hemingway","Ray Bradbury","F. Scott Fitzgerald","J.R.R. Tolkien","Kurt Vonnegut","White / Caucasian","Woman",40,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
1,1,1,0,0,0,0,1,0,"George Orwell","Cormac McCarthy","F. Scott Fitzgerald","Ernest Hemingway","John Steinbeck","Charles Dickens","Nathaniel Hawthorne","White / Caucasian","Man",33,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.361218396310961,0.371576179084803,0.300198512453565,-0.70433656474871,0.0821641307751546,-0.48559170131155,-0.466108457431466,-0.402940143808582,-0.451546767517199,143
0,1,1,1,0,0,1,1,1,"F. Scott Fitzgerald","J.R.R. Tolkien","Ray Bradbury","Joyce Carol Oates","Kurt Vonnegut","Neil Gaiman","Charles Dickens","White / Caucasian","Man",26,1,1,"2Liberal",2,-2,"Democrat",1,0,0,0.361218396310961,0.371576179084803,0.300198512453565,-0.187514840359795,0.211369561872383,0.651789559501998,0.672260922200667,0.764076699210513,0.696042393637726,143
0,1,1,1,0,1,1,1,1,"Neil Gaiman","Ray Bradbury","Cormac McCarthy","Kurt Vonnegut","Michael Crichton","Isabel Allende","J.R.R. Tolkien","Black or African American","Man",35,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-0.144889830275149,-0.659611782733986,-0.200963456011272,-0.187514840359795,-0.29824497734505,0.0830989290952237,0.1030762323846,0.180568277700965,0.122247813060263,143
1,1,0,1,0,0,0,1,0,"Jack London","J.R.R. Tolkien","George Orwell","Ray Bradbury","Michael Crichton","Charles Dickens","John Steinbeck","White / Caucasian","Man",40,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.361218396310961,0.371576179084803,0.300198512453565,0.329306884029121,0.340574992969612,0.651789559501998,0.672260922200667,0.764076699210513,0.696042393637726,143
1,1,0,1,0,1,1,1,0,"Cormac McCarthy","F. Scott Fitzgerald","J.D. Salinger","J.R.R. Tolkien","Kurt Vonnegut","Charles Dickens","George Orwell","White / Caucasian","Man",35,1,1,"6Conservative",6,2,"Republican",0,0,1,-1.15710628344737,-1.17520576364338,-1.20328739294094,-1.22115828913763,-1.18918943229233,-1.05428233171832,-1.03529314724753,-0.98644856531813,-1.02534134809466,143
1,1,1,0,1,1,1,0,2,"George Orwell","Ernest Hemingway","Sylvia Plath","J.R.R. Tolkien","J.D. Salinger","Joyce Carol Oates","Isabel Allende","White / Caucasian","Woman",54,0,1,"2Liberal",2,-2,"Independent",0,1,0,1.37343484948318,1.40276414090359,1.30252244938324,1.36295033280695,1.36041794314424,0.651789559501998,0.672260922200667,0.764076699210513,0.696042393637726,143
1,1,1,0,1,1,1,0,2,"Jane Austen","Gabriel Garcia Marquez","George Orwell","Zadie Smith","Neil Gaiman","Ernest Hemingway","Isabel Allende","White / Caucasian","Woman",30,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.37343484948318,1.40276414090359,1.30252244938324,1.87977205719587,1.48962337424147,0.651789559501998,0.1030762323846,0.180568277700965,0.311811356529188,143
1,1,1,0,1,1,1,0,0,"Gabriel Garcia Marquez","Charles Dickens","J.R.R. Tolkien","George Orwell","John Steinbeck","Ray Bradbury","Isabel Allende","White / Caucasian","Woman",20,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.37343484948318,1.91835812181299,1.80368441784807,1.87977205719587,1.74381236158503,1.22048018990877,2.37981499164887,1.34758512072006,1.64929343409257,143
1,1,1,0,0,0,0,1,3,"Sylvia Plath","Ray Bradbury","Kurt Vonnegut","J.R.R. Tolkien","Jane Austen","Isabel Allende","Jack London","White / Caucasian","Man",45,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.15710628344737,-0.659611782733986,-0.702125424476108,-0.70433656474871,-0.805795013851543,-1.05428233171832,-0.466108457431466,-0.98644856531813,-0.835613118155973,143
