"female_pick","tech_pick","founder_pick","gender_feedback","founder_comp","tech_comp","male_pool","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","num_excluded_total"
1,0,1,0,0.346153846153846,0.384615384615385,0,0,0,1,1,0,0,"Julia Hartz (Founder of EventBrite)","White / Caucasian","Man",43,1,1,126
1,0,0,1,0.423076923076923,0.423076923076923,0,1,1,0,0,1,1,"Delphine Arnault (CEO of Christian Dior)","White / Caucasian","Non-binary",56,0,1,126
0,0,0,1,0.384615384615385,0.423076923076923,0,0,1,0,1,0,1,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Man",54,1,1,126
0,0,0,0,0.5,0.423076923076923,1,0,1,1,0,0,1,"Warren Buffet (CEO of Berkshire Hathaway)","White / Caucasian","Woman",42,0,1,126
0,0,0,1,0.307692307692308,0.423076923076923,0,0,0,0,1,1,0,"Warren Buffet (CEO of Berkshire Hathaway)","White / Caucasian","Woman",51,0,1,126
1,0,1,1,0.423076923076923,0.461538461538462,0,1,1,1,0,0,1,"Tory Burch (Founder of Tory Burch)","Black or African American","Woman",30,0,0,126
0,1,1,0,0.346153846153846,0.423076923076923,0,1,1,0,0,0,1,"Sergey Brin (Co-founder of Google)","White / Caucasian","Man",67,1,1,126
0,0,0,0,0.5,0.576923076923077,1,0,0,0,0,0,1,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Woman",66,0,1,126
1,0,0,0,0.423076923076923,0.423076923076923,0,1,0,1,1,1,1,"Carol Tome (CEO of UPS)","White / Caucasian","Woman",43,0,1,126
1,1,1,1,0.5,0.461538461538462,1,0,0,0,1,0,0,"Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",40,1,1,126
0,0,0,1,0.307692307692308,0.461538461538462,0,0,0,0,0,1,1,"James Gorman (CEO of Morgan Stanley)","White / Caucasian","Woman",41,0,1,126
0,1,1,0,0.5,0.538461538461538,1,0,1,0,0,0,1,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Woman",69,0,1,126
0,0,1,1,0.5,0.538461538461538,1,0,0,0,0,0,0,"Phil Knight (Co-founder of Nike)","White / Caucasian","Man",28,1,1,126
0,0,0,1,0.423076923076923,0.5,1,0,0,0,0,0,0,"Warren Buffet (CEO of Berkshire Hathaway)","Asian / Pacific Islander","Man",34,1,0,126
0,1,1,1,0.461538461538462,0.5,1,0,0,0,0,0,0,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Man",65,1,1,126
1,0,0,1,0.538461538461538,0.538461538461538,1,1,1,1,0,0,1,"Carol Tome (CEO of UPS)","White / Caucasian","Woman",31,0,1,126
1,0,1,1,0.346153846153846,0.423076923076923,0,0,0,0,0,0,1,"Julia Hartz (Founder of EventBrite)","White / Caucasian","Man",30,1,1,126
1,0,0,1,0.5,0.5,1,1,0,0,0,1,0,"Karen Lynch (CEO of CVS Health)","White / Caucasian","Woman",37,0,1,126
0,1,1,1,0.538461538461538,0.5,1,0,1,0,0,1,0,"Jeff Bezos (Founder of Amazon)","White / Caucasian","Woman",38,0,1,126
0,0,0,1,0.423076923076923,0.384615384615385,0,1,1,0,0,0,1,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Man",56,1,1,126
1,1,0,1,0.384615384615385,0.384615384615385,0,1,0,1,1,1,1,"Corie Barry (CEO of Best Buy)","White / Caucasian","Man",56,1,1,126
1,0,0,1,0.269230769230769,0.384615384615385,0,0,0,1,1,0,1,"Oprah Winfrey (CEO of Oprah Winfrey Network)","White / Caucasian","Woman",38,0,1,126
0,1,0,0,0.423076923076923,0.5,1,0,0,0,0,0,0,"Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",47,1,1,126
0,0,1,0,0.423076923076923,0.5,1,0,0,0,0,1,1,"Daymond John (Founder of FUBU)","Black or African American","Woman",44,0,0,126
0,1,0,1,0.384615384615385,0.423076923076923,0,1,1,1,1,1,1,"Tim Cook (CEO of Apple)","White / Caucasian","Woman",45,0,1,126
0,0,0,1,0.461538461538462,0.461538461538462,1,0,0,0,0,0,0,"Charles Koch (CEO of Koch Industries)","White / Caucasian","Man",43,1,1,126
1,0,0,0,0.384615384615385,0.461538461538462,0,1,1,1,0,1,1,"Delphine Arnault (CEO of Christian Dior)","White / Caucasian","Man",64,1,1,126
0,1,0,0,0.346153846153846,0.384615384615385,0,1,1,0,1,0,1,"Jeff Weiner (CEO of LinkedIn)","White / Caucasian","Woman",29,0,1,126
1,1,1,0,0.423076923076923,0.423076923076923,0,0,1,0,1,0,1,"Melanie Perkins (Founder of Canva)","White / Caucasian","Man",30,1,1,126
1,0,0,0,0.384615384615385,0.461538461538462,1,0,0,0,1,0,1,"Carol Tome (CEO of UPS)","White / Caucasian","Man",52,1,1,126
0,0,0,0,0.461538461538462,0.461538461538462,1,0,0,0,0,0,1,"James Gorman (CEO of Morgan Stanley)","White / Caucasian","Woman",64,0,1,126
1,0,0,0,0.461538461538462,0.461538461538462,1,1,0,0,0,0,0,"Mary Barra (CEO of General Motors)","White / Caucasian","Man",32,1,1,126
0,0,0,0,0.461538461538462,0.423076923076923,1,0,0,1,0,0,0,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Woman",45,0,1,126
0,1,1,0,0.461538461538462,0.538461538461538,1,0,0,0,0,0,0,"Mark Zuckerberg (Co-founder of Facebook)","Asian / Pacific Islander","Man",33,1,0,126
0,1,0,1,0.423076923076923,0.423076923076923,1,0,1,1,1,0,0,"Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Woman",48,0,1,126
1,0,0,1,0.461538461538462,0.461538461538462,1,0,0,1,1,0,0,"Mary Barra (CEO of General Motors)","White / Caucasian","Man",39,1,1,126
1,1,0,0,0.346153846153846,0.346153846153846,0,1,0,1,1,0,1,"Corie Barry (CEO of Best Buy)","White / Caucasian","Woman",46,0,1,126
0,1,1,0,0.384615384615385,0.384615384615385,0,0,1,1,1,1,1,"Larry Page (Co-founder of Google)","White / Caucasian","Woman",54,0,1,126
1,0,0,0,0.461538461538462,0.423076923076923,1,0,0,0,0,0,0,"Karen Lynch (CEO of CVS Health)","White / Caucasian","Man",55,1,1,126
1,1,1,0,0.423076923076923,0.346153846153846,0,0,0,1,1,0,0,"Melanie Perkins (Founder of Canva)","Black or African American","Man",32,1,0,126
1,0,1,0,0.423076923076923,0.423076923076923,0,0,0,1,1,0,1,"Julia Hartz (Founder of EventBrite)","White / Caucasian","Woman",45,0,1,126
1,0,0,1,0.5,0.461538461538462,1,0,0,0,1,0,0,"Mary Barra (CEO of General Motors)","White / Caucasian","Man",54,1,1,126
0,0,1,1,0.384615384615385,0.346153846153846,0,1,0,0,0,1,1,"Phil Knight (Co-founder of Nike)","White / Caucasian","Man",40,1,1,126
1,0,0,1,0.423076923076923,0.423076923076923,0,0,1,0,1,0,1,"Carol Tome (CEO of UPS)","White / Caucasian","Man",60,1,1,126
0,1,1,0,0.423076923076923,0.461538461538462,0,1,1,1,0,1,1,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Man",68,1,1,126
0,0,0,0,0.423076923076923,0.423076923076923,0,1,0,1,1,1,1,"James Dimon (CEO of JP Morgan)","White / Caucasian","Man",36,1,1,126
1,0,0,0,0.346153846153846,0.423076923076923,0,0,0,1,0,1,1,"Carol Tome (CEO of UPS)","White / Caucasian","Man",38,1,1,126
0,0,0,0,0.538461538461538,0.461538461538462,1,0,0,0,0,0,0,"James Dimon (CEO of JP Morgan)","White / Caucasian","Woman",57,0,1,126
1,0,0,0,0.461538461538462,0.576923076923077,1,0,0,0,0,0,0,"Carol Tome (CEO of UPS)","Black or African American","Woman",38,0,0,126
0,1,1,0,0.384615384615385,0.461538461538462,0,0,1,1,1,1,1,"Mark Zuckerberg (Co-founder of Facebook)","Black or African American","Man",43,1,0,126
0,1,1,1,0.346153846153846,0.384615384615385,0,0,0,1,1,1,1,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Man",56,1,1,126
1,1,0,0,0.346153846153846,0.461538461538462,0,1,0,0,0,0,1,"Anne Wojcicki (CEO of 23andMe)","White / Caucasian","Man",44,1,1,126
1,1,0,0,0.461538461538462,0.5,1,0,0,0,0,0,0,"Anne Wojcicki (CEO of 23andMe)","White / Caucasian","Woman",34,0,1,126
0,0,0,1,0.384615384615385,0.346153846153846,0,1,1,1,0,1,1,"James Dimon (CEO of JP Morgan)","Asian / Pacific Islander","Man",40,1,0,126
1,0,0,0,0.423076923076923,0.384615384615385,0,0,0,1,1,1,1,"Oprah Winfrey (CEO of Oprah Winfrey Network)","White / Caucasian","Man",69,1,1,126
1,0,0,1,0.461538461538462,0.538461538461538,1,0,0,0,0,1,1,"Carol Tome (CEO of UPS)","White / Caucasian","Man",46,1,1,126
0,0,0,0,0.346153846153846,0.461538461538462,0,0,1,0,1,1,1,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Woman",42,0,1,126
0,0,0,0,0.423076923076923,0.5,1,0,0,0,1,0,0,"James Dimon (CEO of JP Morgan)","White / Caucasian","Man",28,1,1,126
0,1,0,1,0.461538461538462,0.461538461538462,1,1,1,0,1,0,1,"Tim Cook (CEO of Apple)","White / Caucasian","Man",46,1,1,126
1,0,1,0,0.461538461538462,0.423076923076923,1,1,1,0,0,0,0,"Arianna Huffington (Co-founder of Huffington Post)","Black or African American","Woman",51,0,0,126
1,1,1,0,0.307692307692308,0.461538461538462,0,0,0,0,1,0,1,"Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",39,1,1,126
0,1,0,0,0.423076923076923,0.461538461538462,1,0,0,0,0,0,0,"Tim Cook (CEO of Apple)","White / Caucasian","Man",27,1,1,126
1,0,1,0,0.346153846153846,0.346153846153846,0,0,0,0,1,1,1,"Arianna Huffington (Co-founder of Huffington Post)","White / Caucasian","Woman",68,0,1,126
1,0,0,1,0.5,0.5,1,0,0,0,0,0,0,"Karen Lynch (CEO of CVS Health)","White / Caucasian","Man",30,1,1,126
1,0,0,0,0.461538461538462,0.461538461538462,1,0,0,1,0,0,0,"Carol Tome (CEO of UPS)","Hispanic / Latinx","Woman",46,0,0,126
1,0,0,0,0.5,0.5,1,0,0,0,0,0,0,"Tricia Griffith (CEO of Progressive)","White / Caucasian","Woman",52,0,1,126
0,0,0,0,0.461538461538462,0.461538461538462,1,0,0,1,0,0,1,"Warren Buffet (CEO of Berkshire Hathaway)","White / Caucasian","Man",39,1,1,126
1,1,0,1,0.5,0.5,1,0,1,1,1,0,0,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",45,0,1,126
0,1,1,1,0.423076923076923,0.384615384615385,1,0,0,0,1,1,1,"Bill Gates (Co-founder of Microsoft)","White / Caucasian","Man",61,1,1,126
1,1,0,1,0.384615384615385,0.423076923076923,0,0,0,0,1,1,1,"Safra Katz (CEO of Oracle)","White / Caucasian","Man",52,1,1,126
1,0,0,1,0.307692307692308,0.423076923076923,0,1,0,1,1,1,1,"Mary Barra (CEO of General Motors)","White / Caucasian","Woman",53,0,1,126
0,0,1,1,0.5,0.423076923076923,1,0,0,0,0,0,1,"Phil Knight (Co-founder of Nike)","White / Caucasian","Man",36,1,1,126
1,1,0,1,0.346153846153846,0.461538461538462,0,0,0,0,0,0,0,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",29,0,1,126
0,0,1,1,0.346153846153846,0.384615384615385,0,0,1,0,1,0,1,"Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Man",53,1,1,126
1,0,0,0,0.307692307692308,0.423076923076923,0,1,0,0,0,1,0,"Oprah Winfrey (CEO of Oprah Winfrey Network)","White / Caucasian","Man",59,1,1,126
0,0,0,1,0.423076923076923,0.423076923076923,1,1,1,0,1,0,0,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Man",28,1,1,126
0,1,0,1,0.384615384615385,0.384615384615385,0,0,1,1,1,1,1,"Jeff Weiner (CEO of LinkedIn)","Asian / Pacific Islander","Woman",58,0,0,126
0,1,1,1,0.461538461538462,0.461538461538462,1,0,0,1,1,0,0,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Man",63,1,1,126
1,0,0,1,0.461538461538462,0.461538461538462,0,0,0,1,1,1,0,"Tricia Griffith (CEO of Progressive)","White / Caucasian","Woman",65,0,1,126
0,0,1,1,0.384615384615385,0.384615384615385,0,0,1,0,1,0,1,"Daymond John (Founder of FUBU)","White / Caucasian","Woman",34,0,1,126
1,0,0,0,0.384615384615385,0.423076923076923,0,1,1,0,1,0,1,"Oprah Winfrey (CEO of Oprah Winfrey Network)","Black or African American","Man",26,1,0,126
0,0,0,1,0.346153846153846,0.346153846153846,0,1,1,0,1,1,0,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Woman",61,0,1,126
1,0,1,0,0.423076923076923,0.5,1,0,0,0,0,0,0,"Arianna Huffington (Co-founder of Huffington Post)","Black or African American","Woman",46,0,0,126
1,1,1,1,0.346153846153846,0.346153846153846,0,0,1,1,1,1,1,"Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",71,0,1,126
1,1,0,0,0.423076923076923,0.461538461538462,0,0,0,0,1,1,0,"Corie Barry (CEO of Best Buy)","White / Caucasian","Man",37,1,1,126
1,0,0,1,0.346153846153846,0.461538461538462,0,1,1,1,1,0,1,"Mary Barra (CEO of General Motors)","White / Caucasian","Man",36,1,1,126
1,0,1,0,0.423076923076923,0.423076923076923,0,0,0,0,1,1,1,"Arianna Huffington (Co-founder of Huffington Post)","Black or African American","Woman",32,0,0,126
1,0,0,0,0.5,0.461538461538462,1,0,0,1,0,0,0,"Carol Tome (CEO of UPS)","White / Caucasian","Woman",32,0,1,126
0,1,0,0,0.307692307692308,0.423076923076923,0,1,1,1,0,1,1,"Tim Cook (CEO of Apple)","White / Caucasian","Woman",45,0,1,126
0,1,0,1,0.423076923076923,0.461538461538462,1,0,0,0,0,1,1,"Tim Cook (CEO of Apple)","White / Caucasian","Man",31,1,1,126
1,0,0,1,0.423076923076923,0.384615384615385,0,0,0,0,1,1,0,"Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",43,1,1,126
1,1,1,0,0.461538461538462,0.5,1,0,1,0,0,0,1,"Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Man",70,1,1,126
0,1,1,0,0.461538461538462,0.461538461538462,1,0,1,0,1,0,1,"Larry Page (Co-founder of Google)","White / Caucasian","Woman",55,0,1,126
0,1,1,1,0.5,0.461538461538462,1,0,0,0,0,0,0,"Garrett Camp (Co-founder of Uber)","Asian / Pacific Islander","Man",41,1,0,126
0,0,0,0,0.307692307692308,0.346153846153846,0,0,0,1,0,1,1,"James Gorman (CEO of Morgan Stanley)","White / Caucasian","Man",40,1,1,126
1,0,0,1,0.461538461538462,0.423076923076923,0,1,1,0,1,1,0,"Delphine Arnault (CEO of Christian Dior)","White / Caucasian","Man",68,1,1,126
1,1,1,1,0.461538461538462,0.461538461538462,1,0,0,0,0,1,0,"Melanie Perkins (Founder of Canva)","Hispanic / Latinx","Woman",30,0,0,126
1,0,0,1,0.346153846153846,0.384615384615385,0,1,1,0,1,0,1,"Michelle Buck (CEO of The Hershey Company)","Black or African American","Man",41,1,0,126
1,0,0,1,0.346153846153846,0.384615384615385,0,0,1,0,1,1,0,"Rosalind Brewer (CEO of Walgreens)","White / Caucasian","Man",37,1,1,126
1,0,0,0,0.461538461538462,0.461538461538462,1,0,0,0,0,0,0,"Tricia Griffith (CEO of Progressive)","White / Caucasian","Man",34,1,1,126
0,1,1,0,0.423076923076923,0.423076923076923,1,0,0,0,0,0,0,"Mark Zuckerberg (Co-founder of Facebook)","White / Caucasian","Woman",66,0,1,126
1,0,0,0,0.346153846153846,0.423076923076923,0,0,1,1,0,1,1,"Michelle Buck (CEO of The Hershey Company)","White / Caucasian","Man",33,1,1,126
0,1,0,0,0.423076923076923,0.461538461538462,0,0,0,1,1,0,1,"Jeff Weiner (CEO of LinkedIn)","White / Caucasian","Man",54,1,1,126
0,0,1,1,0.461538461538462,0.461538461538462,1,1,0,0,0,0,0,"Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Man",42,1,1,126
0,1,1,0,0.461538461538462,0.538461538461538,1,0,0,1,1,0,0,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Woman",29,0,1,126
0,0,1,0,0.384615384615385,0.5,1,1,0,0,1,0,1,"Sean Combs (Founder of Bad Boy Entertainment)","White / Caucasian","Man",54,1,1,126
0,1,1,0,0.423076923076923,0.5,1,0,1,0,1,0,0,"Larry Page (Co-founder of Google)","White / Caucasian","Man",34,1,1,126
1,1,0,1,0.307692307692308,0.423076923076923,0,0,1,0,1,1,0,"Corie Barry (CEO of Best Buy)","White / Caucasian","Man",36,1,1,126
0,0,1,1,0.423076923076923,0.423076923076923,0,1,1,1,1,1,1,"Sean Combs (Founder of Bad Boy Entertainment)","Asian / Pacific Islander","Woman",36,0,0,126
1,1,1,1,0.5,0.461538461538462,1,0,0,0,0,0,0,"Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Man",35,1,1,126
1,1,0,1,0.346153846153846,0.423076923076923,0,0,1,0,1,1,0,"Anne Wojcicki (CEO of 23andMe)","White / Caucasian","Woman",47,0,1,126
0,0,1,1,0.461538461538462,0.538461538461538,1,0,0,0,0,0,0,"Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Woman",52,0,1,126
0,1,1,0,0.461538461538462,0.538461538461538,1,0,0,0,0,0,0,"Mark Zuckerberg (Co-founder of Facebook)","White / Caucasian","Woman",34,0,1,126
1,0,0,1,0.5,0.461538461538462,1,0,0,0,0,0,0,"Karen Lynch (CEO of CVS Health)","White / Caucasian","Man",63,1,1,126
0,1,1,1,0.346153846153846,0.423076923076923,0,1,1,0,1,0,0,"Mark Zuckerberg (Co-founder of Facebook)","White / Caucasian","Man",37,1,1,126
0,0,1,0,0.461538461538462,0.384615384615385,1,0,0,1,0,0,1,"Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Man",37,1,1,126
0,0,0,1,0.5,0.5,1,0,0,0,1,1,0,"Warren Buffet (CEO of Berkshire Hathaway)","White / Caucasian","Man",47,1,1,126
0,1,0,0,0.423076923076923,0.461538461538462,1,0,0,1,0,1,1,"Tim Cook (CEO of Apple)","White / Caucasian","Man",66,1,1,126
1,1,1,0,0.346153846153846,0.384615384615385,0,0,1,0,1,0,1,"Melanie Perkins (Founder of Canva)","White / Caucasian","Man",44,1,1,126
1,0,0,1,0.538461538461538,0.5,1,0,0,0,0,0,0,"Carol Tome (CEO of UPS)","White / Caucasian","Man",51,1,1,126
1,1,0,0,0.461538461538462,0.538461538461538,1,0,0,0,0,0,0,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",46,0,1,126
1,1,0,1,0.384615384615385,0.346153846153846,0,0,0,0,0,1,1,"Safra Katz (CEO of Oracle)","Black or African American","Man",29,1,0,126
0,1,1,1,0.384615384615385,0.346153846153846,0,0,1,1,1,0,1,"Larry Page (Co-founder of Google)","White / Caucasian","Woman",24,0,1,126
1,0,0,0,0.384615384615385,0.384615384615385,0,0,1,1,0,1,1,"Delphine Arnault (CEO of Christian Dior)","White / Caucasian","Woman",55,0,1,126
1,1,0,0,0.384615384615385,0.461538461538462,0,1,1,0,0,1,1,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",59,0,1,126
1,0,0,0,0.384615384615385,0.423076923076923,0,1,0,0,0,1,1,"Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",39,0,1,126
0,0,1,1,0.384615384615385,0.538461538461538,1,0,0,0,0,1,0,"Sean Combs (Founder of Bad Boy Entertainment)","White / Caucasian","Man",34,1,1,126
1,1,0,0,0.384615384615385,0.384615384615385,0,1,1,1,1,1,1,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",42,0,1,126
0,0,0,1,0.346153846153846,0.346153846153846,0,0,0,0,1,0,1,"Charles Koch (CEO of Koch Industries)","White / Caucasian","Man",49,1,1,126
0,1,0,1,0.423076923076923,0.461538461538462,1,0,1,1,1,0,1,"Jeff Weiner (CEO of LinkedIn)","White / Caucasian","Woman",36,0,1,126
0,1,0,0,0.461538461538462,0.461538461538462,0,0,1,1,1,1,0,"Tim Cook (CEO of Apple)","Asian / Pacific Islander","Woman",32,0,0,126
1,1,0,1,0.423076923076923,0.423076923076923,0,1,0,0,0,0,0,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",45,0,1,126
1,0,0,1,0.307692307692308,0.423076923076923,0,0,0,0,1,1,0,"Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",62,1,1,126
0,0,1,1,0.384615384615385,0.384615384615385,0,0,0,1,1,0,1,"Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Man",72,1,1,126
0,0,0,1,0.384615384615385,0.461538461538462,0,0,1,0,0,1,0,"James Gorman (CEO of Morgan Stanley)","White / Caucasian","Man",37,1,1,126
0,1,1,1,0.423076923076923,0.5,1,0,0,0,0,0,0,"Garrett Camp (Co-founder of Uber)","White / Caucasian","Woman",78,0,1,126
1,0,0,1,0.269230769230769,0.423076923076923,0,1,0,1,1,0,0,"Oprah Winfrey (CEO of Oprah Winfrey Network)","White / Caucasian","Woman",42,0,1,126
1,0,0,1,0.5,0.5,1,0,0,1,0,0,1,"Michelle Buck (CEO of The Hershey Company)","Black or African American","Woman",32,0,0,126
1,0,0,0,0.346153846153846,0.384615384615385,0,0,0,1,1,0,0,"Karen Lynch (CEO of CVS Health)","White / Caucasian","Woman",75,0,1,126
1,0,0,1,0.461538461538462,0.5,1,0,1,0,0,0,0,"Mary Barra (CEO of General Motors)","Asian / Pacific Islander","Man",50,1,0,126
0,1,1,0,0.423076923076923,0.5,0,0,0,0,1,0,1,"Sergey Brin (Co-founder of Google)","Asian / Pacific Islander","Man",36,1,0,126
1,1,1,0,0.423076923076923,0.307692307692308,0,1,1,1,1,1,1,"Melanie Perkins (Founder of Canva)","White / Caucasian","Man",34,1,1,126
0,0,0,0,0.461538461538462,0.423076923076923,1,0,0,0,0,0,0,"Warren Buffet (CEO of Berkshire Hathaway)","American Indian or Alaskan Native","Woman",26,0,0,126
0,1,0,0,0.538461538461538,0.576923076923077,1,0,0,0,0,0,0,"Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",26,1,1,126
0,0,0,0,0.5,0.538461538461538,1,1,0,1,0,0,0,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Woman",36,0,1,126
1,1,0,1,0.5,0.538461538461538,1,0,0,0,1,0,1,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",51,0,1,126
0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,"Marvin Ellison (CEO of Lowe’s)","White / Caucasian","Man",30,1,1,126
1,0,1,0,0.346153846153846,0.461538461538462,0,0,0,0,1,0,1,"Arianna Huffington (Co-founder of Huffington Post)","Black or African American","Man",51,1,0,126
0,1,1,0,0.538461538461538,0.461538461538462,1,1,0,0,0,0,1,"Larry Page (Co-founder of Google)","White / Caucasian","Man",44,1,1,126
1,0,0,1,0.5,0.461538461538462,1,0,0,0,0,0,0,"Rosalind Brewer (CEO of Walgreens)","White / Caucasian","Man",50,1,1,126
1,0,0,1,0.5,0.461538461538462,1,0,0,0,1,1,1,"Michelle Buck (CEO of The Hershey Company)","Asian / Pacific Islander","Man",33,1,0,126
0,0,0,1,0.346153846153846,0.423076923076923,0,0,1,1,1,0,1,"James Gorman (CEO of Morgan Stanley)","White / Caucasian","Man",35,1,1,126
1,0,1,1,0.384615384615385,0.384615384615385,0,1,1,1,1,1,1,"Arianna Huffington (Co-founder of Huffington Post)","White / Caucasian","Woman",35,0,1,126
0,0,1,0,0.5,0.5,1,0,0,0,0,0,0,"Daymond John (Founder of FUBU)","White / Caucasian","Man",43,1,1,126
1,0,0,1,0.423076923076923,0.5,1,0,1,0,0,0,0,"Rosalind Brewer (CEO of Walgreens)","Black or African American","Man",41,1,0,126
1,0,0,0,0.384615384615385,0.461538461538462,0,0,1,0,0,1,1,"Delphine Arnault (CEO of Christian Dior)","White / Caucasian","Woman",35,0,1,126
1,0,0,1,0.346153846153846,0.384615384615385,0,1,1,1,0,1,0,"Oprah Winfrey (CEO of Oprah Winfrey Network)","White / Caucasian","Woman",70,0,1,126
1,1,1,0,0.384615384615385,0.384615384615385,0,1,1,0,1,0,1,"Melanie Perkins (Founder of Canva)","White / Caucasian","Woman",38,0,1,126
0,0,0,1,0.346153846153846,0.346153846153846,0,0,0,1,1,0,1,"Charles Koch (CEO of Koch Industries)","Black or African American","Man",31,1,0,126
1,0,0,0,0.461538461538462,0.423076923076923,1,0,0,0,0,0,0,"Mary Barra (CEO of General Motors)","White / Caucasian","Man",39,1,1,126
1,0,1,0,0.384615384615385,0.384615384615385,0,1,0,1,1,1,1,"Julia Hartz (Founder of EventBrite)","White / Caucasian","Woman",47,0,1,126
1,1,0,0,0.461538461538462,0.576923076923077,1,0,0,0,0,0,0,"Safra Katz (CEO of Oracle)","White / Caucasian","Woman",37,0,1,126
0,1,0,0,0.461538461538462,0.5,1,0,0,0,0,0,0,"Jeff Weiner (CEO of LinkedIn)","White / Caucasian","Man",48,1,1,126
0,1,1,1,0.384615384615385,0.423076923076923,0,0,1,0,0,1,1,"Sergey Brin (Co-founder of Google)","White / Caucasian","Man",36,1,1,126
1,1,0,1,0.423076923076923,0.538461538461538,1,0,0,0,0,1,0,"Anne Wojcicki (CEO of 23andMe)","White / Caucasian","Man",36,1,1,126
0,1,1,1,0.423076923076923,0.461538461538462,0,1,1,1,1,1,0,"Jeff Bezos (Founder of Amazon)","White / Caucasian","Woman",32,0,1,126
1,0,1,0,0.346153846153846,0.423076923076923,0,1,1,0,0,0,0,"Arianna Huffington (Co-founder of Huffington Post)","White / Caucasian","Man",37,1,1,126
1,0,1,0,0.346153846153846,0.461538461538462,0,1,1,1,1,1,1,"Tory Burch (Founder of Tory Burch)","White / Caucasian","Woman",63,0,1,126
1,0,0,1,0.461538461538462,0.5,1,1,0,1,0,0,0,"Tricia Griffith (CEO of Progressive)","White / Caucasian","Man",43,1,1,126
0,0,1,0,0.5,0.423076923076923,1,0,0,0,1,0,1,"Michael Bloomberg (Co-founder of Bloomberg LP)","Asian / Pacific Islander","Woman",32,0,0,126
0,1,1,0,0.384615384615385,0.384615384615385,0,1,0,1,1,1,0,"Bill Gates (Co-founder of Microsoft)","White / Caucasian","Man",33,1,1,126
1,1,0,1,0.461538461538462,0.5,1,0,0,0,0,0,1,"Corie Barry (CEO of Best Buy)","White / Caucasian","Man",30,1,1,126
0,1,1,0,0.461538461538462,0.461538461538462,1,0,0,0,0,0,0,"Sergey Brin (Co-founder of Google)","White / Caucasian","Man",48,1,1,126
1,0,0,0,0.5,0.461538461538462,1,0,0,1,0,0,0,"Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",67,1,1,126
0,0,0,1,0.384615384615385,0.423076923076923,1,0,0,0,0,1,0,"James Dimon (CEO of JP Morgan)","White / Caucasian","Man",54,1,1,126
1,1,0,0,0.384615384615385,0.423076923076923,0,0,0,1,1,1,1,"Anne Wojcicki (CEO of 23andMe)","American Indian or Alaskan Native","Woman",50,0,0,126
1,1,1,0,0.307692307692308,0.461538461538462,0,0,1,0,1,0,0,"Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",52,0,1,126
0,0,0,0,0.461538461538462,0.538461538461538,1,0,0,0,0,0,1,"Charles Koch (CEO of Koch Industries)","White / Caucasian","Man",32,1,1,126
1,0,0,0,0.423076923076923,0.384615384615385,0,1,1,1,1,0,1,"Carol Tome (CEO of UPS)","White / Caucasian","Woman",35,0,1,126
