"treatment","men_pool","cond","pool","female_pick","base_gender","tech_pick","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","fair1_num","fair2_num","fair3_num","fairness","I1_num","I2_num","I3_num","I4_num","internal_motivation","E1_num","E2_num","E3_num","external_motivation","num_excluded_total"
1,1,"treat","men",1,0,0,"Jeff Bezos (Founder of Amazon)","Jensen Huang (CEO of NVIDIA)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Brian Moynihan (CEO of Bank of America)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Black or African American","Man",42,2,1,3,2,1,3,2,2,2,2,1,1,1.33333333333333,68
0,0,"control","women",1,3,0,"Jessica Alba (Founder of The Honest Company)","Phil Knight (Co-founder of Nike)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",40,2,1,2,1.66666666666667,2,3,3,3,2.75,1,1,1,1,68
0,1,"control","men",1,0,0,"Jeff Bezos (Founder of Amazon)","Jamie Dimon (CEO of JPMorgan Chase)","Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Lisa Su (CEO of AMD)","White / Caucasian","Man",59,5,5,5,5,4,5,5,5,4.75,4,5,4,4.33333333333333,68
0,1,"control","men",0,0,0,"Jensen Huang (CEO of NVIDIA)","Jeff Bezos (Founder of Amazon)","Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Andy Jassy (CEO of Amazon)","Richard Branson (Founder of Virgin Group)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Man",42,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,3,0,"Jane Fraser (CEO of Citigroup)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Linda Yaccarino (CEO of X)","Carol Tomé (CEO of UPS)","Black or African American","Woman",60,6,6,5,5.66666666666667,3,7,5,7,5.5,3,6,4,4.33333333333333,68
1,1,"treat","men",0,1,0,"Kendra Scott (Founder of Kendra Scott)","Andy Jassy (CEO of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Michael Bloomberg (Co-founder of Bloomberg LP)","Warren Buffett (CEO of Berkshire Hathaway)","Daymond John (Founder of FUBU)","Bill Gates (Co-founder of Microsoft)","White / Caucasian","Woman",40,3,6,6,5,6,6,6,6,6,6,6,6,6,68
1,0,"treat","women",1,6,0,"Melanie Perkins (Founder of Canva)","Jessica Alba (Founder of The Honest Company)","Julia Hartz (Co-founder of EventBrite)","Arianna Huffington (Founder of Thrive Global)","Kate Johnson (CEO of Lumen Technologies)","Sara Blakely (Founder of Spanx)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",36,2,2,1,1.66666666666667,2,2,3,2,2.25,2,2,2,2,68
0,0,"control","women",1,5,0,"Warren Buffett (CEO of Berkshire Hathaway)","Carol Tomé (CEO of UPS)","Sara Blakely (Founder of Spanx)","Michele Buck (CEO of Hershey)","Christine Leahy (CEO of CDW)","Mary Barra (CEO of General Motors)","Gail Boudreaux (CEO of Elevance Health)","White / Caucasian","Woman",37,2,2,2,2,2,4,4,2,3,1,2,2,1.66666666666667,68
0,1,"control","men",0,1,0,"Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Jensen Huang (CEO of NVIDIA)","Sundar Pichai (CEO of Alphabet Inc.)","Jamie Dimon (CEO of JPMorgan Chase)","Satya Nadella (CEO of Microsoft)","Mark Zuckerberg (Co-founder of Facebook)","Asian / Pacific Islander","Woman",44,3,3,3,3,2,6,4,6,4.5,5,2,2,3,68
0,0,"control","women",1,4,0,"Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Kate Johnson (CEO of Lumen Technologies)","Larry Page (Co-founder of Google)","Oprah Winfrey (Founder of OWN)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Hispanic / Latinx","Woman",66,4,4,3,3.66666666666667,5,4,3,3,3.75,3,3,3,3,68
1,1,"treat","men",1,2,0,"Mary Barra (CEO of General Motors)","Jeff Bezos (Founder of Amazon)","Jane Fraser (CEO of Citigroup)","Mark Zuckerberg (Co-founder of Facebook)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",70,7,6,6,6.33333333333333,6,6,6,6,6,5,5,5,5,68
0,1,"control","men",0,3,0,"Mary Barra (CEO of General Motors)","Jamie Dimon (CEO of JPMorgan Chase)","Bill Gates (Co-founder of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Kendra Scott (Founder of Kendra Scott)","Jane Fraser (CEO of Citigroup)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",75,4,4,4,4,3,3,3,6,3.75,3,3,2,2.66666666666667,68
1,1,"treat","men",0,1,0,"Richard Branson (Founder of Virgin Group)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",31,5,7,6,6,5,7,7,6,6.25,4,6,5,5,68
1,0,"treat","women",1,3,0,"Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Phil Knight (Co-founder of Nike)","Melanie Perkins (Founder of Canva)","Larry Page (Co-founder of Google)","Julia Hartz (Co-founder of EventBrite)","Linda Yaccarino (CEO of X)","Black or African American","Woman",26,4,4,4,4,6,4,6,5,5.25,4,3,2,3,68
0,0,"control","women",1,5,0,"Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Whitney Wolfe Herd (Founder of Bumble)","Melanie Perkins (Founder of Canva)","Leah Busque (Founder of TaskRabbit)","Kate Johnson (CEO of Lumen Technologies)","Julia Hartz (Co-founder of EventBrite)","Hispanic / Latinx","Woman",44,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",1,1,0,"Leah Busque (Founder of TaskRabbit)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Daymond John (Founder of FUBU)","Howard Schultz (Founder of Starbucks)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",52,5,3,3,3.66666666666667,5,4,6,5,5,5,5,5,5,68
0,1,"control","men",0,0,0,"Jamie Dimon (CEO of JPMorgan Chase)","Andy Jassy (CEO of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","White / Caucasian","Woman",28,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,3,0,"Jessica Alba (Founder of The Honest Company)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Jane Fraser (CEO of Citigroup)","Warren Buffett (CEO of Berkshire Hathaway)","Daymond John (Founder of FUBU)","Michele Buck (CEO of Hershey)","American Indian or Alaskan Native","Non-binary",27,1,1,2,1.33333333333333,1,1,1,2,1.25,1,1,1,1,68
1,0,"treat","women",1,5,0,"Warren Buffett (CEO of Berkshire Hathaway)","Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Christine Leahy (CEO of CDW)","Mary Barra (CEO of General Motors)","Sara Blakely (Founder of Spanx)","Oprah Winfrey (Founder of OWN)","White / Caucasian","Woman",63,2,2,5,3,2,2,2,2,2,2,2,2,2,68
1,1,"treat","men",1,1,0,"Mark Zuckerberg (Co-founder of Facebook)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Warren Buffett (CEO of Berkshire Hathaway)","Kendra Scott (Founder of Kendra Scott)","Daymond John (Founder of FUBU)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",37,5,5,6,5.33333333333333,4,5,6,5,5,4,6,4,4.66666666666667,68
0,0,"control","women",0,4,0,"Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Kate Johnson (CEO of Lumen Technologies)","Gail Boudreaux (CEO of Elevance Health)","Whitney Wolfe Herd (Founder of Bumble)","Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Asian / Pacific Islander","Man",23,1,1,1,1,3,1,1,1,1.5,1,1,2,1.33333333333333,68
1,1,"treat","men",0,0,0,"Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Satya Nadella (CEO of Microsoft)","Larry Page (Co-founder of Google)","Howard Schultz (Founder of Starbucks)","Phil Knight (Co-founder of Nike)","Bill Gates (Co-founder of Microsoft)","White / Caucasian","Man",36,2,2,2,2,2,2,2,2,2,2,1,1,1.33333333333333,68
0,0,"control","women",1,2,0,"Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","Warren Buffett (CEO of Berkshire Hathaway)","Oprah Winfrey (Founder of OWN)","Daymond John (Founder of FUBU)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Hispanic / Latinx","Man",35,5,6,5,5.33333333333333,6,5,5,7,5.75,6,5,5,5.33333333333333,68
1,0,"treat","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Kate Johnson (CEO of Lumen Technologies)","Jane Fraser (CEO of Citigroup)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Christine Leahy (CEO of CDW)","White / Caucasian","Man",40,1,1,1,1,1,7,4,1,3.25,1,1,1,1,68
0,1,"control","men",0,3,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Whitney Wolfe Herd (Founder of Bumble)","Lisa Su (CEO of AMD)","Daymond John (Founder of FUBU)","White / Caucasian","Man",50,2,2,2,2,2,2,2,6,3,2,5,5,4,68
0,0,"control","women",1,5,0,"Melanie Perkins (Founder of Canva)","Michele Buck (CEO of Hershey)","Carol Tomé (CEO of UPS)","Kendra Scott (Founder of Kendra Scott)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","White / Caucasian","Woman",43,2,2,2,2,3,3,4,3,3.25,3,3,2,2.66666666666667,68
1,1,"treat","men",1,1,0,"Jamie Dimon (CEO of JPMorgan Chase)","Bill Gates (Co-founder of Microsoft)","Andy Jassy (CEO of Amazon)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Satya Nadella (CEO of Microsoft)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",30,5,5,6,5.33333333333333,5,6,5,6,5.5,5,4,5,4.66666666666667,68
1,0,"treat","women",1,3,0,"Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Arianna Huffington (Founder of Thrive Global)","Linda Yaccarino (CEO of X)","Jane Fraser (CEO of Citigroup)","American Indian or Alaskan Native","Woman",23,6,6,6,6,5,5,5,5,5,5,5,5,5,68
1,1,"treat","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Mark Zuckerberg (Co-founder of Facebook)","Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","Phil Knight (Co-founder of Nike)","Jensen Huang (CEO of NVIDIA)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",33,5,3,5,4.33333333333333,6,6,5,5,5.5,4,5,4,4.33333333333333,68
0,0,"control","women",1,2,0,"Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Linda Yaccarino (CEO of X)","Mary Barra (CEO of General Motors)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Man",25,2,2,5,3,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Brian Moynihan (CEO of Bank of America)","Jeff Bezos (Founder of Amazon)","Michael Bloomberg (Co-founder of Bloomberg LP)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Howard Schultz (Founder of Starbucks)","Black or African American","Man",33,2,2,2,2,2,2,2,2,2,2,2,2,2,68
1,0,"treat","women",0,5,0,"Leah Busque (Founder of TaskRabbit)","Christine Leahy (CEO of CDW)","Jessica Alba (Founder of The Honest Company)","Daymond John (Founder of FUBU)","Whitney Wolfe Herd (Founder of Bumble)","Sara Blakely (Founder of Spanx)","Larry Page (Co-founder of Google)","White / Caucasian","Man",33,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,4,0,"Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Carol Tomé (CEO of UPS)","Julia Hartz (Co-founder of EventBrite)","Melanie Perkins (Founder of Canva)","Whitney Wolfe Herd (Founder of Bumble)","Jane Fraser (CEO of Citigroup)","Asian / Pacific Islander","Man",27,4,5,4,4.33333333333333,4,5,3,5,4.25,5,4,3,4,68
0,1,"control","men",0,0,0,"Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Jensen Huang (CEO of NVIDIA)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Bill Gates (Co-founder of Microsoft)","Howard Schultz (Founder of Starbucks)","White / Caucasian","Man",26,2,2,3,2.33333333333333,3,3,2,3,2.75,2,2,2,2,68
0,1,"control","men",0,3,0,"Bill Gates (Co-founder of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Jane Fraser (CEO of Citigroup)","Daymond John (Founder of FUBU)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Woman",47,5,4,5,4.66666666666667,3,5,5,5,4.5,3,4,3,3.33333333333333,68
0,1,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","White / Caucasian","Man",21,2,3,2,2.33333333333333,2,2,2,2,2,3,5,3,3.66666666666667,68
0,0,"control","women",1,4,0,"Whitney Wolfe Herd (Founder of Bumble)","Larry Page (Co-founder of Google)","Oprah Winfrey (Founder of OWN)","Kate Johnson (CEO of Lumen Technologies)","Sundar Pichai (CEO of Alphabet Inc.)","Sara Blakely (Founder of Spanx)","Melanie Perkins (Founder of Canva)","White / Caucasian","Man",39,1,1,1,1,1,2,2,1,1.5,1,2,1,1.33333333333333,68
1,0,"treat","women",1,3,0,"Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Gail Boudreaux (CEO of Elevance Health)","Larry Page (Co-founder of Google)","Melanie Perkins (Founder of Canva)","Kendra Scott (Founder of Kendra Scott)","Asian / Pacific Islander","Woman",25,2,3,4,3,2,2,3,3,2.5,2,2,2,2,68
1,1,"treat","men",1,3,0,"Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Jane Fraser (CEO of Citigroup)","Leah Busque (Founder of TaskRabbit)","Lisa Su (CEO of AMD)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",54,3,4,3,3.33333333333333,2,4,3,4,3.25,3,2,2,2.33333333333333,68
1,1,"treat","men",1,0,0,"Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Satya Nadella (CEO of Microsoft)","Andy Jassy (CEO of Amazon)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",30,6,6,6,6,6,6,6,6,6,6,6,5,5.66666666666667,68
0,0,"control","women",1,2,0,"Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Lisa Su (CEO of AMD)","Hispanic / Latinx","Woman",32,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Sundar Pichai (CEO of Alphabet Inc.)","Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","Whitney Wolfe Herd (Founder of Bumble)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Hispanic / Latinx","Woman",41,1,1,4,2,7,6,4,1,4.5,1,1,4,2,68
1,0,"treat","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Oprah Winfrey (Founder of OWN)","Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Mary Barra (CEO of General Motors)","Asian / Pacific Islander","Man",41,3,3,4,3.33333333333333,2,4,3,4,3.25,2,5,2,3,68
1,1,"treat","men",1,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Daymond John (Founder of FUBU)","Mark Zuckerberg (Co-founder of Facebook)","Richard Branson (Founder of Virgin Group)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",43,4,4,4,4,4,4,5,4,4.25,4,4,4,4,68
0,0,"control","women",1,6,0,"Arianna Huffington (Founder of Thrive Global)","Christine Leahy (CEO of CDW)","Jessica Alba (Founder of The Honest Company)","Kendra Scott (Founder of Kendra Scott)","Sara Blakely (Founder of Spanx)","Whitney Wolfe Herd (Founder of Bumble)","Melanie Perkins (Founder of Canva)","Asian / Pacific Islander","Woman",30,1,1,1,1,5,1,2,1,2.25,2,1,1,1.33333333333333,68
0,1,"control","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Mary Barra (CEO of General Motors)","Michael Bloomberg (Co-founder of Bloomberg LP)","Phil Knight (Co-founder of Nike)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Daymond John (Founder of FUBU)","White / Caucasian","Man",36,2,2,2,2,2,3,2,2,2.25,2,2,2,2,68
0,0,"control","women",1,4,0,"Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Melanie Perkins (Founder of Canva)","Carol Tomé (CEO of UPS)","Mary Barra (CEO of General Motors)","Kendra Scott (Founder of Kendra Scott)","Michele Buck (CEO of Hershey)","Black or African American","Man",28,5,6,5,5.33333333333333,6,7,7,6,6.5,6,7,7,6.66666666666667,68
0,0,"control","women",1,4,0,"Carol Tomé (CEO of UPS)","Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Man",36,1,1,7,3,1,7,1,6,3.75,1,2,1,1.33333333333333,68
1,1,"treat","men",1,2,0,"Andy Jassy (CEO of Amazon)","Jeff Bezos (Founder of Amazon)","Kendra Scott (Founder of Kendra Scott)","Howard Schultz (Founder of Starbucks)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",32,2,2,2,2,2,2,2,2,2,2,2,2,2,68
1,1,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","White / Caucasian","Man",54,6,7,6,6.33333333333333,6,7,7,5,6.25,7,7,7,7,68
1,1,"treat","men",1,1,0,"Daymond John (Founder of FUBU)","Kendra Scott (Founder of Kendra Scott)","Richard Branson (Founder of Virgin Group)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Andy Jassy (CEO of Amazon)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",40,6,7,7,6.66666666666667,7,7,7,7,7,7,6,7,6.66666666666667,68
0,1,"control","men",0,3,0,"Andy Jassy (CEO of Amazon)","Bill Gates (Co-founder of Microsoft)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",28,2,2,2,2,2,4,2,4,3,2,2,2,2,68
0,1,"control","men",0,0,0,"Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Bill Gates (Co-founder of Microsoft)","Howard Schultz (Founder of Starbucks)","Tim Cook (CEO of Apple)","Brian Moynihan (CEO of Bank of America)","Richard Branson (Founder of Virgin Group)","White / Caucasian","Man",55,6,5,5,5.33333333333333,5,5,6,6,5.5,4,4,2,3.33333333333333,68
0,0,"control","women",0,2,0,"Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",43,4,5,5,4.66666666666667,5,4,5,3,4.25,4,4,5,4.33333333333333,68
0,1,"control","men",0,0,0,"Richard Branson (Founder of Virgin Group)","Larry Page (Co-founder of Google)","Sundar Pichai (CEO of Alphabet Inc.)","Jensen Huang (CEO of NVIDIA)","Satya Nadella (CEO of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Woman",69,4,4,3,3.66666666666667,5,3,3,3,3.5,3,3,5,3.66666666666667,68
1,0,"treat","women",0,4,0,"Oprah Winfrey (Founder of OWN)","Larry Page (Co-founder of Google)","Julia Hartz (Co-founder of EventBrite)","Mary Barra (CEO of General Motors)","Sara Blakely (Founder of Spanx)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",40,7,7,7,7,5,5,7,5,5.5,5,5,5,5,68
1,1,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Hispanic / Latinx","Man",41,4,4,4,4,5,5,5,5,5,5,5,5,5,68
0,0,"control","women",1,4,0,"Mary Barra (CEO of General Motors)","Leah Busque (Founder of TaskRabbit)","Jane Fraser (CEO of Citigroup)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Hispanic / Latinx","Man",29,2,2,2,2,3,3,3,3,3,2,3,2,2.33333333333333,68
0,1,"control","men",0,0,0,"Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","Andy Jassy (CEO of Amazon)","Phil Knight (Co-founder of Nike)","Bill Gates (Co-founder of Microsoft)","Hispanic / Latinx","Woman",32,7,7,6,6.66666666666667,7,6,6,6,6.25,5,6,6,5.66666666666667,68
0,0,"control","women",1,3,0,"Arianna Huffington (Founder of Thrive Global)","Warren Buffett (CEO of Berkshire Hathaway)","Oprah Winfrey (Founder of OWN)","Sundar Pichai (CEO of Alphabet Inc.)","Jessica Alba (Founder of The Honest Company)","Tim Cook (CEO of Apple)","Melanie Perkins (Founder of Canva)","White / Caucasian","Woman",44,1,1,1,1,2,1,4,1,2,1,1,1,1,68
0,1,"control","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Andy Jassy (CEO of Amazon)","Richard Branson (Founder of Virgin Group)","Satya Nadella (CEO of Microsoft)","Daymond John (Founder of FUBU)","Jamie Dimon (CEO of JPMorgan Chase)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",56,7,7,7,7,6,7,7,7,6.75,7,7,6,6.66666666666667,68
1,1,"treat","men",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",46,7,7,7,7,7,7,6,6,6.5,7,6,7,6.66666666666667,68
1,0,"treat","women",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Sundar Pichai (CEO of Alphabet Inc.)","Lisa Su (CEO of AMD)","Jessica Alba (Founder of The Honest Company)","Asian / Pacific Islander","Man",51,5,5,5,5,4,5,5,5,4.75,5,4,4,4.33333333333333,68
1,0,"treat","women",0,4,0,"Warren Buffett (CEO of Berkshire Hathaway)","Arianna Huffington (Founder of Thrive Global)","Whitney Wolfe Herd (Founder of Bumble)","Jessica Alba (Founder of The Honest Company)","Melanie Perkins (Founder of Canva)","Phil Knight (Co-founder of Nike)","Daymond John (Founder of FUBU)","Asian / Pacific Islander","Man",35,4,4,5,4.33333333333333,3,4,5,6,4.5,5,4,4,4.33333333333333,68
1,0,"treat","women",0,3,0,"Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Melanie Perkins (Founder of Canva)","Lisa Su (CEO of AMD)","Jane Fraser (CEO of Citigroup)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Hispanic / Latinx","Man",27,2,2,2,2,6,2,2,2,3,2,2,2,2,68
1,1,"treat","men",1,2,0,"Bill Gates (Co-founder of Microsoft)","Whitney Wolfe Herd (Founder of Bumble)","Jane Fraser (CEO of Citigroup)","Jensen Huang (CEO of NVIDIA)","Howard Schultz (Founder of Starbucks)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",28,5,2,4,3.66666666666667,3,6,6,2,4.25,2,3,2,2.33333333333333,68
0,1,"control","men",1,2,0,"Whitney Wolfe Herd (Founder of Bumble)","Mary Barra (CEO of General Motors)","Larry Page (Co-founder of Google)","Daymond John (Founder of FUBU)","Michael Bloomberg (Co-founder of Bloomberg LP)","Warren Buffett (CEO of Berkshire Hathaway)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",34,6,6,6,6,5,5,6,5,5.25,5,5,5,5,68
0,0,"control","women",1,4,0,"Carol Tomé (CEO of UPS)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Jessica Alba (Founder of The Honest Company)","Sara Blakely (Founder of Spanx)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",39,5,3,5,4.33333333333333,7,7,7,3,6,3,3,2,2.66666666666667,68
