"treatment","men_pool","cond","pool","female_pick","base_gender","tech_pick","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","fair1_num","fair2_num","fair3_num","fairness","I1_num","I2_num","I3_num","I4_num","internal_motivation","E1_num","E2_num","E3_num","external_motivation","num_excluded_total"
0,1,"control","men",0,0,0,"Phil Knight (Co-founder of Nike)","Andy Jassy (CEO of Amazon)","Daymond John (Founder of FUBU)","Jamie Dimon (CEO of JPMorgan Chase)","Jeff Bezos (Founder of Amazon)","Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","White / Caucasian","Man",42,5,5,5,5,5,7,5,5,5.5,7,5,5,5.66666666666667,68
1,1,"treat","men",1,2,0,"Jeff Bezos (Founder of Amazon)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Bill Gates (Co-founder of Microsoft)","Jane Fraser (CEO of Citigroup)","Andy Jassy (CEO of Amazon)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",36,5,5,5,5,4,5,5,5,4.75,5,3,3,3.66666666666667,68
1,0,"treat","women",0,4,0,"Whitney Wolfe Herd (Founder of Bumble)","Tim Cook (CEO of Apple)","Kate Johnson (CEO of Lumen Technologies)","Julia Hartz (Co-founder of EventBrite)","Arianna Huffington (Founder of Thrive Global)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","American Indian or Alaskan Native","Man",52,5,5,5,5,5,5,5,5,5,5,6,5,5.33333333333333,68
0,1,"control","men",0,2,0,"Jensen Huang (CEO of NVIDIA)","Tim Cook (CEO of Apple)","Richard Branson (Founder of Virgin Group)","Satya Nadella (CEO of Microsoft)","Mary Barra (CEO of General Motors)","Jane Fraser (CEO of Citigroup)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",49,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",0,2,0,"Bill Gates (Co-founder of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Richard Branson (Founder of Virgin Group)","Satya Nadella (CEO of Microsoft)","Whitney Wolfe Herd (Founder of Bumble)","Kendra Scott (Founder of Kendra Scott)","Daymond John (Founder of FUBU)","White / Caucasian","Another gender not listed here:",67,3,1,2,2,6,4,3,3,4,2,2,4,2.66666666666667,68
0,1,"control","men",0,1,0,"Phil Knight (Co-founder of Nike)","Howard Schultz (Founder of Starbucks)","Daymond John (Founder of FUBU)","Richard Branson (Founder of Virgin Group)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Black or African American","Woman",34,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,0,"control","women",1,3,0,"Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Michele Buck (CEO of Hershey)","Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Linda Yaccarino (CEO of X)","White / Caucasian","Woman",63,2,2,2,2,2,2,3,2,2.25,2,3,2,2.33333333333333,68
1,1,"treat","men",0,1,0,"Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jane Fraser (CEO of Citigroup)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Man",68,2,2,4,2.66666666666667,2,4,2,2,2.5,2,2,2,2,68
1,0,"treat","women",1,2,0,"Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Oprah Winfrey (Founder of OWN)","Linda Yaccarino (CEO of X)","Sara Blakely (Founder of Spanx)","White / Caucasian","Woman",69,5,3,5,4.33333333333333,2,6,6,5,4.75,2,2,1,1.66666666666667,68
0,1,"control","men",0,3,0,"Whitney Wolfe Herd (Founder of Bumble)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Mary Barra (CEO of General Motors)","Mark Zuckerberg (Co-founder of Facebook)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",27,4,3,7,4.66666666666667,6,4,6,6,5.5,3,3,3,3,68
0,1,"control","men",1,2,0,"Leah Busque (Founder of TaskRabbit)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Jensen Huang (CEO of NVIDIA)","Bill Gates (Co-founder of Microsoft)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",26,7,7,7,7,6,6,7,6,6.25,1,2,2,1.66666666666667,68
0,0,"control","women",0,4,0,"Arianna Huffington (Founder of Thrive Global)","Gail Boudreaux (CEO of Elevance Health)","Kate Johnson (CEO of Lumen Technologies)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Daymond John (Founder of FUBU)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",62,7,6,4,5.66666666666667,6,7,5,5,5.75,6,6,5,5.66666666666667,68
1,1,"treat","men",0,2,0,"Daymond John (Founder of FUBU)","Warren Buffett (CEO of Berkshire Hathaway)","Michael Bloomberg (Co-founder of Bloomberg LP)","Bill Gates (Co-founder of Microsoft)","Mary Barra (CEO of General Motors)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",53,1,2,5,2.66666666666667,2,2,2,1,1.75,1,1,1,1,68
1,1,"treat","men",0,1,0,"Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Jensen Huang (CEO of NVIDIA)","Richard Branson (Founder of Virgin Group)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",49,2,1,1,1.33333333333333,1,1,1,1,1,1,2,1,1.33333333333333,68
1,0,"treat","women",1,1,0,"Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Linda Yaccarino (CEO of X)","White / Caucasian","Man",61,1,2,1,1.33333333333333,1,2,2,2,1.75,1,2,1,1.33333333333333,68
1,0,"treat","women",1,3,0,"Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Linda Yaccarino (CEO of X)","Carol Tomé (CEO of UPS)","Jane Fraser (CEO of Citigroup)","Asian / Pacific Islander","Woman",37,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",0,3,0,"Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Whitney Wolfe Herd (Founder of Bumble)","Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Kendra Scott (Founder of Kendra Scott)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Woman",52,3,4,5,4,5,3,5,3,4,5,5,3,4.33333333333333,68
1,0,"treat","women",1,6,0,"Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Melanie Perkins (Founder of Canva)","Leah Busque (Founder of TaskRabbit)","Kendra Scott (Founder of Kendra Scott)","Whitney Wolfe Herd (Founder of Bumble)","Julia Hartz (Co-founder of EventBrite)","Hispanic / Latinx","Man",51,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,3,0,"Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Arianna Huffington (Founder of Thrive Global)","Melanie Perkins (Founder of Canva)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","White / Caucasian","Woman",25,5,5,5,5,6,6,6,6,6,6,5,2,4.33333333333333,68
0,0,"control","women",0,3,0,"Carol Tomé (CEO of UPS)","Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Linda Yaccarino (CEO of X)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Man",21,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",0,0,0,"Tim Cook (CEO of Apple)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Jensen Huang (CEO of NVIDIA)","Satya Nadella (CEO of Microsoft)","Larry Page (Co-founder of Google)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Woman",25,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,6,0,"Julia Hartz (Co-founder of EventBrite)","Leah Busque (Founder of TaskRabbit)","Melanie Perkins (Founder of Canva)","Sara Blakely (Founder of Spanx)","Whitney Wolfe Herd (Founder of Bumble)","Kendra Scott (Founder of Kendra Scott)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Woman",35,1,1,1,1,4,1,1,1,1.75,4,4,1,3,68
1,1,"treat","men",0,0,0,"Andy Jassy (CEO of Amazon)","Bill Gates (Co-founder of Microsoft)","Brian Moynihan (CEO of Bank of America)","Daymond John (Founder of FUBU)","Howard Schultz (Founder of Starbucks)","Jamie Dimon (CEO of JPMorgan Chase)","Tim Cook (CEO of Apple)","Asian / Pacific Islander","Woman",36,4,4,4,4,4,4,4,5,4.25,5,5,5,5,68
0,0,"control","women",1,3,0,"Daymond John (Founder of FUBU)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Michele Buck (CEO of Hershey)","Oprah Winfrey (Founder of OWN)","Warren Buffett (CEO of Berkshire Hathaway)","Gail Boudreaux (CEO of Elevance Health)","White / Caucasian","Woman",73,2,2,2,2,2,2,2,2,2,1,2,2,1.66666666666667,68
1,0,"treat","women",1,5,0,"Jessica Alba (Founder of The Honest Company)","Leah Busque (Founder of TaskRabbit)","Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Melanie Perkins (Founder of Canva)","Whitney Wolfe Herd (Founder of Bumble)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Woman",32,2,2,2,2,2,3,5,4,3.5,2,2,2,2,68
0,1,"control","men",0,1,0,"Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Daymond John (Founder of FUBU)","White / Caucasian","Man",34,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",1,1,0,"Andy Jassy (CEO of Amazon)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Mary Barra (CEO of General Motors)","Richard Branson (Founder of Virgin Group)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",63,6,6,6,6,6,6,6,6,6,2,3,2,2.33333333333333,68
0,0,"control","women",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Michele Buck (CEO of Hershey)","Melanie Perkins (Founder of Canva)","White / Caucasian","Man",57,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",0,4,0,"Arianna Huffington (Founder of Thrive Global)","Jane Fraser (CEO of Citigroup)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Sara Blakely (Founder of Spanx)","Michele Buck (CEO of Hershey)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",55,5,5,3,4.33333333333333,3,3,3,3,3,3,3,3,3,68
1,1,"treat","men",0,2,0,"Brian Moynihan (CEO of Bank of America)","Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Man",42,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Daymond John (Founder of FUBU)","Sundar Pichai (CEO of Alphabet Inc.)","Howard Schultz (Founder of Starbucks)","Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","White / Caucasian","Man",41,2,2,2,2,2,2,2,2,2,5,2,2,3,68
0,0,"control","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Oprah Winfrey (Founder of OWN)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",26,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Howard Schultz (Founder of Starbucks)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Andy Jassy (CEO of Amazon)","White / Caucasian","Woman",73,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",0,3,0,"Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","Daymond John (Founder of FUBU)","Black or African American","Man",28,3,2,4,3,2,5,3,4,3.5,2,2,2,2,68
0,0,"control","women",1,3,0,"Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","Oprah Winfrey (Founder of OWN)","Larry Page (Co-founder of Google)","Sundar Pichai (CEO of Alphabet Inc.)","Sara Blakely (Founder of Spanx)","Carol Tomé (CEO of UPS)","Black or African American","Woman",31,2,2,2,2,2,2,3,2,2.25,4,2,1,2.33333333333333,68
1,0,"treat","women",1,4,0,"Oprah Winfrey (Founder of OWN)","Kendra Scott (Founder of Kendra Scott)","Jessica Alba (Founder of The Honest Company)","Sara Blakely (Founder of Spanx)","Daymond John (Founder of FUBU)","Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","White / Caucasian","Woman",38,1,1,1,1,1,4,1,1,1.75,1,1,1,1,68
1,1,"treat","men",1,1,0,"Jeff Bezos (Founder of Amazon)","Phil Knight (Co-founder of Nike)","Mark Zuckerberg (Co-founder of Facebook)","Michael Bloomberg (Co-founder of Bloomberg LP)","Whitney Wolfe Herd (Founder of Bumble)","Howard Schultz (Founder of Starbucks)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",43,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Andy Jassy (CEO of Amazon)","Jamie Dimon (CEO of JPMorgan Chase)","Satya Nadella (CEO of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Black or African American","Woman",29,4,2,7,4.33333333333333,2,3,6,4,3.75,2,3,2,2.33333333333333,68
0,1,"control","men",1,3,0,"Kendra Scott (Founder of Kendra Scott)","Bill Gates (Co-founder of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Howard Schultz (Founder of Starbucks)","Lisa Su (CEO of AMD)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",49,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",1,0,0,"Phil Knight (Co-founder of Nike)","Mark Zuckerberg (Co-founder of Facebook)","Jamie Dimon (CEO of JPMorgan Chase)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Michael Bloomberg (Co-founder of Bloomberg LP)","Satya Nadella (CEO of Microsoft)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",33,1,1,1,1,1,1,1,6,2.25,1,1,1,1,68
0,0,"control","women",0,5,0,"Sara Blakely (Founder of Spanx)","Michele Buck (CEO of Hershey)","Carol Tomé (CEO of UPS)","Jane Fraser (CEO of Citigroup)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",57,1,1,1,1,1,2,2,2,1.75,1,2,1,1.33333333333333,68
0,0,"control","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Woman",36,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",1,2,0,"Kendra Scott (Founder of Kendra Scott)","Warren Buffett (CEO of Berkshire Hathaway)","Jane Fraser (CEO of Citigroup)","Jeff Bezos (Founder of Amazon)","Daymond John (Founder of FUBU)","Phil Knight (Co-founder of Nike)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",33,1,2,6,3,2,2,5,2,2.75,2,3,4,3,68
0,1,"control","men",0,2,0,"Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Leah Busque (Founder of TaskRabbit)","Mary Barra (CEO of General Motors)","Mark Zuckerberg (Co-founder of Facebook)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jamie Dimon (CEO of JPMorgan Chase)","Black or African American","Woman",32,1,1,1,1,4,5,1,1,2.75,4,1,1,2,68
0,0,"control","women",1,3,0,"Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Daymond John (Founder of FUBU)","Phil Knight (Co-founder of Nike)","Michele Buck (CEO of Hershey)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",48,6,6,6,6,6,7,7,7,6.75,5,5,5,5,68
1,0,"treat","women",1,3,0,"Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Carol Tomé (CEO of UPS)","Melanie Perkins (Founder of Canva)","Phil Knight (Co-founder of Nike)","Oprah Winfrey (Founder of OWN)","White / Caucasian","Woman",27,3,3,3,3,3,3,3,3,3,3,3,3,3,68
1,1,"treat","men",1,0,0,"Jamie Dimon (CEO of JPMorgan Chase)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Tim Cook (CEO of Apple)","Richard Branson (Founder of Virgin Group)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",57,5,5,6,5.33333333333333,4,5,6,6,5.25,6,5,4,5,68
1,1,"treat","men",1,1,0,"Tim Cook (CEO of Apple)","Howard Schultz (Founder of Starbucks)","Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Mark Zuckerberg (Co-founder of Facebook)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",24,6,7,7,6.66666666666667,4,7,7,7,6.25,4,7,4,5,68
1,1,"treat","men",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Kendra Scott (Founder of Kendra Scott)","Satya Nadella (CEO of Microsoft)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",33,4,3,4,3.66666666666667,4,5,5,6,5,1,1,1,1,68
0,0,"control","women",1,4,0,"Carol Tomé (CEO of UPS)","Linda Yaccarino (CEO of X)","Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Mary Barra (CEO of General Motors)","Larry Page (Co-founder of Google)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Woman",60,5,5,5,5,4,5,5,5,4.75,2,5,5,4,68
0,1,"control","men",1,2,0,"Bill Gates (Co-founder of Microsoft)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Richard Branson (Founder of Virgin Group)","Tim Cook (CEO of Apple)","Kendra Scott (Founder of Kendra Scott)","Jane Fraser (CEO of Citigroup)","Black or African American","Woman",54,3,3,5,3.66666666666667,6,5,5,5,5.25,4,5,3,4,68
0,1,"control","men",0,2,0,"Leah Busque (Founder of TaskRabbit)","Whitney Wolfe Herd (Founder of Bumble)","Jensen Huang (CEO of NVIDIA)","Andy Jassy (CEO of Amazon)","Larry Page (Co-founder of Google)","Satya Nadella (CEO of Microsoft)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Woman",74,4,4,5,4.33333333333333,5,5,5,4,4.75,4,2,2,2.66666666666667,68
1,1,"treat","men",1,3,0,"Michael Bloomberg (Co-founder of Bloomberg LP)","Richard Branson (Founder of Virgin Group)","Jane Fraser (CEO of Citigroup)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",32,6,5,6,5.66666666666667,4,5,5,5,4.75,4,2,2,2.66666666666667,68
1,1,"treat","men",1,4,0,"Kendra Scott (Founder of Kendra Scott)","Whitney Wolfe Herd (Founder of Bumble)","Daymond John (Founder of FUBU)","Leah Busque (Founder of TaskRabbit)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",27,5,4,3,4,5,5,4,2,4,5,6,2,4.33333333333333,68
1,0,"treat","women",1,3,0,"Jessica Alba (Founder of The Honest Company)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Melanie Perkins (Founder of Canva)","Phil Knight (Co-founder of Nike)","Arianna Huffington (Founder of Thrive Global)","Hispanic / Latinx","Woman",24,7,3,6,5.33333333333333,5,6,6,6,5.75,6,4,4,4.66666666666667,68
0,0,"control","women",1,2,0,"Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Gail Boudreaux (CEO of Elevance Health)","Sundar Pichai (CEO of Alphabet Inc.)","Julia Hartz (Co-founder of EventBrite)","Kate Johnson (CEO of Lumen Technologies)","Black or African American","Man",50,6,5,5,5.33333333333333,6,6,4,3,4.75,5,5,5,5,68
1,1,"treat","men",1,0,0,"Andy Jassy (CEO of Amazon)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Jensen Huang (CEO of NVIDIA)","Bill Gates (Co-founder of Microsoft)","Satya Nadella (CEO of Microsoft)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",51,2,2,4,2.66666666666667,6,2,4,2,3.5,2,2,2,2,68
0,1,"control","men",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jensen Huang (CEO of NVIDIA)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",29,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,5,0,"Arianna Huffington (Founder of Thrive Global)","Christine Leahy (CEO of CDW)","Julia Hartz (Co-founder of EventBrite)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Mary Barra (CEO of General Motors)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Man",68,3,4,3,3.33333333333333,4,3,6,2,3.75,3,5,3,3.66666666666667,68
1,0,"treat","women",0,4,0,"Kendra Scott (Founder of Kendra Scott)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Arianna Huffington (Founder of Thrive Global)","Leah Busque (Founder of TaskRabbit)","Melanie Perkins (Founder of Canva)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",53,2,2,2,2,1,2,4,4,2.75,2,1,1,1.33333333333333,68
0,0,"control","women",1,5,0,"Oprah Winfrey (Founder of OWN)","Leah Busque (Founder of TaskRabbit)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","Jane Fraser (CEO of Citigroup)","Carol Tomé (CEO of UPS)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Woman",40,2,2,1,1.66666666666667,5,2,2,3,3,2,2,2,2,68
0,0,"control","women",1,4,0,"Arianna Huffington (Founder of Thrive Global)","Whitney Wolfe Herd (Founder of Bumble)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Julia Hartz (Co-founder of EventBrite)","Kendra Scott (Founder of Kendra Scott)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",31,6,5,6,5.66666666666667,4,7,7,7,6.25,1,1,1,1,68
1,0,"treat","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Arianna Huffington (Founder of Thrive Global)","Jane Fraser (CEO of Citigroup)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Michele Buck (CEO of Hershey)","White / Caucasian","Woman",58,1,1,2,1.33333333333333,1,2,2,2,1.75,1,1,1,1,68
1,1,"treat","men",0,2,0,"Bill Gates (Co-founder of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Mark Zuckerberg (Co-founder of Facebook)","Jeff Bezos (Founder of Amazon)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",47,2,2,2,2,2,3,2,2,2.25,2,2,2,2,68
1,0,"treat","women",1,3,0,"Kate Johnson (CEO of Lumen Technologies)","Arianna Huffington (Founder of Thrive Global)","Daymond John (Founder of FUBU)","Melanie Perkins (Founder of Canva)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",28,6,6,7,6.33333333333333,6,6,7,6,6.25,6,6,7,6.33333333333333,68
1,1,"treat","men",1,0,0,"Satya Nadella (CEO of Microsoft)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Kendra Scott (Founder of Kendra Scott)","Black or African American","Woman",45,4,4,6,4.66666666666667,6,6,6,6,6,5,6,7,6,68
0,1,"control","men",1,1,0,"Jensen Huang (CEO of NVIDIA)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","Bill Gates (Co-founder of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Mark Zuckerberg (Co-founder of Facebook)","Kendra Scott (Founder of Kendra Scott)","Black or African American","Man",24,6,5,6,5.66666666666667,5,6,6,6,5.75,5,5,5,5,68
1,0,"treat","women",1,3,0,"Jane Fraser (CEO of Citigroup)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",59,2,2,6,3.33333333333333,2,3,5,4,3.5,4,2,2,2.66666666666667,68
0,0,"control","women",1,5,0,"Daymond John (Founder of FUBU)","Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Kate Johnson (CEO of Lumen Technologies)","Michele Buck (CEO of Hershey)","Sara Blakely (Founder of Spanx)","Arianna Huffington (Founder of Thrive Global)","Black or African American","Woman",57,2,1,2,1.66666666666667,2,2,1,2,1.75,2,1,1,1.33333333333333,68
