"cond","base_condition","gender_feedback","poets_shown","oldies_shown","books_shown","women_shown","female_pick","poets_pick","oldies_pick","books_pick","base_gender","base_poets","base_oldies","base_books","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","num_excluded_total"
"treat","high",1,1,0,1,1,1,1,0,0,1,3,6,2,"J.R.R. Tolkien","James Joyce","Herman Melville","Virginia Woolf","Victor Hugo","Oscar Wilde","Sylvia Plath","White / Caucasian","Man",35,1,1,25
"treat","high",1,1,1,0,1,1,0,0,1,3,3,2,2,"George Orwell","Jane Austen","Maya Angelou","Margaret Atwood","J.R.R. Tolkien","James Joyce","Isabel Allende","White / Caucasian","Woman",40,0,1,25
"control","low",0,1,1,1,0,1,1,1,0,2,2,1,6,"Charles Dickens","Michael Crichton","J.K. Rowling","Ray Bradbury","John Steinbeck","Joyce Carol Oates","Virginia Woolf","White / Caucasian","Man",33,1,1,25
"treat","high",1,1,0,1,1,0,0,1,0,2,1,4,4,"J.K. Rowling","J.R.R. Tolkien","Jack London","Charles Dickens","Jane Austen","Ernest Hemingway","Oscar Wilde","White / Caucasian","Man",46,1,1,25
"treat","low",1,1,1,0,1,0,0,1,0,6,3,1,2,"Jane Austen","J.K. Rowling","Zadie Smith","Joyce Carol Oates","Sylvia Plath","Virginia Woolf","Ernest Hemingway","White / Caucasian","Woman",38,0,1,25
"control","high",0,1,1,1,0,1,1,0,0,1,3,4,4,"Charles Dickens","Rudyard Kipling","Isabel Allende","Neil Gaiman","Herman Melville","Ernest Hemingway","Sylvia Plath","White / Caucasian","Man",51,1,1,25
"treat","low",1,1,1,0,1,1,1,0,1,3,2,2,1,"J.K. Rowling","Zadie Smith","Virginia Woolf","J.D. Salinger","George Orwell","Oscar Wilde","Joyce Carol Oates","Black or African American","Woman",47,0,0,25
"treat","low",1,1,1,0,1,0,0,0,0,3,3,4,1,"Virginia Woolf","Oscar Wilde","Sylvia Plath","Joyce Carol Oates","Ernest Hemingway","F. Scott Fitzgerald","Antoine de Saint-Exupéry","White / Caucasian","Woman",24,0,1,25
"treat","low",1,1,1,0,1,1,1,1,0,2,3,3,1,"Jane Austen","Sylvia Plath","Oscar Wilde","Nathaniel Hawthorne","Kurt Vonnegut","Charles Dickens","Virginia Woolf","White / Caucasian","Man",53,1,1,25
"treat","low",1,1,0,1,1,1,0,0,1,3,1,1,2,"Zadie Smith","Jane Austen","Gabriel Garcia Marquez","F. Scott Fitzgerald","Michael Crichton","Joyce Carol Oates","J.K. Rowling","Black or African American","Woman",41,0,0,25
"treat","low",1,0,1,1,1,1,1,0,0,3,3,3,2,"Virginia Woolf","J.K. Rowling","F. Scott Fitzgerald","George Orwell","Charles Dickens","Jane Austen","Sylvia Plath","White / Caucasian","Woman",57,0,1,25
"treat","high",1,0,1,1,1,1,1,0,1,0,1,6,3,"Ernest Hemingway","J.R.R. Tolkien","Rudyard Kipling","Herman Melville","Oscar Wilde","James Joyce","Joyce Carol Oates","White / Caucasian","Man",71,1,1,25
"control","low",0,1,1,1,0,1,0,0,0,0,2,2,2,"F. Scott Fitzgerald","Ray Bradbury","George Orwell","Gabriel Garcia Marquez","Charles Dickens","Edward Upward","Jane Austen","Black or African American","Man",50,1,0,25
"treat","high",1,1,0,1,1,1,1,0,0,3,2,2,4,"J.K. Rowling","George Orwell","J.R.R. Tolkien","Jane Austen","Charles Dickens","Isabel Allende","Maya Angelou","White / Caucasian","Man",45,1,1,25
"control","high",0,1,1,1,0,0,0,1,1,2,2,4,2,"James Joyce","Ernest Hemingway","Charles Dickens","Maya Angelou","Jack London","Ayn Rand","J.R.R. Tolkien","White / Caucasian","Man",52,1,1,25
"control","low",0,1,1,1,0,0,0,0,0,1,2,3,2,"F. Scott Fitzgerald","John Steinbeck","Jane Austen","Charles Dickens","J.D. Salinger","Nathaniel Hawthorne","Antoine de Saint-Exupéry","Asian / Pacific Islander","Man",37,1,0,25
"control","high",0,1,1,1,0,0,1,0,0,3,3,2,2,"Jane Austen","J.K. Rowling","Jorge Luis Borges","Neil Gaiman","Oscar Wilde","Sylvia Plath","George Orwell","Asian / Pacific Islander","Woman",29,0,0,25
"treat","high",1,0,1,1,1,1,1,0,0,6,2,2,3,"J.K. Rowling","Virginia Woolf","Jane Austen","Lucy Maud","Ayn Rand","Isabel Allende","Maya Angelou","Asian / Pacific Islander","Woman",20,0,0,25
"treat","high",1,1,1,0,1,0,1,0,0,3,2,3,2,"Ernest Hemingway","J.R.R. Tolkien","Maya Angelou","Oscar Wilde","Ayn Rand","Margaret Atwood","George Orwell","Hispanic / Latinx","Woman",59,0,0,25
"control","high",0,1,1,1,0,1,1,1,1,3,4,4,2,"Virginia Woolf","Maya Angelou","Sylvia Plath","J.R.R. Tolkien","Charles Dickens","Oscar Wilde","Lucy Maud","White / Caucasian","Man",36,1,1,25
"control","low",0,1,1,1,0,0,0,0,0,4,3,1,2,"Sylvia Plath","Gabriel Garcia Marquez","Zadie Smith","Joyce Carol Oates","Ray Bradbury","Virginia Woolf","George Saunders","White / Caucasian","Man",33,1,1,25
"control","high",0,1,1,1,0,0,0,1,1,3,3,4,4,"J.K. Rowling","Jane Austen","Lucy Maud","J.R.R. Tolkien","Charles Dickens","Victor Hugo","Rudyard Kipling","White / Caucasian","Woman",64,0,1,25
"treat","high",1,1,1,0,1,0,1,1,1,4,3,2,3,"Maya Angelou","Margaret Atwood","Charles Dickens","Ernest Hemingway","Jane Austen","Isabel Allende","Herman Melville","White / Caucasian","Woman",28,0,1,25
"control","high",0,1,1,1,0,1,0,0,0,3,4,4,3,"Margaret Atwood","Charles Dickens","J.R.R. Tolkien","Virginia Woolf","Maya Angelou","Ernest Hemingway","Jane Austen","Black or African American","Man",62,1,0,25
"control","high",0,1,1,1,0,0,1,0,0,6,4,1,2,"Margaret Atwood","Sylvia Plath","Virginia Woolf","Jane Austen","Isabel Allende","Maya Angelou","George Orwell","Hispanic / Latinx","Woman",33,0,0,25
"treat","high",1,1,1,0,1,0,1,0,0,1,3,5,3,"Victor Hugo","James Joyce","Zadie Smith","Jack London","Herman Melville","Charles Dickens","George Orwell","White / Caucasian","Woman",74,0,1,25
"treat","low",1,1,1,0,1,0,0,0,0,0,2,3,2,"Kurt Vonnegut","Ernest Hemingway","Ray Bradbury","Oscar Wilde","George Orwell","Charles Dickens","J.D. Salinger","White / Caucasian","Man",58,1,1,25
"control","low",0,1,1,1,0,0,0,0,1,3,0,0,2,"Zadie Smith","Jane Austen","Neil Gaiman","Michael Crichton","Albert Camus","J.K. Rowling","Ray Bradbury","White / Caucasian","Woman",46,0,1,25
"control","low",0,1,1,1,0,1,0,0,1,3,2,1,1,"George Orwell","Jane Austen","Ray Bradbury","Virginia Woolf","Zadie Smith","Gabriel Garcia Marquez","J.K. Rowling","White / Caucasian","Woman",26,0,1,25
"control","low",0,1,1,1,0,0,0,1,0,1,2,2,4,"J.K. Rowling","Ernest Hemingway","Charles Dickens","John Steinbeck","Michael Crichton","George Orwell","F. Scott Fitzgerald","White / Caucasian","Man",40,1,1,25
"treat","low",1,0,1,1,1,0,0,0,1,2,3,4,3,"Charles Dickens","Ernest Hemingway","Virginia Woolf","J.K. Rowling","Michael Crichton","Nathaniel Hawthorne","John Steinbeck","White / Caucasian","Man",56,1,1,25
"treat","high",1,0,1,1,1,1,1,0,0,2,2,4,3,"James Joyce","Jane Austen","Charles Dickens","Jack London","Ernest Hemingway","Margaret Atwood","Maya Angelou","Hispanic / Latinx","Non-binary",63,0,0,25
"control","high",0,1,1,1,0,0,1,0,0,3,3,3,3,"Charles Dickens","Jane Austen","J.R.R. Tolkien","Margaret Atwood","Ernest Hemingway","Maya Angelou","George Orwell","White / Caucasian","Man",54,1,1,25
"control","low",0,1,1,1,0,1,0,0,0,1,1,2,2,"J.D. Salinger","Albert Camus","Charles Dickens","Jane Austen","Ernest Hemingway","Michael Crichton","Zadie Smith","White / Caucasian","Man",39,1,1,25
"treat","low",1,0,1,1,1,1,0,0,0,1,1,2,4,"Gabriel Garcia Marquez","John Steinbeck","J.K. Rowling","Michael Crichton","Charles Dickens","Ernest Hemingway","Jane Austen","White / Caucasian","Man",52,1,1,25
"treat","low",1,0,1,1,1,1,0,0,0,3,1,0,2,"Neil Gaiman","Antoine de Saint-Exupéry","Kurt Vonnegut","Zadie Smith","J.K. Rowling","Joyce Carol Oates","Jane Austen","Asian / Pacific Islander","Woman",40,0,0,25
"control","low",0,1,1,1,0,0,0,0,1,2,1,3,2,"Jane Austen","George Saunders","Charles Dickens","Oscar Wilde","F. Scott Fitzgerald","J.K. Rowling","Michael Crichton","Black or African American","Woman",33,0,0,25
"treat","low",1,0,1,1,1,0,0,0,1,2,2,2,3,"Charles Dickens","Jane Austen","J.K. Rowling","George Orwell","F. Scott Fitzgerald","Ray Bradbury","John Steinbeck","White / Caucasian","Man",42,1,1,25
"treat","low",1,1,1,0,1,0,1,1,0,0,2,3,2,"Charles Dickens","George Orwell","F. Scott Fitzgerald","Ernest Hemingway","John Steinbeck","J.D. Salinger","Nathaniel Hawthorne","White / Caucasian","Man",35,1,1,25
"control","low",0,1,1,1,0,0,0,1,0,2,2,2,0,"Oscar Wilde","Sylvia Plath","Jane Austen","F. Scott Fitzgerald","George Orwell","Antoine de Saint-Exupéry","Ernest Hemingway","White / Caucasian","Man",40,1,1,25
"control","high",0,1,1,1,0,1,1,1,1,2,4,3,2,"Neil Gaiman","Herman Melville","Jane Austen","Ernest Hemingway","Maya Angelou","Charles Dickens","Lucy Maud","Black or African American","Woman",45,0,0,25
"control","low",0,1,1,1,0,0,0,1,0,1,1,2,2,"J.K. Rowling","Gabriel Garcia Marquez","Nathaniel Hawthorne","F. Scott Fitzgerald","Michael Crichton","J.D. Salinger","Oscar Wilde","Black or African American","Man",38,1,0,25
"treat","low",1,1,1,0,1,0,0,0,0,0,2,3,1,"Oscar Wilde","Ray Bradbury","Nathaniel Hawthorne","Edward Upward","F. Scott Fitzgerald","George Orwell","Albert Camus","White / Caucasian","Man",64,1,1,25
"treat","low",1,0,1,1,1,1,0,0,0,1,2,1,3,"J.K. Rowling","George Orwell","Charles Dickens","J.D. Salinger","John Steinbeck","Kurt Vonnegut","Zadie Smith","White / Caucasian","Woman",69,0,1,25
"treat","high",1,1,1,0,1,0,1,0,0,3,2,3,3,"Oscar Wilde","Margaret Atwood","Maya Angelou","J.R.R. Tolkien","James Joyce","Isabel Allende","Neil Gaiman","White / Caucasian","Woman",51,0,1,25
"control","low",0,1,1,1,0,1,1,1,0,3,2,0,2,"Joyce Carol Oates","Sylvia Plath","Jane Austen","Antoine de Saint-Exupéry","Michael Crichton","Gabriel Garcia Marquez","Virginia Woolf","Asian / Pacific Islander","Man",48,1,0,25
"control","low",0,1,1,1,0,0,0,0,1,1,1,3,2,"Charles Dickens","Jane Austen","F. Scott Fitzgerald","Oscar Wilde","John Steinbeck","Antoine de Saint-Exupéry","Michael Crichton","White / Caucasian","Man",53,1,1,25
"control","low",0,1,1,1,0,0,1,0,0,0,2,4,1,"Charles Dickens","Nathaniel Hawthorne","Kurt Vonnegut","Ernest Hemingway","J.D. Salinger","F. Scott Fitzgerald","George Orwell","White / Caucasian","Man",49,1,1,25
"control","high",0,1,1,1,0,0,1,1,1,2,2,4,2,"J.K. Rowling","J.R.R. Tolkien","Ernest Hemingway","Oscar Wilde","George Orwell","Virginia Woolf","Charles Dickens","White / Caucasian","Man",37,1,1,25
"control","high",0,1,1,1,0,0,0,1,0,1,2,5,2,"Jack London","Victor Hugo","Ernest Hemingway","Oscar Wilde","Jane Austen","Charles Dickens","James Joyce","White / Caucasian","Man",65,1,1,25
"control","high",0,1,1,1,0,0,1,1,1,0,2,5,3,"Ernest Hemingway","Charles Dickens","Rudyard Kipling","Oscar Wilde","George Orwell","Jack London","Herman Melville","White / Caucasian","Man",62,1,1,25
"treat","high",1,1,1,0,1,1,1,0,1,2,3,4,2,"J.R.R. Tolkien","Virginia Woolf","Jane Austen","Charles Dickens","Ernest Hemingway","George Orwell","Margaret Atwood","White / Caucasian","Woman",52,0,1,25
"control","low",0,1,1,1,0,0,0,1,0,1,3,3,2,"Jane Austen","Michael Crichton","Charles Dickens","George Orwell","F. Scott Fitzgerald","Nathaniel Hawthorne","Oscar Wilde","White / Caucasian","Woman",33,0,1,25
"treat","low",1,0,1,1,1,0,0,0,0,0,2,2,3,"George Orwell","Ray Bradbury","Charles Dickens","J.D. Salinger","Ernest Hemingway","John Steinbeck","Kurt Vonnegut","White / Caucasian","Man",49,1,1,25
"treat","low",1,1,1,0,1,1,0,0,0,2,2,3,3,"Jane Austen","F. Scott Fitzgerald","Nathaniel Hawthorne","J.K. Rowling","Charles Dickens","Michael Crichton","Zadie Smith","White / Caucasian","Woman",37,0,1,25
"treat","high",1,0,1,1,1,1,0,0,0,3,4,4,2,"Charles Dickens","Ernest Hemingway","Sylvia Plath","Maya Angelou","Rudyard Kipling","Virginia Woolf","Zadie Smith","Hispanic / Latinx","Woman",52,0,0,25
"treat","high",1,1,1,0,1,1,1,1,1,3,2,2,5,"Isabel Allende","Neil Gaiman","J.K. Rowling","Margaret Atwood","Jack London","Rudyard Kipling","Lucy Maud","White / Caucasian","Woman",63,0,1,25
"control","high",0,1,1,1,0,1,1,1,0,6,3,1,4,"Maya Angelou","Lucy Maud","Margaret Atwood","J.K. Rowling","Jane Austen","Isabel Allende","Virginia Woolf","American Indian or Alaskan Native","Woman",47,0,0,25
"treat","low",1,0,1,1,1,0,0,0,0,0,0,2,2,"John Steinbeck","Michael Crichton","Gabriel Garcia Marquez","Oscar Wilde","Ernest Hemingway","Antoine de Saint-Exupéry","Edward Upward","Hispanic / Latinx","Woman",39,0,0,25
"treat","low",1,0,1,1,1,0,0,1,0,2,3,2,3,"Michael Crichton","J.K. Rowling","Jane Austen","Charles Dickens","Nathaniel Hawthorne","George Orwell","F. Scott Fitzgerald","White / Caucasian","Woman",36,0,1,25
"treat","low",1,0,1,1,1,1,0,0,0,3,3,1,2,"Sylvia Plath","Gabriel Garcia Marquez","Kurt Vonnegut","Joyce Carol Oates","Virginia Woolf","John Steinbeck","Zadie Smith","White / Caucasian","Woman",23,0,1,25
"control","low",0,1,1,1,0,0,0,0,0,2,3,2,2,"George Orwell","Charles Dickens","Sylvia Plath","Ernest Hemingway","Jane Austen","John Steinbeck","Edward Upward","White / Caucasian","Man",44,1,1,25
"treat","high",1,1,1,0,1,1,0,0,1,3,4,2,2,"Charles Dickens","George Orwell","Ernest Hemingway","Jane Austen","Maya Angelou","Margaret Atwood","J.K. Rowling","White / Caucasian","Woman",58,0,1,25
"control","low",0,1,1,1,0,1,1,0,1,1,2,4,2,"Charles Dickens","Jane Austen","Oscar Wilde","John Steinbeck","Nathaniel Hawthorne","Ernest Hemingway","Joyce Carol Oates","White / Caucasian","Man",27,1,1,25
"control","high",0,1,1,1,0,1,0,0,1,3,4,4,2,"Maya Angelou","Neil Gaiman","Ernest Hemingway","Rudyard Kipling","Lucy Maud","Virginia Woolf","Isabel Allende","Black or African American","Man",54,1,0,25
"treat","high",1,1,1,0,1,0,0,1,1,6,5,1,2,"Joyce Carol Oates","Virginia Woolf","Maya Angelou","Margaret Atwood","Sylvia Plath","Jane Austen","J.R.R. Tolkien","White / Caucasian","Woman",41,0,1,25
"treat","high",1,1,0,1,1,1,1,0,0,6,2,0,3,"Zadie Smith","Isabel Allende","J.K. Rowling","Joyce Carol Oates","Maya Angelou","Jane Austen","Sylvia Plath","Black or African American","Woman",53,0,0,25
"treat","high",1,0,1,1,1,1,0,0,0,3,4,3,2,"Sylvia Plath","Oscar Wilde","Joyce Carol Oates","Charles Dickens","Ernest Hemingway","Maya Angelou","Zadie Smith","Black or African American","Woman",53,0,0,25
"control","low",0,1,1,1,0,0,0,0,1,1,1,2,1,"George Orwell","J.D. Salinger","F. Scott Fitzgerald","Jane Austen","Michael Crichton","Ernest Hemingway","Ray Bradbury","Hispanic / Latinx","Man",29,1,0,25
"control","high",0,1,1,1,0,1,0,0,1,5,4,1,2,"Zadie Smith","Isabel Allende","Sylvia Plath","Maya Angelou","Joyce Carol Oates","Victor Hugo","J.K. Rowling","Hispanic / Latinx","Woman",41,0,0,25
"treat","high",1,1,0,1,1,0,1,1,1,2,1,4,2,"Oscar Wilde","J.R.R. Tolkien","Ernest Hemingway","Jack London","Jane Austen","Maya Angelou","Charles Dickens","White / Caucasian","Man",73,1,1,25
"control","high",0,1,1,1,0,1,0,0,1,2,4,4,4,"Charles Dickens","Oscar Wilde","Ernest Hemingway","Margaret Atwood","Joyce Carol Oates","Herman Melville","Isabel Allende","White / Caucasian","Woman",43,0,1,25
"treat","low",1,1,1,0,1,0,0,0,1,1,2,3,1,"Charles Dickens","F. Scott Fitzgerald","Neil Gaiman","Oscar Wilde","George Orwell","Jane Austen","Michael Crichton","White / Caucasian","Woman",46,0,1,25
"control","high",0,1,1,1,0,0,0,1,1,3,3,3,1,"Oscar Wilde","Ernest Hemingway","Jane Austen","George Orwell","Virginia Woolf","Margaret Atwood","J.R.R. Tolkien","White / Caucasian","Man",35,1,1,25
"control","low",0,1,1,1,0,0,0,1,0,0,3,3,2,"John Steinbeck","George Orwell","Charles Dickens","F. Scott Fitzgerald","J.D. Salinger","Nathaniel Hawthorne","Ernest Hemingway","White / Caucasian","Man",52,1,1,25
"treat","high",1,1,0,1,1,1,1,0,1,5,1,1,2,"J.K. Rowling","Maya Angelou","Ayn Rand","Rudyard Kipling","Jane Austen","Zadie Smith","Margaret Atwood","Asian / Pacific Islander","Woman",35,0,0,25
"control","high",0,1,1,1,0,0,1,1,1,3,2,3,5,"Isabel Allende","Rudyard Kipling","J.R.R. Tolkien","Joyce Carol Oates","Margaret Atwood","Ernest Hemingway","Herman Melville","White / Caucasian","Man",39,1,1,25
"control","low",0,1,1,1,0,0,1,1,0,1,2,0,2,"Ray Bradbury","Sylvia Plath","Kurt Vonnegut","J.D. Salinger","George Orwell","John Steinbeck","Nathaniel Hawthorne","Asian / Pacific Islander","Woman",41,0,0,25
"treat","low",1,1,1,0,1,1,1,0,1,0,2,1,3,"Kurt Vonnegut","George Orwell","John Steinbeck","Charles Dickens","Ray Bradbury","Gabriel Garcia Marquez","Joyce Carol Oates","White / Caucasian","Woman",49,0,1,25
"treat","high",1,0,1,1,1,0,0,1,1,3,2,3,3,"Jane Austen","Zadie Smith","Rudyard Kipling","Ernest Hemingway","Margaret Atwood","Herman Melville","J.R.R. Tolkien","Black or African American","Man",39,1,0,25
"control","high",0,1,1,1,0,0,1,1,1,4,3,3,1,"Oscar Wilde","Ernest Hemingway","Maya Angelou","J.K. Rowling","Virginia Woolf","Sylvia Plath","Charles Dickens","White / Caucasian","Woman",34,0,1,25
"control","high",0,1,1,1,0,1,1,1,1,1,2,5,4,"Ernest Hemingway","Jack London","Charles Dickens","J.K. Rowling","Rudyard Kipling","Victor Hugo","Lucy Maud","White / Caucasian","Woman",58,0,1,25
"treat","low",1,1,1,0,1,1,1,1,0,2,2,2,3,"J.K. Rowling","Ernest Hemingway","Michael Crichton","Joyce Carol Oates","George Orwell","F. Scott Fitzgerald","Virginia Woolf","White / Caucasian","Man",38,1,1,25
"treat","high",1,0,1,1,1,1,0,0,0,3,2,2,4,"J.R.R. Tolkien","Neil Gaiman","J.K. Rowling","Rudyard Kipling","Margaret Atwood","Jane Austen","Zadie Smith","White / Caucasian","Woman",30,0,1,25
"control","high",0,1,1,1,0,0,0,1,1,2,1,4,4,"Ernest Hemingway","J.K. Rowling","Rudyard Kipling","Herman Melville","Jack London","Ayn Rand","J.R.R. Tolkien","White / Caucasian","Man",39,1,1,25
"control","low",0,1,1,1,0,0,0,1,0,3,4,3,2,"Charles Dickens","Jane Austen","Ernest Hemingway","Joyce Carol Oates","Virginia Woolf","George Orwell","Oscar Wilde","White / Caucasian","Woman",32,0,1,25
"control","high",0,1,1,1,0,0,1,1,1,5,4,1,3,"Margaret Atwood","Jane Austen","Maya Angelou","J.K. Rowling","Charles Dickens","Sylvia Plath","Jorge Luis Borges","White / Caucasian","Woman",30,0,1,25
"control","high",0,1,1,1,0,0,1,1,1,3,1,3,4,"Margaret Atwood","J.R.R. Tolkien","J.K. Rowling","Jane Austen","Ernest Hemingway","Rudyard Kipling","Jorge Luis Borges","American Indian or Alaskan Native","Man",31,1,0,25
"treat","high",1,1,1,0,1,1,0,0,1,2,3,4,3,"Lucy Maud","Victor Hugo","Ernest Hemingway","George Orwell","J.R.R. Tolkien","J.K. Rowling","Isabel Allende","White / Caucasian","Man",44,1,1,25
"control","low",0,1,1,1,0,1,1,0,0,2,2,2,1,"J.K. Rowling","George Orwell","Jane Austen","Nathaniel Hawthorne","Oscar Wilde","Neil Gaiman","Sylvia Plath","White / Caucasian","Woman",37,0,1,25
"treat","low",1,1,1,0,1,0,1,1,0,4,3,2,3,"J.K. Rowling","Jane Austen","Charles Dickens","Sylvia Plath","Virginia Woolf","Michael Crichton","Nathaniel Hawthorne","White / Caucasian","Woman",49,0,1,25
"control","low",0,1,1,1,0,0,0,0,0,2,2,1,1,"Albert Camus","Neil Gaiman","Gabriel Garcia Marquez","Sylvia Plath","Joyce Carol Oates","F. Scott Fitzgerald","J.D. Salinger","White / Caucasian","Man",51,1,1,25
"control","high",0,1,1,1,0,0,1,1,1,0,2,5,3,"Oscar Wilde","George Orwell","J.R.R. Tolkien","Ernest Hemingway","Jack London","Herman Melville","Charles Dickens","White / Caucasian","Man",46,1,1,25
"treat","low",1,1,1,0,1,1,1,0,0,1,1,2,3,"Neil Gaiman","Ray Bradbury","Kurt Vonnegut","J.K. Rowling","Charles Dickens","F. Scott Fitzgerald","Sylvia Plath","White / Caucasian","Woman",74,0,1,25
"control","high",0,1,1,1,0,1,0,0,0,1,1,4,2,"George Orwell","Jack London","Ayn Rand","J.R.R. Tolkien","Oscar Wilde","James Joyce","Jane Austen","White / Caucasian","Man",53,1,1,25
"treat","high",1,1,1,0,1,0,1,0,0,1,2,5,4,"Charles Dickens","Ernest Hemingway","J.R.R. Tolkien","J.K. Rowling","Victor Hugo","Rudyard Kipling","George Orwell","White / Caucasian","Man",31,1,1,25
"treat","high",1,0,1,1,1,1,1,1,1,1,3,4,3,"Charles Dickens","J.R.R. Tolkien","Ernest Hemingway","Jane Austen","George Orwell","Herman Melville","Lucy Maud","White / Caucasian","Woman",67,0,1,25
"treat","high",1,0,1,1,1,1,1,0,1,3,5,3,1,"Neil Gaiman","Victor Hugo","Charles Dickens","Maya Angelou","Virginia Woolf","Jane Austen","Margaret Atwood","Asian / Pacific Islander","Woman",50,0,0,25
"control","low",0,1,1,1,0,0,0,1,0,3,3,3,3,"Jane Austen","Nathaniel Hawthorne","Charles Dickens","J.K. Rowling","Virginia Woolf","Michael Crichton","F. Scott Fitzgerald","White / Caucasian","Woman",38,0,1,25
"control","high",0,1,1,1,0,1,1,1,0,3,1,3,4,"J.R.R. Tolkien","J.K. Rowling","Jane Austen","Charles Dickens","Ernest Hemingway","Isabel Allende","Virginia Woolf","Black or African American","Woman",45,0,0,25
"treat","low",1,1,1,0,1,0,0,0,1,1,2,3,2,"Charles Dickens","J.K. Rowling","Ernest Hemingway","George Orwell","F. Scott Fitzgerald","Gabriel Garcia Marquez","Ray Bradbury","White / Caucasian","Man",65,1,1,25
"treat","low",1,1,0,1,1,0,0,0,1,2,2,3,2,"Jane Austen","J.K. Rowling","Antoine de Saint-Exupéry","Ernest Hemingway","Charles Dickens","Nathaniel Hawthorne","John Steinbeck","White / Caucasian","Woman",66,0,1,25
"control","high",0,1,1,1,0,1,1,0,0,4,2,2,3,"Maya Angelou","Isabel Allende","James Joyce","J.R.R. Tolkien","Zadie Smith","Margaret Atwood","Sylvia Plath","White / Caucasian","Woman",56,0,1,25
"treat","low",1,1,1,0,1,1,1,0,1,3,2,3,2,"Virginia Woolf","Jane Austen","Charles Dickens","Zadie Smith","Oscar Wilde","Ray Bradbury","Joyce Carol Oates","Black or African American","Woman",42,0,0,25
"treat","high",1,0,1,1,1,0,0,1,1,3,1,3,4,"Isabel Allende","Zadie Smith","Jack London","Jorge Luis Borges","Anya Seton","Ernest Hemingway","J.R.R. Tolkien","White / Caucasian","Woman",45,0,1,25
"treat","low",1,1,1,0,1,1,1,0,0,2,1,2,4,"F. Scott Fitzgerald","Michael Crichton","J.K. Rowling","Jane Austen","John Steinbeck","Charles Dickens","Sylvia Plath","White / Caucasian","Woman",56,0,1,25
"control","high",0,1,1,1,0,0,0,1,1,4,3,3,1,"Sylvia Plath","Jane Austen","J.K. Rowling","Victor Hugo","Virginia Woolf","Oscar Wilde","J.R.R. Tolkien","White / Caucasian","Woman",54,0,1,25
"control","high",0,1,1,1,0,1,1,0,1,1,2,3,3,"J.R.R. Tolkien","J.K. Rowling","George Orwell","Neil Gaiman","Jack London","Oscar Wilde","Margaret Atwood","Black or African American","Man",35,1,0,25
"treat","high",1,1,1,0,1,0,1,0,0,2,3,3,2,"Charles Dickens","Jane Austen","George Orwell","Oscar Wilde","J.K. Rowling","Victor Hugo","Neil Gaiman","White / Caucasian","Man",60,1,1,25
"treat","high",1,0,1,1,1,1,1,0,1,3,2,3,4,"Jane Austen","Isabel Allende","J.K. Rowling","Charles Dickens","J.R.R. Tolkien","Victor Hugo","Margaret Atwood","White / Caucasian","Woman",39,0,1,25
"treat","high",1,1,1,0,1,0,0,1,0,4,4,2,4,"J.K. Rowling","Margaret Atwood","Maya Angelou","Herman Melville","Jane Austen","Charles Dickens","Ernest Hemingway","White / Caucasian","Woman",70,0,1,25
"control","low",0,1,1,1,0,1,0,0,1,2,2,2,2,"Jane Austen","Charles Dickens","Ray Bradbury","Gabriel Garcia Marquez","Virginia Woolf","Neil Gaiman","J.K. Rowling","Black or African American","Woman",62,0,0,25
"control","low",0,1,1,1,0,0,0,0,0,0,1,1,3,"Neil Gaiman","Ray Bradbury","Michael Crichton","George Orwell","John Steinbeck","Ernest Hemingway","Antoine de Saint-Exupéry","White / Caucasian","Man",50,1,1,25
"control","low",0,1,1,1,0,0,0,0,1,3,3,3,4,"Virginia Woolf","Joyce Carol Oates","J.K. Rowling","Charles Dickens","Ray Bradbury","Ernest Hemingway","Michael Crichton","White / Caucasian","Woman",61,0,1,25
"treat","low",1,1,1,0,1,0,0,0,1,2,1,3,2,"Jane Austen","J.K. Rowling","Charles Dickens","Ernest Hemingway","Oscar Wilde","J.D. Salinger","Michael Crichton","White / Caucasian","Woman",38,0,1,25
"treat","low",1,1,0,1,1,1,0,0,0,0,1,2,4,"Michael Crichton","Ernest Hemingway","Ray Bradbury","John Steinbeck","Charles Dickens","Kurt Vonnegut","Jane Austen","White / Caucasian","Man",78,1,1,25
"control","low",0,1,1,1,0,0,0,0,1,1,1,2,3,"Jane Austen","Charles Dickens","F. Scott Fitzgerald","Ray Bradbury","J.D. Salinger","John Steinbeck","Michael Crichton","White / Caucasian","Woman",58,0,1,25
"treat","high",1,1,0,1,1,1,0,0,0,3,2,3,3,"J.K. Rowling","J.R.R. Tolkien","Maya Angelou","Jane Austen","Charles Dickens","Oscar Wilde","Zadie Smith","Black or African American","Man",47,1,0,25
"treat","high",1,1,1,0,1,1,0,0,0,2,3,4,3,"Maya Angelou","Charles Dickens","J.R.R. Tolkien","Ernest Hemingway","Oscar Wilde","Margaret Atwood","Jane Austen","White / Caucasian","Man",33,1,1,25
"control","high",0,1,1,1,0,1,1,1,0,4,2,3,4,"Ayn Rand","J.R.R. Tolkien","Ernest Hemingway","Lucy Maud","Isabel Allende","Margaret Atwood","Virginia Woolf","White / Caucasian","Man",54,1,1,25
