"gender_feedback","forms_shown","sold30m_shown","classic_shown","female_pick","forms_pick","sold30m_pick","classic_pick","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","poli_party","party_democrat","party_independent","party_republican","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
1,0,1,1,1,0,0,1,0,"Nathaniel Hawthorne","Charles Dickens","J.D. Salinger","Jack London","Michael Crichton","George Orwell","Sylvia Plath","White / Caucasian","Man",44,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.8784499120954,0.886250797591493,-1.20180587009616,-0.188855600429611,0.34350980979028,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,0,0,0,1,1,"George Orwell","Charles Dickens","F. Scott Fitzgerald","John Steinbeck","J.D. Salinger","Jane Austen","Ernest Hemingway","White / Caucasian","Man",40,1,1,"6Conservative",6,2,"Republican",0,0,1,-0.651789732429653,-0.658637286530808,0.30045146752404,-0.704854508707238,-0.428707515035915,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,0,0,1,1,"George Saunders","Ian McEwan","Zadie Smith","Nathaniel Hawthorne","Michael Crichton","George Orwell","John Steinbeck","White / Caucasian","Woman",78,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.651789732429653,-0.143674591823374,-0.701053424222761,-0.704854508707238,-0.550343064295756,0.652032424323613,-0.465031154972732,-0.986574176579196,-0.266524302409438,126
0,1,1,1,1,1,1,1,1,"J.R.R. Tolkien","Charles Dickens","Michael Crichton","Jack London","Jane Austen","John Steinbeck","Lucy Maud","White / Caucasian","Woman",58,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,0,0,1,0,"John Steinbeck","F. Scott Fitzgerald","George Orwell","J.D. Salinger","Ernest Hemingway","Jack London","Jane Austen","White / Caucasian","Man",59,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.37240198319039,1.91617618700636,1.30195635927084,1.8751400326809,1.61641864053712,-0.484902927592016,-1.03422473511071,1.35266512769868,-0.0554875116680151,126
1,0,1,1,0,1,0,1,1,"Ernest Hemingway","J.R.R. Tolkien","George Orwell","Kurt Vonnegut","Gabriel Garcia Marquez","Jane Austen","Ray Bradbury","White / Caucasian","Man",42,1,1,"2Liberal",2,-2,"Democrat",1,0,0,0.360306125380367,-0.143674591823374,0.801203913397441,-0.188855600429611,0.207244961631206,0.652032424323613,1.24254958544122,1.35266512769868,1.08241571248784,126
1,1,0,1,0,0,1,1,3,"George Orwell","Zadie Smith","George Saunders","Isabel Allende","Michael Crichton","Jane Austen","F. Scott Fitzgerald","White / Caucasian","Woman",26,0,1,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,1.37240198319039,-0.658637286530808,0.30045146752404,0.327143307848015,0.335339868007909,0.652032424323613,-0.465031154972732,0.767855301629215,0.318285523660032,126
0,1,1,1,0,0,0,1,3,"J.R.R. Tolkien","Jane Austen","Isabel Allende","Jack London","Charles Dickens","Lucy Maud","John Steinbeck","White / Caucasian","Woman",50,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,0,0,1,1,"Gabriel Garcia Marquez","J.D. Salinger","George Orwell","Isabel Allende","J.R.R. Tolkien","Ian McEwan","Ernest Hemingway","White / Caucasian","Woman",54,0,1,"5Slightly conservative",5,1,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,0,1,1,0,1,1,1,4,"Zadie Smith","Joyce Carol Oates","Lucy Maud","Kurt Vonnegut","Sylvia Plath","George Orwell","J.R.R. Tolkien","White / Caucasian","Man",31,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.15783766133466,-0.143674591823374,-1.20180587009616,-1.22085341698487,-0.931042885059766,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,0,0,1,4,"Zadie Smith","Jane Austen","Charles Dickens","J.D. Salinger","Sylvia Plath","Isabel Allende","Ernest Hemingway","Asian / Pacific Islander","Woman",42,0,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,0.0835647483657986,-0.465031154972732,-0.401764350509726,-0.261076919038886,126
0,1,1,1,0,1,0,1,2,"Charles Dickens","Cormac McCarthy","Isabel Allende","John Steinbeck","George Orwell","Joyce Carol Oates","Kurt Vonnegut","White / Caucasian","Woman",49,0,1,"2Liberal",2,-2,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.986574176579196,-0.645502753047981,126
1,1,1,0,0,1,1,1,3,"Charles Dickens","Michael Crichton","Lucy Maud","J.D. Salinger","Jane Austen","Isabel Allende","George Orwell","Black or African American","Woman",41,0,0,"3Slightly liberal",3,-1,"Republican",0,0,1,1.37240198319039,-0.658637286530808,0.30045146752404,1.8751400326809,0.722339049216129,1.78896777623924,-0.465031154972732,-0.401764350509726,0.307390756918928,126
1,0,1,1,0,1,1,1,1,"John Steinbeck","Ray Bradbury","F. Scott Fitzgerald","Jane Austen","Nathaniel Hawthorne","Michael Crichton","J.R.R. Tolkien","White / Caucasian","Woman",35,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,0,0,0,1,1,"J.R.R. Tolkien","Ernest Hemingway","Jane Austen","Charles Dickens","Gabriel Garcia Marquez","Michael Crichton","Jack London","Asian / Pacific Islander","Man",27,1,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.15783766133466,-0.658637286530808,-1.20180587009616,-1.22085341698487,-1.05978355873662,-0.484902927592016,-1.03422473511071,-0.401764350509726,-0.640297337737485,126
1,1,1,0,1,1,0,0,1,"Kurt Vonnegut","Zadie Smith","J.R.R. Tolkien","F. Scott Fitzgerald","George Orwell","Cormac McCarthy","Joyce Carol Oates","White / Caucasian","Man",50,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.8784499120954,1.40121349229893,1.80270880514424,1.35914112440327,1.61037833348546,0.0835647483657986,1.8117431655792,1.93747495376816,1.27759428923772,126
1,1,0,1,0,0,1,1,1,"Ernest Hemingway","Michael Crichton","J.R.R. Tolkien","George Orwell","Sylvia Plath","Charles Dickens","J.D. Salinger","White / Caucasian","Man",35,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,1.37240198319039,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.173035809067605,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,1,0,1,1,1,1,1,1,"George Orwell","Charles Dickens","Nathaniel Hawthorne","Jane Austen","J.R.R. Tolkien","Jack London","Lucy Maud","White / Caucasian","Woman",70,0,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,1.8784499120954,-0.143674591823374,-0.701053424222761,-1.22085341698487,-0.0467828802339005,-0.484902927592016,-0.465031154972732,-0.986574176579196,-0.645502753047981,126
1,0,1,1,1,1,1,0,1,"Kurt Vonnegut","J.R.R. Tolkien","Jack London","Jorge Luis Borges","John Steinbeck","Joyce Carol Oates","Isabel Allende","White / Caucasian","Woman",23,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.37240198319039,0.886250797591493,1.30195635927084,0.843142216125642,1.10093783904459,1.22050010028143,1.24254958544122,1.35266512769868,1.27190493780711,126
1,0,1,1,0,1,0,1,2,"Ray Bradbury","Jorge Luis Borges","Jack London","Zadie Smith","Isabel Allende","Cormac McCarthy","Kurt Vonnegut","White / Caucasian","Man",69,1,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,1,0,1,1,0,0,3,"Jane Austen","Lucy Maud","J.R.R. Tolkien","F. Scott Fitzgerald","Sylvia Plath","Michael Crichton","Joyce Carol Oates","White / Caucasian","Woman",42,0,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.651789732429653,1.40121349229893,1.30195635927084,1.35914112440327,0.852630310885846,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,1,0,1,0,"F. Scott Fitzgerald","Ernest Hemingway","George Orwell","Charles Dickens","J.D. Salinger","J.R.R. Tolkien","Herman Melville","Hispanic / Latinx","Man",23,1,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.360306125380367,0.37128810288406,0.30045146752404,0.327143307848015,0.339797250909121,0.652032424323613,0.673356005303233,0.767855301629215,0.697747910418687,126
0,1,1,1,0,0,0,1,3,"J.R.R. Tolkien","Ray Bradbury","Kurt Vonnegut","Isabel Allende","Sylvia Plath","Lucy Maud","Michael Crichton","White / Caucasian","Man",70,1,1,"2Liberal",2,-2,"Independent",0,1,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,1,1,1,1,3,"Jane Austen","F. Scott Fitzgerald","Ernest Hemingway","Ray Bradbury","Joyce Carol Oates","Zadie Smith","Lucy Maud","White / Caucasian","Woman",30,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.360306125380367,1.40121349229893,1.30195635927084,1.35914112440327,1.10565427533835,-0.484902927592016,0.673356005303233,-0.401764350509726,-0.0711037575995028,126
0,1,1,1,0,0,1,1,1,"John Steinbeck","Jane Austen","Ernest Hemingway","Herman Melville","J.R.R. Tolkien","J.D. Salinger","F. Scott Fitzgerald","Black or African American","Man",45,1,0,"3Slightly liberal",3,-1,"Independent",0,1,0,1.8784499120954,-0.658637286530808,-0.701053424222761,0.327143307848015,0.211475627297461,-1.05337060354983,0.673356005303233,2.52228477983763,0.714090060530343,126
1,1,0,1,0,1,1,1,2,"Kurt Vonnegut","Ray Bradbury","Michael Crichton","Jane Austen","Zadie Smith","Jack London","George Orwell","White / Caucasian","Woman",71,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.866354054285377,-0.658637286530808,-0.701053424222761,-0.188855600429611,-0.170548064224451,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,0,1,1,0,0,0,1,3,"F. Scott Fitzgerald","J.R.R. Tolkien","Lucy Maud","Jane Austen","Joyce Carol Oates","Ernest Hemingway","Jack London","White / Caucasian","Woman",28,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.360306125380367,-0.143674591823374,-0.701053424222761,0.843142216125642,0.0896800813649688,0.652032424323613,-0.465031154972732,-0.401764350509726,-0.071587693719615,126
0,1,1,1,0,0,0,1,2,"Gabriel Garcia Marquez","Ray Bradbury","Joyce Carol Oates","George Orwell","Sylvia Plath","J.D. Salinger","John Steinbeck","Asian / Pacific Islander","Man",26,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-0.145741803524643,0.37128810288406,0.30045146752404,0.327143307848015,0.213285268682868,0.0835647483657986,0.673356005303233,0.183045475559744,0.313322076409592,126
1,0,1,1,1,0,0,1,0,"J.D. Salinger","F. Scott Fitzgerald","Michael Crichton","Herman Melville","Nathaniel Hawthorne","John Steinbeck","Sylvia Plath","Hispanic / Latinx","Woman",40,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.15783766133466,1.40121349229893,1.30195635927084,1.35914112440327,0.726118328659594,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,1,0,0,1,"Nathaniel Hawthorne","Herman Melville","Charles Dickens","John Steinbeck","George Orwell","Jane Austen","Joyce Carol Oates","White / Caucasian","Man",36,1,1,"3Slightly liberal",3,-1,"Independent",0,1,0,0.866354054285377,0.37128810288406,0.30045146752404,0.843142216125642,0.59530896020478,0.0835647483657986,-0.465031154972732,-0.401764350509726,-0.261076919038886,126
0,1,1,1,0,0,1,1,1,"Michael Crichton","Neil Gaiman","George Orwell","Ray Bradbury","Isabel Allende","John Steinbeck","J.D. Salinger","White / Caucasian","Woman",64,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-0.145741803524643,0.37128810288406,0.30045146752404,0.327143307848015,0.213285268682868,0.0835647483657986,0.104162425165251,0.183045475559744,0.123590883030265,126
1,1,1,0,1,1,1,0,2,"Jane Austen","Michael Crichton","Sylvia Plath","John Steinbeck","Gabriel Garcia Marquez","Charles Dickens","Isabel Allende","Black or African American","Man",32,1,0,"2Liberal",2,-2,"Democrat",1,0,0,1.8784499120954,1.40121349229893,0.801203913397441,0.843142216125642,1.23100238347935,-1.05337060354983,-1.03422473511071,-0.401764350509726,-0.829786563056757,126
1,1,1,0,0,0,0,1,3,"Joyce Carol Oates","Lucy Maud","Jane Austen","Ernest Hemingway","F. Scott Fitzgerald","John Steinbeck","Michael Crichton","White / Caucasian","Woman",71,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.360306125380367,-0.658637286530808,-1.20180587009616,-1.22085341698487,-0.680247612057867,-1.05337060354983,-0.465031154972732,-0.986574176579196,-0.834991978367253,126
0,1,1,1,1,0,0,0,1,"George Orwell","Michael Crichton","J.R.R. Tolkien","Jane Austen","John Steinbeck","Ray Bradbury","Zadie Smith","Asian / Pacific Islander","Man",38,1,0,"2Liberal",2,-2,"Democrat",1,0,0,1.8784499120954,0.886250797591493,0.801203913397441,1.8751400326809,1.36026116394131,-0.484902927592016,-1.03422473511071,-0.986574176579196,-0.835233946427309,126
1,1,1,0,0,1,0,1,1,"Ray Bradbury","Gabriel Garcia Marquez","Cormac McCarthy","Herman Melville","J.R.R. Tolkien","Zadie Smith","Kurt Vonnegut","Black or African American","Man",38,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,1.37240198319039,-0.658637286530808,-0.20030097834936,-0.188855600429611,0.081152029470152,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,0,1,1,1,"George Orwell","Ernest Hemingway","Charles Dickens","Ray Bradbury","J.R.R. Tolkien","Joyce Carol Oates","F. Scott Fitzgerald","Hispanic / Latinx","Man",35,1,0,"2Liberal",2,-2,"Democrat",1,0,0,-1.15783766133466,-0.143674591823374,-0.20030097834936,-0.704854508707238,-0.551666935053659,-0.484902927592016,-0.465031154972732,1.35266512769868,0.134243681711312,126
0,1,1,1,0,0,1,1,1,"George Orwell","Michael Crichton","J.R.R. Tolkien","Isabel Allende","Herman Melville","Gabriel Garcia Marquez","Charles Dickens","White / Caucasian","Man",21,1,1,"6Conservative",6,2,"Republican",0,0,1,0.360306125380367,-1.17359998123824,-1.20180587009616,0.327143307848015,-0.421989104526505,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,0,1,1,1,0,0,0,1,"Kurt Vonnegut","Ernest Hemingway","Sylvia Plath","George Orwell","Charles Dickens","Ray Bradbury","Zadie Smith","White / Caucasian","Man",37,1,1,"1Extremely liberal",1,-3,"Independent",0,1,0,0.360306125380367,0.37128810288406,0.801203913397441,0.843142216125642,0.593985089446877,0.652032424323613,0.673356005303233,0.767855301629215,0.697747910418687,126
0,1,1,1,0,1,0,1,3,"Michael Crichton","Jorge Luis Borges","Joyce Carol Oates","Isabel Allende","Lucy Maud","Herman Melville","Kurt Vonnegut","Black or African American","Man",38,1,0,"6Conservative",6,2,"Republican",0,0,1,-0.651789732429653,0.37128810288406,-0.701053424222761,-0.704854508707238,-0.421602390618898,-0.484902927592016,-1.03422473511071,-0.986574176579196,-0.835233946427309,126
1,1,1,0,1,0,0,0,2,"J.D. Salinger","Jane Austen","Isabel Allende","F. Scott Fitzgerald","George Orwell","Ernest Hemingway","Zadie Smith","White / Caucasian","Woman",42,0,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.651789732429653,1.40121349229893,1.30195635927084,1.35914112440327,0.852630310885846,0.0835647483657986,1.24254958544122,-0.401764350509726,0.308116661099096,126
1,1,0,1,1,1,1,1,5,"Jane Austen","J.R.R. Tolkien","Isabel Allende","Joyce Carol Oates","Zadie Smith","Sylvia Plath","Lucy Maud","White / Caucasian","Woman",26,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.37240198319039,-0.143674591823374,-0.20030097834936,-0.188855600429611,0.20989270314701,0.652032424323613,-0.465031154972732,-0.401764350509726,-0.071587693719615,126
0,1,1,1,1,1,1,0,1,"Ray Bradbury","George Orwell","John Steinbeck","Michael Crichton","Neil Gaiman","Lucy Maud","Isabel Allende","White / Caucasian","Woman",77,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,0,0,1,0,"J.D. Salinger","Jack London","George Orwell","Cormac McCarthy","Gabriel Garcia Marquez","Ray Bradbury","Jane Austen","Hispanic / Latinx","Man",53,1,0,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,1,1,1,2,"Joyce Carol Oates","Jack London","George Orwell","Jane Austen","Nathaniel Hawthorne","Ernest Hemingway","Lucy Maud","White / Caucasian","Woman",53,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.866354054285377,1.40121349229893,0.801203913397441,1.35914112440327,1.10697814609625,1.22050010028143,0.673356005303233,0.767855301629215,0.887237135737958,126
0,1,1,1,0,1,1,1,1,"J.D. Salinger","F. Scott Fitzgerald","Ernest Hemingway","Nathaniel Hawthorne","Herman Melville","Lucy Maud","Gabriel Garcia Marquez","White / Caucasian","Woman",47,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.360306125380367,0.37128810288406,0.30045146752404,0.327143307848015,0.339797250909121,0.652032424323613,0.673356005303233,0.767855301629215,0.697747910418687,126
1,1,0,1,0,0,1,1,4,"J.D. Salinger","Jane Austen","Isabel Allende","Zadie Smith","Lucy Maud","Ray Bradbury","Charles Dickens","White / Caucasian","Woman",49,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.37240198319039,1.40121349229893,0.30045146752404,0.843142216125642,0.979302289784749,-0.484902927592016,-0.465031154972732,0.767855301629215,-0.0606929269785111,126
1,0,1,1,0,1,0,1,1,"J.R.R. Tolkien","Isabel Allende","Nathaniel Hawthorne","Ernest Hemingway","Jack London","Ray Bradbury","Herman Melville","Hispanic / Latinx","Woman",40,0,0,"2Liberal",2,-2,"Democrat",1,0,0,0.360306125380367,-0.143674591823374,-0.20030097834936,0.327143307848015,0.0858684657639121,0.652032424323613,0.104162425165251,0.767855301629215,0.508016717039359,126
0,1,1,1,1,1,1,0,2,"Cormac McCarthy","J.R.R. Tolkien","F. Scott Fitzgerald","Jane Austen","Charles Dickens","Sylvia Plath","Isabel Allende","White / Caucasian","Man",37,1,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.866354054285377,0.886250797591493,0.801203913397441,0.843142216125642,0.849237745349988,1.22050010028143,1.24254958544122,1.35266512769868,1.27190493780711,126
0,1,1,1,0,0,1,1,2,"Jane Austen","Nathaniel Hawthorne","Lucy Maud","Charles Dickens","Michael Crichton","Jack London","F. Scott Fitzgerald","White / Caucasian","Woman",38,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.360306125380367,0.37128810288406,0.30045146752404,0.327143307848015,0.339797250909121,0.652032424323613,0.673356005303233,-0.986574176579196,0.112938084349217,126
0,1,1,1,0,0,0,1,0,"Jack London","Ray Bradbury","George Orwell","J.D. Salinger","Nathaniel Hawthorne","Kurt Vonnegut","John Steinbeck","White / Caucasian","Man",64,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,-0.651789732429653,-1.17359998123824,-1.20180587009616,-0.704854508707238,-0.933012523117823,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,1,1,1,1,"F. Scott Fitzgerald","Joyce Carol Oates","Kurt Vonnegut","J.D. Salinger","Ernest Hemingway","Nathaniel Hawthorne","Lucy Maud","White / Caucasian","Woman",71,0,1,"6Conservative",6,2,"Independent",0,1,0,0.360306125380367,0.886250797591493,0.30045146752404,0.843142216125642,0.597537651655386,0.0835647483657986,0.104162425165251,-0.401764350509726,-0.0713457256595589,126
0,1,1,1,1,1,1,0,3,"Jane Austen","Lucy Maud","J.R.R. Tolkien","Michael Crichton","Sylvia Plath","F. Scott Fitzgerald","Isabel Allende","White / Caucasian","Woman",30,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.651789732429653,-0.143674591823374,0.801203913397441,-0.188855600429611,-0.0457790028212994,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,0,1,1,0,1,0,0,1,"John Steinbeck","Ray Bradbury","Ernest Hemingway","Kurt Vonnegut","Joyce Carol Oates","Jack London","Cormac McCarthy","White / Caucasian","Man",78,1,1,"2Liberal",2,-2,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,1,1,0,0,1,0,1,1,"John Steinbeck","Lucy Maud","George Orwell","J.D. Salinger","Michael Crichton","Ernest Hemingway","Kurt Vonnegut","White / Caucasian","Woman",76,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,1,0,1,0,0,0,1,2,"Ray Bradbury","Gabriel Garcia Marquez","George Orwell","Isabel Allende","Jane Austen","Neil Gaiman","Ernest Hemingway","White / Caucasian","Man",37,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.37240198319039,0.886250797591493,0.801203913397441,0.843142216125642,0.975749727576241,0.652032424323613,0.104162425165251,-0.401764350509726,0.118143499659713,126
1,0,1,1,1,0,0,1,0,"George Orwell","J.R.R. Tolkien","Herman Melville","Ernest Hemingway","Ray Bradbury","Charles Dickens","Jane Austen","White / Caucasian","Man",65,1,1,"5Slightly conservative",5,1,"Independent",0,1,0,0.866354054285377,-0.658637286530808,-0.701053424222761,-0.188855600429611,-0.170548064224451,0.0835647483657986,-1.03422473511071,-0.401764350509726,-0.450808112418214,126
0,1,1,1,0,0,0,1,2,"George Orwell","Charles Dickens","Lucy Maud","Isabel Allende","Ray Bradbury","Kurt Vonnegut","John Steinbeck","Asian / Pacific Islander","Man",21,1,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.360306125380367,-1.17359998123824,-1.20180587009616,-1.22085341698487,-0.808988285734725,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,1,0,1,1,"Jack London","F. Scott Fitzgerald","Ernest Hemingway","Jane Austen","Charles Dickens","John Steinbeck","Kurt Vonnegut","White / Caucasian","Man",54,1,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,0.0835647483657986,-0.465031154972732,-0.401764350509726,-0.261076919038886,126
1,1,1,0,0,0,0,1,1,"Jack London","Sylvia Plath","Neil Gaiman","J.R.R. Tolkien","Herman Melville","George Orwell","Ernest Hemingway","White / Caucasian","Man",54,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.145741803524643,-0.143674591823374,0.30045146752404,0.327143307848015,0.0845445950060097,0.652032424323613,0.104162425165251,0.183045475559744,0.313080108349536,126
1,1,0,1,1,0,0,1,1,"J.D. Salinger","Ian McEwan","Isabel Allende","Gabriel Garcia Marquez","F. Scott Fitzgerald","Jorge Luis Borges","Sylvia Plath","White / Caucasian","Woman",57,0,1,"6Conservative",6,2,"Republican",0,0,1,0.866354054285377,0.886250797591493,0.801203913397441,0.843142216125642,0.849237745349988,2.35743545219706,2.38093674571718,2.52228477983763,2.42021899258395,126
0,1,1,1,0,0,1,1,2,"George Orwell","Joyce Carol Oates","Kurt Vonnegut","Jane Austen","Cormac McCarthy","Ian McEwan","Charles Dickens","White / Caucasian","Man",29,1,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-0.145741803524643,0.37128810288406,-0.20030097834936,-0.188855600429611,-0.0409025698548887,0.0835647483657986,0.104162425165251,0.183045475559744,0.123590883030265,126
1,1,0,1,1,0,0,1,0,"Michael Crichton","J.R.R. Tolkien","J.D. Salinger","Nathaniel Hawthorne","F. Scott Fitzgerald","Herman Melville","Jane Austen","White / Caucasian","Woman",25,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.37240198319039,0.886250797591493,1.80270880514424,0.843142216125642,1.22612595051294,1.78896777623924,1.8117431655792,1.35266512769868,1.65112535650571,126
0,1,1,1,0,1,1,1,0,"George Orwell","J.R.R. Tolkien","John Steinbeck","J.D. Salinger","Ernest Hemingway","Ian McEwan","Gabriel Garcia Marquez","White / Caucasian","Woman",62,0,1,"6Conservative",6,2,"Republican",0,0,1,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,1,0,1,1,1,0,0,1,"Zadie Smith","Jack London","J.D. Salinger","Ernest Hemingway","F. Scott Fitzgerald","Charles Dickens","Joyce Carol Oates","White / Caucasian","Man",39,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-0.20030097834936,-0.188855600429611,-0.680148555337969,-0.484902927592016,-0.465031154972732,0.183045475559744,-0.255629535668335,126
0,1,1,1,1,0,0,1,1,"John Steinbeck","F. Scott Fitzgerald","Ernest Hemingway","Jane Austen","Nathaniel Hawthorne","George Orwell","Sylvia Plath","White / Caucasian","Woman",41,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.145741803524643,0.886250797591493,0.30045146752404,0.843142216125642,0.471025669429133,0.0835647483657986,0.673356005303233,-0.401764350509726,0.118385467719769,126
0,1,1,1,0,1,1,1,1,"J.R.R. Tolkien","Michael Crichton","Ray Bradbury","F. Scott Fitzgerald","Ernest Hemingway","Jane Austen","Gabriel Garcia Marquez","White / Caucasian","Woman",73,0,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-1.15783766133466,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.805595720198867,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,1,1,1,0,1,"Ernest Hemingway","Jane Austen","F. Scott Fitzgerald","J.R.R. Tolkien","Charles Dickens","Herman Melville","Isabel Allende","Asian / Pacific Islander","Man",27,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-0.704854508707238,-1.05952450534408,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
