"gender_feedback","forms_shown","sold30m_shown","classic_shown","female_pick","forms_pick","sold30m_pick","classic_pick","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","poli_party","party_democrat","party_independent","party_republican","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
0,1,1,1,0,0,1,1,2,"Kurt Vonnegut","John Steinbeck","George Saunders","Cormac McCarthy","Zadie Smith","Sylvia Plath","J.D. Salinger","Black or African American","Woman",27,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,0.360306125380367,0.37128810288406,0.30045146752404,0.327143307848015,0.339797250909121,0.0835647483657986,0.104162425165251,1.35266512769868,0.513464100409911,126
1,0,1,1,0,1,0,1,1,"Jane Austen","Ernest Hemingway","Charles Dickens","F. Scott Fitzgerald","J.D. Salinger","Nathaniel Hawthorne","Herman Melville","White / Caucasian","Woman",29,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.651789732429653,-1.17359998123824,-0.701053424222761,-0.704854508707238,-0.807824411649473,-1.05337060354983,-0.465031154972732,-0.986574176579196,-0.834991978367253,126
1,1,1,0,1,1,1,0,2,"Sylvia Plath","F. Scott Fitzgerald","Lucy Maud","George Orwell","Nathaniel Hawthorne","Charles Dickens","Isabel Allende","White / Caucasian","Woman",27,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.37240198319039,0.886250797591493,1.30195635927084,1.8751400326809,1.3589372931834,1.78896777623924,2.38093674571718,2.52228477983763,2.23072976726468,126
0,1,1,1,1,0,0,1,1,"J.D. Salinger","Ernest Hemingway","Charles Dickens","Jane Austen","George Orwell","Nathaniel Hawthorne","Sylvia Plath","White / Caucasian","Woman",51,0,1,"6Conservative",6,2,"Republican",0,0,1,1.8784499120954,1.91617618700636,1.80270880514424,1.8751400326809,1.86811873423172,2.35743545219706,1.24254958544122,2.52228477983763,2.0407566058253,126
0,1,1,1,0,1,0,0,0,"John Steinbeck","J.R.R. Tolkien","Herman Melville","Ray Bradbury","F. Scott Fitzgerald","Ernest Hemingway","Neil Gaiman","Hispanic / Latinx","Man",22,1,0,"5Slightly conservative",5,1,"Independent",0,1,0,1.8784499120954,-1.17359998123824,-1.20180587009616,-1.22085341698487,-0.429452339055967,2.35743545219706,-1.03422473511071,0.183045475559744,0.502085397548695,126
0,1,1,1,0,0,0,1,1,"Charles Dickens","J.R.R. Tolkien","Ian McEwan","Ray Bradbury","Isabel Allende","George Orwell","Jack London","White / Caucasian","Man",45,1,1,"5Slightly conservative",5,1,"Republican",0,0,1,1.37240198319039,0.886250797591493,0.801203913397441,0.843142216125642,0.975749727576241,0.652032424323613,0.673356005303233,0.183045475559744,0.502811301728864,126
1,1,0,1,1,0,0,1,1,"Neil Gaiman","Isabel Allende","Charles Dickens","Michael Crichton","J.R.R. Tolkien","Ray Bradbury","Sylvia Plath","Asian / Pacific Islander","Man",33,1,0,"2Liberal",2,-2,"Democrat",1,0,0,1.37240198319039,1.40121349229893,1.30195635927084,1.35914112440327,1.35867823979086,1.78896777623924,1.8117431655792,1.93747495376816,1.84606196519553,126
1,1,1,0,0,0,1,1,0,"George Orwell","Charles Dickens","Ernest Hemingway","J.R.R. Tolkien","J.D. Salinger","Michael Crichton","F. Scott Fitzgerald","Hispanic / Latinx","Man",35,1,0,"4Moderate; middle of the road",4,0,"Republican",0,0,1,0.360306125380367,-0.143674591823374,0.801203913397441,0.327143307848015,0.336244688700612,0.0835647483657986,0.104162425165251,0.767855301629215,0.318527491720088,126
0,1,1,1,0,1,0,0,2,"George Orwell","F. Scott Fitzgerald","Jane Austen","Joyce Carol Oates","Michael Crichton","John Steinbeck","Neil Gaiman","White / Caucasian","Woman",39,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,1.8784499120954,1.40121349229893,1.80270880514424,0.843142216125642,1.48137860641605,1.78896777623924,1.24254958544122,1.93747495376816,1.6563307718162,126
1,1,0,1,1,1,1,0,3,"Sylvia Plath","Joyce Carol Oates","Charles Dickens","Gabriel Garcia Marquez","Ernest Hemingway","Jane Austen","Isabel Allende","White / Caucasian","Man",36,1,1,"2Liberal",2,-2,"Independent",0,1,0,-0.145741803524643,-0.143674591823374,-0.20030097834936,-0.188855600429611,-0.169643243531747,0.0835647483657986,0.104162425165251,0.183045475559744,0.123590883030265,126
1,1,1,0,0,0,0,1,3,"John Steinbeck","Isabel Allende","Gabriel Garcia Marquez","Zadie Smith","Ernest Hemingway","Sylvia Plath","Jack London","Black or African American","Woman",57,0,0,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,0.360306125380367,0.37128810288406,0.30045146752404,0.327143307848015,0.339797250909121,0.0835647483657986,0.104162425165251,0.767855301629215,0.318527491720088,126
1,1,1,0,0,0,1,1,2,"Ernest Hemingway","Zadie Smith","Joyce Carol Oates","Kurt Vonnegut","Ian McEwan","F. Scott Fitzgerald","J.D. Salinger","Black or African American","Man",26,1,0,"2Liberal",2,-2,"Democrat",1,0,0,0.360306125380367,0.37128810288406,1.30195635927084,1.35914112440327,0.848172927984634,1.78896777623924,0.673356005303233,0.767855301629215,1.07672636105723,126
0,1,1,1,0,1,1,1,2,"Zadie Smith","Isabel Allende","Michael Crichton","J.R.R. Tolkien","Kurt Vonnegut","Charles Dickens","Gabriel Garcia Marquez","Black or African American","Woman",29,0,0,"2Liberal",2,-2,"Democrat",1,0,0,1.37240198319039,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.173035809067605,1.22050010028143,1.24254958544122,0.183045475559744,0.882031720427463,126
0,1,1,1,1,1,0,0,1,"Jack London","Ernest Hemingway","John Steinbeck","Jane Austen","F. Scott Fitzgerald","Ian McEwan","Joyce Carol Oates","White / Caucasian","Woman",63,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.15783766133466,1.91617618700636,1.80270880514424,1.8751400326809,1.10904684087421,0.0835647483657986,0.104162425165251,0.183045475559744,0.123590883030265,126
0,1,1,1,0,1,0,0,3,"Isabel Allende","Lucy Maud","Jack London","Kurt Vonnegut","Ian McEwan","Joyce Carol Oates","Neil Gaiman","White / Caucasian","Woman",30,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.37240198319039,0.886250797591493,0.801203913397441,0.327143307848015,0.846750000506834,1.78896777623924,1.24254958544122,0.767855301629215,1.26645755443656,126
0,1,1,1,0,0,0,1,3,"George Orwell","Isabel Allende","Sylvia Plath","F. Scott Fitzgerald","Zadie Smith","Kurt Vonnegut","Michael Crichton","White / Caucasian","Woman",37,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,0,0,0,6,"Isabel Allende","Zadie Smith","Sylvia Plath","Lucy Maud","Joyce Carol Oates","Jane Austen","Jorge Luis Borges","White / Caucasian","Woman",30,0,1,"6Conservative",6,2,"Republican",0,0,1,0.866354054285377,0.886250797591493,-0.701053424222761,0.843142216125642,0.473673410944938,1.78896777623924,1.24254958544122,1.93747495376816,1.6563307718162,126
0,1,1,1,0,0,0,1,2,"Charles Dickens","Ray Bradbury","Sylvia Plath","Cormac McCarthy","J.D. Salinger","Jane Austen","Ernest Hemingway","White / Caucasian","Man",32,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,0,0,1,1,"Ray Bradbury","Jane Austen","J.D. Salinger","Kurt Vonnegut","Cormac McCarthy","George Orwell","John Steinbeck","White / Caucasian","Woman",74,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,1,0,0,1,1,1,0,"Kurt Vonnegut","Ray Bradbury","J.D. Salinger","Michael Crichton","George Orwell","Jack London","J.R.R. Tolkien","White / Caucasian","Woman",37,0,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,0,0,1,3,"Zadie Smith","Kurt Vonnegut","F. Scott Fitzgerald","Lucy Maud","Sylvia Plath","Jorge Luis Borges","Michael Crichton","White / Caucasian","Woman",39,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-0.651789732429653,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.06201225018723,-0.484902927592016,-1.03422473511071,-0.401764350509726,-0.640297337737485,126
0,1,1,1,0,1,0,1,3,"Cormac McCarthy","Sylvia Plath","Lucy Maud","Isabel Allende","Nathaniel Hawthorne","George Saunders","Ray Bradbury","White / Caucasian","Woman",26,0,1,"1Extremely liberal",1,-3,"Republican",0,0,1,0.360306125380367,-0.143674591823374,-0.701053424222761,0.843142216125642,0.0896800813649688,-0.484902927592016,-0.465031154972732,0.183045475559744,-0.255629535668335,126
1,1,0,1,0,0,0,0,2,"John Steinbeck","J.R.R. Tolkien","Jack London","Kurt Vonnegut","Jane Austen","Isabel Allende","George Saunders","White / Caucasian","Man",26,1,1,"2Liberal",2,-2,"Democrat",1,0,0,0.866354054285377,0.37128810288406,0.30045146752404,0.843142216125642,0.59530896020478,0.0835647483657986,1.24254958544122,0.183045475559744,0.50305326978892,126
0,1,1,1,1,1,1,1,0,"J.R.R. Tolkien","Nathaniel Hawthorne","F. Scott Fitzgerald","Ray Bradbury","Michael Crichton","J.D. Salinger","Lucy Maud","White / Caucasian","Woman",31,0,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,1,0,0,3,"George Orwell","Cormac McCarthy","Michael Crichton","Zadie Smith","Jane Austen","Sylvia Plath","Neil Gaiman","White / Caucasian","Man",51,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.360306125380367,0.37128810288406,0.30045146752404,-1.22085341698487,-0.0472019302990995,0.652032424323613,0.673356005303233,0.767855301629215,0.697747910418687,126
0,1,1,1,1,0,0,1,2,"Nathaniel Hawthorne","Michael Crichton","Jane Austen","Ernest Hemingway","F. Scott Fitzgerald","Isabel Allende","Sylvia Plath","White / Caucasian","Woman",32,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,1,0,1,1,"Herman Melville","Charles Dickens","John Steinbeck","Ernest Hemingway","F. Scott Fitzgerald","Sylvia Plath","Ray Bradbury","White / Caucasian","Man",79,1,1,"3Slightly liberal",3,-1,"Democrat",1,0,0,0.866354054285377,0.37128810288406,0.801203913397441,0.843142216125642,0.72049707167313,1.22050010028143,0.673356005303233,1.35266512769868,1.08217374442778,126
1,1,1,0,0,0,1,1,2,"Sylvia Plath","Charles Dickens","Jane Austen","John Steinbeck","J.R.R. Tolkien","George Orwell","F. Scott Fitzgerald","White / Caucasian","Woman",51,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.360306125380367,0.37128810288406,-0.20030097834936,-0.188855600429611,0.0856094123713639,0.652032424323613,-0.465031154972732,-0.401764350509726,-0.071587693719615,126
1,1,0,1,0,0,1,1,3,"J.R.R. Tolkien","Joyce Carol Oates","J.D. Salinger","Jane Austen","George Orwell","Lucy Maud","F. Scott Fitzgerald","White / Caucasian","Woman",66,0,1,"2Liberal",2,-2,"Democrat",1,0,0,1.37240198319039,0.37128810288406,1.30195635927084,1.35914112440327,1.10119689243714,1.78896777623924,1.24254958544122,1.93747495376816,1.6563307718162,126
1,1,0,1,1,0,0,1,2,"Zadie Smith","Lucy Maud","Nathaniel Hawthorne","Charles Dickens","Michael Crichton","J.D. Salinger","Jane Austen","Black or African American","Woman",56,0,0,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.651789732429653,-0.143674591823374,-0.701053424222761,-0.704854508707238,-0.550343064295756,0.652032424323613,-0.465031154972732,-0.401764350509726,-0.071587693719615,126
0,1,1,1,0,1,0,0,4,"Lucy Maud","Gabriel Garcia Marquez","Isabel Allende","Zadie Smith","Jane Austen","George Orwell","Neil Gaiman","Black or African American","Woman",26,0,0,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,0.360306125380367,0.37128810288406,0.30045146752404,0.327143307848015,0.339797250909121,0.652032424323613,0.673356005303233,0.767855301629215,0.697747910418687,126
0,1,1,1,0,1,1,1,0,"Ernest Hemingway","Gabriel Garcia Marquez","Charles Dickens","Ian McEwan","F. Scott Fitzgerald","Kurt Vonnegut","J.R.R. Tolkien","White / Caucasian","Man",62,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,0.360306125380367,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.42605977352011,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,1,0,1,3,"Cormac McCarthy","Sylvia Plath","Kurt Vonnegut","Zadie Smith","Isabel Allende","Gabriel Garcia Marquez","Herman Melville","White / Caucasian","Man",24,1,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.145741803524643,-0.658637286530808,0.801203913397441,0.843142216125642,0.209991759866908,1.22050010028143,-0.465031154972732,0.183045475559744,0.31283814028948,126
1,0,1,1,0,1,1,1,2,"F. Scott Fitzgerald","Charles Dickens","Ernest Hemingway","George Orwell","Isabel Allende","Jane Austen","J.R.R. Tolkien","White / Caucasian","Woman",46,0,1,"2Liberal",2,-2,"Democrat",1,0,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,0,1,1,1,1,1,0,1,"J.R.R. Tolkien","Charles Dickens","J.D. Salinger","Lucy Maud","F. Scott Fitzgerald","Gabriel Garcia Marquez","Isabel Allende","White / Caucasian","Man",31,1,1,"4Moderate; middle of the road",4,0,"Republican",0,0,1,0.360306125380367,0.886250797591493,0.801203913397441,0.843142216125642,0.722725763123736,0.652032424323613,1.24254958544122,0.767855301629215,0.887479103798015,126
1,0,1,1,0,0,0,0,1,"Cormac McCarthy","Joyce Carol Oates","Kurt Vonnegut","George Saunders","Neil Gaiman","Ian McEwan","Jorge Luis Borges","Black or African American","Man",47,1,0,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,1.8784499120954,0.37128810288406,0.30045146752404,0.327143307848015,0.719333197587878,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,0,0,1,0,"J.R.R. Tolkien","Charles Dickens","George Orwell","Michael Crichton","Herman Melville","Jack London","Jane Austen","Asian / Pacific Islander","Man",50,1,0,"6Conservative",6,2,"Republican",0,0,1,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-1.05337060354983,-0.465031154972732,-0.986574176579196,-0.834991978367253,126
1,1,0,1,1,0,0,1,2,"F. Scott Fitzgerald","Zadie Smith","J.R.R. Tolkien","Ernest Hemingway","Isabel Allende","Herman Melville","Jane Austen","Black or African American","Woman",43,0,0,"4Moderate; middle of the road",4,0,"Republican",0,0,1,-0.651789732429653,1.40121349229893,0.801203913397441,0.843142216125642,0.598442472348089,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,1,0,1,0,"Michael Crichton","Ray Bradbury","Charles Dickens","F. Scott Fitzgerald","J.D. Salinger","John Steinbeck","Herman Melville","White / Caucasian","Man",46,1,1,"2Liberal",2,-2,"Independent",0,1,0,1.37240198319039,0.886250797591493,1.30195635927084,1.35914112440327,1.229937566114,1.22050010028143,0.104162425165251,1.93747495376816,1.08737915973828,126
1,0,1,1,0,1,1,1,2,"Lucy Maud","F. Scott Fitzgerald","Nathaniel Hawthorne","Michael Crichton","Jane Austen","Herman Melville","J.R.R. Tolkien","White / Caucasian","Woman",35,0,1,"3Slightly liberal",3,-1,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,-0.20030097834936,-0.188855600429611,-0.424895899434858,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,0,1,1,1,1,1,0,1,"J.R.R. Tolkien","Charles Dickens","Ernest Hemingway","George Orwell","Lucy Maud","F. Scott Fitzgerald","Isabel Allende","White / Caucasian","Man",33,1,1,"5Slightly conservative",5,1,"Republican",0,0,1,0.866354054285377,1.40121349229893,1.30195635927084,1.35914112440327,1.2321662575646,1.78896777623924,1.24254958544122,1.93747495376816,1.6563307718162,126
0,1,1,1,0,0,1,1,2,"George Orwell","Ray Bradbury","Jane Austen","Joyce Carol Oates","F. Scott Fitzgerald","Neil Gaiman","Charles Dickens","Black or African American","Woman",41,0,0,"6Conservative",6,2,"Independent",0,1,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,0,0,1,1,"Gabriel Garcia Marquez","Michael Crichton","Herman Melville","J.R.R. Tolkien","Isabel Allende","Jorge Luis Borges","Ernest Hemingway","White / Caucasian","Man",33,1,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,1,1,1,1,1,"F. Scott Fitzgerald","J.R.R. Tolkien","Charles Dickens","John Steinbeck","Jane Austen","George Orwell","Lucy Maud","Asian / Pacific Islander","Woman",27,0,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,1.8784499120954,1.91617618700636,1.80270880514424,1.8751400326809,1.86811873423172,2.35743545219706,2.38093674571718,2.52228477983763,2.42021899258395,126
1,0,1,1,0,1,0,1,4,"J.R.R. Tolkien","Zadie Smith","Cormac McCarthy","Isabel Allende","Sylvia Plath","Joyce Carol Oates","Kurt Vonnegut","White / Caucasian","Woman",31,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,1.37240198319039,1.40121349229893,1.30195635927084,1.35914112440327,1.35867823979086,1.78896777623924,1.8117431655792,1.93747495376816,1.84606196519553,126
0,1,1,1,0,0,1,1,3,"J.R.R. Tolkien","Nathaniel Hawthorne","Lucy Maud","George Orwell","Isabel Allende","Jane Austen","F. Scott Fitzgerald","White / Caucasian","Man",46,1,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,0,0,0,1,"J.R.R. Tolkien","Charles Dickens","F. Scott Fitzgerald","John Steinbeck","Isabel Allende","Herman Melville","Jorge Luis Borges","Asian / Pacific Islander","Man",30,1,0,"2Liberal",2,-2,"Democrat",1,0,0,0.866354054285377,0.886250797591493,0.801203913397441,0.843142216125642,0.849237745349988,1.22050010028143,0.673356005303233,1.35266512769868,1.08217374442778,126
0,1,1,1,0,0,1,1,1,"Jack London","F. Scott Fitzgerald","Charles Dickens","John Steinbeck","Joyce Carol Oates","George Orwell","J.D. Salinger","Asian / Pacific Islander","Man",51,1,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.15783766133466,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.805595720198867,-0.484902927592016,-0.465031154972732,-0.986574176579196,-0.645502753047981,126
1,0,1,1,1,1,1,1,3,"George Orwell","Jane Austen","Zadie Smith","Cormac McCarthy","Gabriel Garcia Marquez","Isabel Allende","Lucy Maud","White / Caucasian","Woman",35,0,1,"1Extremely liberal",1,-3,"Independent",0,1,0,1.8784499120954,1.91617618700636,1.80270880514424,1.8751400326809,1.86811873423172,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,1,1,1,0,1,"Jack London","George Orwell","Ernest Hemingway","Neil Gaiman","Zadie Smith","F. Scott Fitzgerald","Isabel Allende","White / Caucasian","Man",27,1,1,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,0.866354054285377,0.886250797591493,1.80270880514424,0.843142216125642,1.09961396828669,1.22050010028143,0.673356005303233,1.35266512769868,1.08217374442778,126
1,0,1,1,0,0,1,1,3,"Ernest Hemingway","Ray Bradbury","Sylvia Plath","Isabel Allende","Lucy Maud","Herman Melville","Charles Dickens","White / Caucasian","Woman",29,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-0.651789732429653,-0.658637286530808,0.30045146752404,-0.188855600429611,-0.299707787966508,0.0835647483657986,0.104162425165251,0.767855301629215,0.318527491720088,126
0,1,1,1,1,1,0,0,3,"Charles Dickens","Lucy Maud","Isabel Allende","Gabriel Garcia Marquez","Zadie Smith","J.D. Salinger","Joyce Carol Oates","White / Caucasian","Non-binary",31,0,1,"1Extremely liberal",1,-3,"Independent",0,1,0,-0.145741803524643,0.37128810288406,-0.20030097834936,0.843142216125642,0.217096884283925,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
0,1,1,1,0,0,1,1,1,"Sylvia Plath","Ernest Hemingway","Ray Bradbury","John Steinbeck","Charles Dickens","J.R.R. Tolkien","J.D. Salinger","White / Caucasian","Woman",25,0,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,0,1,0,0,1,"J.R.R. Tolkien","Ray Bradbury","J.D. Salinger","George Orwell","Cormac McCarthy","Joyce Carol Oates","Neil Gaiman","White / Caucasian","Woman",62,0,1,"7Extremely conservative",7,3,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,1,1,1,1,2,"J.D. Salinger","Kurt Vonnegut","Ernest Hemingway","Sylvia Plath","George Orwell","Joyce Carol Oates","Lucy Maud","White / Caucasian","Woman",42,0,1,"2Liberal",2,-2,"Independent",0,1,0,0.866354054285377,1.40121349229893,0.801203913397441,1.35914112440327,1.10697814609625,-0.484902927592016,1.24254958544122,-0.401764350509726,0.118627435779825,126
1,0,1,1,1,0,0,1,1,"Ernest Hemingway","F. Scott Fitzgerald","Lucy Maud","John Steinbeck","Charles Dickens","Ray Bradbury","Jane Austen","White / Caucasian","Woman",24,0,1,"5Slightly conservative",5,1,"Republican",0,0,1,1.37240198319039,0.37128810288406,0.30045146752404,0.327143307848015,0.592821215361626,1.22050010028143,0.104162425165251,1.93747495376816,1.08737915973828,126
1,0,1,1,0,1,1,1,3,"Isabel Allende","F. Scott Fitzgerald","Jack London","Joyce Carol Oates","Sylvia Plath","John Steinbeck","Gabriel Garcia Marquez","White / Caucasian","Man",62,1,1,"6Conservative",6,2,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,1.30195635927084,-0.704854508707238,-0.178331292099214,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
0,1,1,1,0,0,0,1,3,"Lucy Maud","J.R.R. Tolkien","Jane Austen","Charles Dickens","Michael Crichton","Zadie Smith","Nathaniel Hawthorne","White / Caucasian","Woman",34,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.866354054285377,-0.658637286530808,0.801203913397441,-0.704854508707238,0.076016543111193,-0.484902927592016,0.673356005303233,0.183045475559744,0.123832851090321,126
0,1,1,1,0,1,1,1,2,"Isabel Allende","Lucy Maud","Neil Gaiman","Nathaniel Hawthorne","F. Scott Fitzgerald","Jorge Luis Borges","Gabriel Garcia Marquez","White / Caucasian","Woman",56,0,1,"4Moderate; middle of the road",4,0,"Independent",0,1,0,-0.145741803524643,0.886250797591493,-0.20030097834936,0.327143307848015,0.216837830891376,-0.484902927592016,-0.465031154972732,0.183045475559744,-0.255629535668335,126
1,1,0,1,1,0,0,1,1,"Jane Austen","George Orwell","Gabriel Garcia Marquez","Neil Gaiman","J.R.R. Tolkien","Ray Bradbury","Sylvia Plath","White / Caucasian","Man",41,1,1,"2Liberal",2,-2,"Republican",0,0,1,1.37240198319039,1.40121349229893,1.30195635927084,1.35914112440327,1.35867823979086,1.22050010028143,0.104162425165251,0.183045475559744,0.502569333668807,126
1,1,0,1,0,0,1,1,1,"Michael Crichton","George Orwell","John Steinbeck","Joyce Carol Oates","Cormac McCarthy","Ray Bradbury","F. Scott Fitzgerald","White / Caucasian","Man",36,1,1,"1Extremely liberal",1,-3,"Democrat",1,0,0,-1.15783766133466,0.37128810288406,-1.20180587009616,-0.704854508707238,-0.673302484313501,0.652032424323613,-1.03422473511071,0.767855301629215,0.128554330280704,126
1,1,1,0,1,1,1,1,3,"Ray Bradbury","Isabel Allende","J.D. Salinger","Sylvia Plath","Kurt Vonnegut","Joyce Carol Oates","Lucy Maud","Asian / Pacific Islander","Man",38,1,0,"1Extremely liberal",1,-3,"Independent",0,1,0,1.8784499120954,1.91617618700636,0.801203913397441,1.8751400326809,1.61774251129502,-1.05337060354983,-0.465031154972732,-0.986574176579196,-0.834991978367253,126
1,1,1,0,0,0,0,1,3,"Zadie Smith","Gabriel Garcia Marquez","Joyce Carol Oates","Neil Gaiman","Ray Bradbury","Isabel Allende","Ernest Hemingway","Black or African American","Woman",72,0,0,"4Moderate; middle of the road",4,0,"Democrat",1,0,0,-0.145741803524643,-0.143674591823374,0.801203913397441,0.843142216125642,0.338732433543767,0.0835647483657986,0.104162425165251,0.183045475559744,0.123590883030265,126
0,1,1,1,0,0,0,1,0,"George Orwell","Kurt Vonnegut","John Steinbeck","Ray Bradbury","Charles Dickens","J.D. Salinger","Jack London","White / Caucasian","Woman",47,0,1,"2Liberal",2,-2,"Independent",0,1,0,-0.651789732429653,-0.658637286530808,-0.701053424222761,-0.704854508707238,-0.679083737972615,-0.484902927592016,-0.465031154972732,-0.401764350509726,-0.450566144358158,126
1,0,1,1,0,0,1,1,1,"Jack London","Nathaniel Hawthorne","Gabriel Garcia Marquez","Jane Austen","F. Scott Fitzgerald","Ernest Hemingway","Charles Dickens","White / Caucasian","Woman",33,0,1,"6Conservative",6,2,"Republican",0,0,1,-1.15783766133466,-1.17359998123824,-1.20180587009616,-1.22085341698487,-1.18852423241348,-1.05337060354983,-1.03422473511071,-0.986574176579196,-1.02472317174658,126
1,1,0,1,0,0,0,1,4,"Nathaniel Hawthorne","Lucy Maud","Isabel Allende","Sylvia Plath","Kurt Vonnegut","Joyce Carol Oates","Ernest Hemingway","White / Caucasian","Woman",67,0,1,"2Liberal",2,-2,"Democrat",1,0,0,0.360306125380367,0.37128810288406,1.30195635927084,0.843142216125642,0.719173200915228,0.652032424323613,0.673356005303233,-0.401764350509726,0.30787469303904,126
0,1,1,1,0,0,0,1,2,"Zadie Smith","Gabriel Garcia Marquez","Jane Austen","Michael Crichton","Charles Dickens","John Steinbeck","Nathaniel Hawthorne","Black or African American","Woman",51,0,0,"3Slightly liberal",3,-1,"Democrat",1,0,0,-1.15783766133466,-1.17359998123824,-1.20180587009616,-0.704854508707238,-1.05952450534408,-1.05337060354983,-0.465031154972732,-0.986574176579196,-0.834991978367253,126
